상가업소번호,period_score,floor_score,parking_score,5bin_review_score,minmax_review_score,5bin_sales_score,rating_score,TRDAR_CD
MA010120220800020110,5,1.0,0.0,3,0.0,3.0,4.53,3110326
MA010120220800020280,5,1.0,0.0,3,0.0510250569476082,1.0,4.28,3120235
MA010120220800020809,5,1.0,0.0,3,0.0085392676931038,4.0,4.59,3120008
MA010120220800021606,5,1.0,0.0,4,0.1703846829439662,5.0,3.94,3120002
MA010120220800021629,5,1.0,1.0,5,0.0893944051644635,3.0,4.49,3120009
MA010120220800021661,5,0.0,0.0,4,0.0201837236382455,4.0,3.365,3120008
MA010120220800021663,5,1.0,1.0,4,0.0229007633587786,4.0,2.4,3120008
MA010120220800022072,5,1.0,0.0,3,0.0779896013864818,4.0,4.335,3120012
MA010120220800022528,4,1.0,0.0,3,0.0528455284552845,4.0,0.0,3120011
MA010120220800022626,5,1.0,0.0,3,0.181109185441941,4.0,3.455,3120012
MA010120220800022739,5,1.0,0.0,4,0.1225407532321529,4.0,0.0,3110554
MA010120220800022809,5,1.0,1.0,0,0.0,2.0,0.0,3120009
MA010120220800022894,5,1.0,0.0,3,0.1047120418848167,2.0,4.355,3110024
MA010120220800023103,5,0.0,0.0,4,0.014555569931427,4.0,3.915,3120008
MA010120220800023123,5,1.0,0.0,1,6.148170919151553e-05,5.0,5.0,3120009
MA010120220800023216,5,0.0,1.0,4,0.0385714285714285,4.0,4.7,3120210
MA010120220800023292,5,1.0,0.0,0,0.0,4.0,0.0,3120014
MA010120220800023619,5,1.0,0.0,3,0.0732984293193717,1.0,0.0,3110024
MA010120220800023973,5,1.0,0.0,4,0.061667488899852,5.0,4.69,3110009
MA010120220800024000,5,1.0,0.0,4,0.1479318734793187,5.0,4.1850000000000005,3120003
MA010120220800024291,5,1.0,0.0,3,0.0348943985307621,3.0,4.44,3130010
MA010120220800024389,5,1.0,0.0,3,0.0154109589041095,4.0,4.4,3110019
MA010120220800024464,5,1.0,0.0,1,0.0017391304347826,3.0,2.775,3120043
MA010120220800024651,4,1.0,0.0,4,0.0293687290969899,5.0,4.125,3120103
MA010120220800024794,4,1.0,0.0,2,0.0097323600973236,3.0,0.0,3120003
MA010120220800024974,5,1.0,0.0,3,1.0,3.0,4.215,3110776
MA010120220800025092,5,1.0,0.0,2,0.0235376778499912,3.0,3.4,3120002
MA010120220800025310,5,1.0,0.0,3,0.0,3.0,4.4,3110006
MA010120220800025912,5,1.0,0.0,1,0.0025996533795493,1.0,0.0,3120012
MA010120220800026291,5,1.0,0.0,4,0.0475347661188369,5.0,3.68,3120006
MA010120220800026475,5,1.0,1.0,3,0.0589711417816813,,4.19,-1
MA010120220800026481,5,1.0,1.0,1,0.007942238267148,1.0,4.43,3110018
MA010120220800026630,5,1.0,0.0,1,0.0054764512595837,1.0,0.0,3120062
MA010120220800026936,5,0.0,0.0,5,0.2233517281440604,5.0,4.529999999999999,3110008
MA010120220800027131,5,1.0,0.0,0,0.0,2.0,4.57,3120007
MA010120220800027631,5,1.0,0.0,3,0.0,3.0,0.0,3130020
MA010120220800028144,5,1.0,1.0,3,0.0589711417816813,5.0,4.19,3120015
MA010120220800028316,5,1.0,0.0,3,0.010752688172043,3.0,4.42,3110197
MA010120220800028706,5,1.0,0.0,1,0.0014705882352941,2.0,5.0,3110020
MA010120220800029250,5,1.0,0.0,3,0.0197278911564625,3.0,3.265,3120007
MA010120220800029362,5,1.0,0.0,4,0.4168067226890756,4.0,4.315,3110021
MA010120220800029475,5,1.0,0.0,3,0.0052259452812788,3.0,4.75,3120009
MA010120220800029549,5,1.0,0.0,3,0.0977049180327868,1.0,4.45,3120005
MA010120220800029586,5,1.0,0.0,4,0.0141818508212907,3.0,4.645,3120013
MA010120220800030036,5,1.0,0.0,4,0.0070089148478327,3.0,4.49,3120009
MA010120220800030084,5,1.0,0.0,1,0.002919708029197,2.0,4.475,3120003
MA010120220800030108,5,1.0,0.0,3,0.4521158129175947,5.0,4.52,3110016
MA010120220800030119,5,1.0,0.0,2,0.0186170212765957,1.0,4.720000000000001,3120004
MA010120220800030217,5,1.0,0.0,0,0.0,1.0,0.0,3120003
MA010120220800030323,5,1.0,0.0,3,0.1655112651646447,4.0,3.745,3120012
MA010120220800030348,5,1.0,0.0,5,1.0,5.0,5.0,3120008
MA010120220800030710,5,1.0,0.0,5,0.0684906240393483,5.0,4.605,3120009
MA010120220800030749,5,1.0,0.0,1,0.0004728132387706,3.0,4.0,3120026
MA010120220800030923,5,1.0,0.0,2,0.0144822592324402,1.0,4.050000000000001,3120055
MA010120220800031016,5,0.0,0.0,5,1.0,3.0,4.6,3130012
MA010120220800031058,5,1.0,0.0,5,0.0901936673839532,5.0,0.0,3120009
MA010120220800031143,5,1.0,0.0,2,0.0051020408163265,2.0,5.0,3120007
MA010120220800031379,5,1.0,0.0,3,1.0,1.0,4.84,3110325
MA010120220800031710,5,0.0,0.0,0,0.0,3.0,0.0,3130012
MA010120220800031772,5,1.0,0.0,5,0.0940581542351454,5.0,4.050000000000001,3120006
MA010120220800032087,5,1.0,0.0,0,0.0,2.0,0.0,3120015
MA010120220800032114,5,1.0,0.0,1,0.0049288061336254,2.0,4.775,3120062
MA010120220800032118,5,1.0,0.0,4,0.1200680272108843,5.0,4.42,3120007
MA010120220800032250,5,1.0,0.0,0,0.0,3.0,0.0,3130012
MA010120220800032823,5,1.0,0.0,1,0.0127868852459016,2.0,4.494999999999999,3120005
MA010120220800032863,5,0.0,0.0,5,0.0690265486725663,5.0,4.234999999999999,3120006
MA010120220800033032,5,1.0,1.0,1,0.0303030303030303,4.0,4.38,3110028
MA010120220800033085,5,1.0,0.0,3,0.0228710462287104,3.0,4.705,3120003
MA010120220800033275,5,1.0,0.0,2,0.0032992625177901,2.0,4.17,3120008
MA010120220800033480,5,1.0,0.0,2,0.0040455120101137,2.0,3.105,3120006
MA010120220800033679,5,1.0,0.0,3,0.0388457269700333,5.0,4.415,3110022
MA010120220800033726,5,1.0,0.0,2,0.0009222256378727,2.0,3.35,3120009
MA010120220800033990,5,0.0,1.0,3,0.0043343252684694,2.0,3.68,3120008
MA010120220800034023,4,1.0,0.0,4,0.0669099756690997,4.0,4.48,3120003
MA010120220800034190,5,1.0,0.0,5,0.7813114754098361,1.0,4.41,3120005
MA010120220800034347,5,1.0,0.0,4,0.0239655327169912,2.0,4.56,3120013
MA010120220800034358,5,1.0,0.0,4,0.0937074829931972,5.0,4.095000000000001,3120007
MA010120220800034416,5,1.0,0.0,3,0.0,3.0,0.0,3110015
MA010120220800034421,5,1.0,0.0,5,0.0411764705882352,5.0,4.795,3110020
MA010120220800034470,5,1.0,0.0,1,0.01323706377858,3.0,4.255,3110018
MA010120220800034855,5,1.0,0.0,5,1.0,5.0,4.585,3130002
MA010120220800034883,5,1.0,0.0,2,0.0233968804159445,4.0,4.595000000000001,3120012
MA010120220800035344,5,1.0,0.0,2,0.0007377805102981,3.0,3.755,3120009
MA010120220800035353,5,1.0,0.0,4,0.1436065573770491,5.0,3.46,3120005
MA010120220800035466,5,1.0,0.0,1,0.0002906976744186,2.0,4.835,3130001
MA010120220800035736,5,1.0,0.0,2,0.007270442509649,5.0,4.09,3120013
MA010120220800035777,5,1.0,0.0,3,0.0118836915297092,3.0,4.785,3120006
MA010120220800035795,5,1.0,0.0,4,0.0659308742375835,5.0,3.8,3110008
MA010120220800035960,5,1.0,1.0,1,0.0075282308657465,1.0,4.53,3120015
MA010120220800036168,5,1.0,0.0,3,0.3624401913875598,3.0,4.1850000000000005,3110012
MA010120220800036379,5,1.0,0.0,0,0.0,1.0,0.0,3130001
MA010120220800036591,5,1.0,0.0,2,0.0285961871750433,2.0,4.315,3120012
MA010120220800036614,5,1.0,0.0,4,0.1672727272727273,4.0,3.905,3110028
MA010120220800036866,5,1.0,0.0,1,0.0003881485315047,1.0,4.75,3120008
MA010120220800037232,5,1.0,0.0,3,0.9208333333333334,3.0,3.93,3110003
MA010120220800037417,5,1.0,0.0,1,0.0698863636363636,3.0,4.33,3110014
MA010120220800037691,5,1.0,0.0,0,0.0,4.0,5.0,3120014
MA010120220800037703,5,1.0,0.0,3,0.7708333333333334,3.0,4.6,3110003
MA010120220800037739,5,1.0,0.0,3,0.0340136054421768,4.0,4.595000000000001,3120007
MA010120220800038013,5,1.0,0.0,2,0.0011681524746387,,3.355,-1
MA010120220800038167,5,1.0,1.0,4,0.4194107452339687,5.0,3.85,3120012
MA010120220800038168,5,1.0,0.0,2,0.0077858880778588,1.0,4.5,3120003
MA010120220800038309,5,1.0,0.0,2,0.0186170212765957,3.0,3.455,3120004
MA010120220800038462,5,1.0,0.0,2,0.0496969696969696,3.0,2.9,3110028
MA010120220800038508,5,1.0,0.0,3,1.0,3.0,4.6,3110002
MA010120220800038802,5,0.0,0.0,0,0.0,1.0,0.0,3120007
MA010120220800038884,5,1.0,0.0,5,0.0641738905421141,5.0,4.88,3120008
MA010120220800038914,5,1.0,0.0,3,0.0649350649350649,3.0,4.265,3110002
MA010120220800039010,5,1.0,0.0,0,0.0,1.0,0.0,3120008
MA010120220800039169,5,1.0,0.0,5,1.0,5.0,4.065,3110037
MA010120220800039172,5,1.0,0.0,3,0.0516990996224223,2.0,0.0,3110008
MA010120220800039397,5,1.0,0.0,2,0.0073324905183312,2.0,3.92,3120006
MA010120220800039454,4,1.0,0.0,0,0.0,4.0,0.0,3130001
MA010120220800039477,5,1.0,0.0,5,0.177513261741493,5.0,4.45,3120008
MA010120220800039586,5,1.0,0.0,0,0.0,4.0,0.0,3120072
MA010120220800039628,5,1.0,0.0,2,0.0173285198555956,5.0,2.92,3110018
MA010120220800039668,5,1.0,0.0,4,0.1736556487419832,5.0,4.465,3110009
MA010120220800040038,5,1.0,1.0,4,0.799554565701559,4.0,3.99,3110016
MA010120220800040127,5,1.0,0.0,2,0.0077858880778588,1.0,4.220000000000001,3120003
MA010120220800040278,5,1.0,0.0,0,0.0,1.0,0.0,3120002
MA010120220800040317,5,1.0,0.0,3,0.016156462585034,3.0,4.17,3120007
MA010120220800040374,5,0.0,0.0,5,1.0,5.0,3.665,3120016
MA010120220800040548,5,1.0,1.0,4,0.0145711650783891,4.0,4.0,3120009
MA010120220800040575,5,0.0,0.0,5,0.655112651646447,5.0,3.7,3120012
MA010120220800040660,5,1.0,0.0,2,0.002005434079441,2.0,3.545,3120008
MA010120220800040990,5,1.0,0.0,1,0.0001734605377276,3.0,5.0,3110544
MA010120220800041059,5,1.0,0.0,3,0.0228710462287104,2.0,4.055,3120003
MA010120220800041237,5,1.0,0.0,1,0.0007180683960147,3.0,4.574999999999999,3120013
MA010120220800041256,5,1.0,0.0,0,0.0,2.0,0.0,3120006
MA010120220800041328,5,1.0,0.0,2,0.0055096418732782,3.0,4.41,3130010
MA010120220800041482,5,1.0,0.0,4,0.0514233241505968,,4.5,-1
MA010120220800041690,5,1.0,1.0,1,0.0093085106382978,3.0,0.0,3120004
MA010120220800041887,5,1.0,1.0,5,0.6770833333333334,5.0,4.4,3120176
MA010120220800042370,5,1.0,0.0,3,0.0065436241610738,4.0,4.01,3130183
MA010120220800042852,5,1.0,1.0,4,0.4545454545454545,5.0,4.765000000000001,3130070
MA010120220800043119,5,1.0,0.0,1,0.0007762970630094,1.0,4.65,3120008
MA010120220800044766,5,1.0,1.0,1,0.0,1.0,5.0,3110376
MA010120220800044910,5,1.0,0.0,1,0.0007288629737609,2.0,4.635,3110891
MA010120220800045495,5,1.0,0.0,3,0.0,3.0,0.0,3111071
MA010120220800046638,5,1.0,0.0,2,0.0594202898550724,3.0,3.975,3120156
MA010120220800046987,1,0.0,0.0,0,0.0,2.0,0.0,3120009
MA010120220800047155,5,0.0,0.0,0,0.0,1.0,0.0,3110640
MA010120220800049418,1,1.0,0.0,5,1.0,5.0,4.9,3110072
MA010120220800050864,1,0.0,0.0,5,0.0594581033617661,5.0,3.4,3120225
MA010120220800051466,5,1.0,0.0,4,0.0459839357429718,1.0,4.66,3120160
MA010120220800052530,5,1.0,0.0,2,0.0511073253833049,1.0,4.3,3110060
MA010120220800053202,5,1.0,0.0,3,0.00927624872579,1.0,4.45,3120041
MA010120220800054005,5,1.0,0.0,1,0.000245926836766,4.0,4.94,3120009
MA010120220800055197,5,0.0,0.0,1,0.0124223602484472,1.0,0.0,3110376
MA010120220800056622,5,1.0,0.0,5,1.0,5.0,5.0,3110615
MA010120220800057808,5,1.0,0.0,1,0.0015712682379349,2.0,4.0,3111013
MA010120220800058284,5,1.0,0.0,3,0.0322916666666666,1.0,4.66,3111085
MA010120220800062188,5,1.0,1.0,5,0.2995951417004048,5.0,4.68,3120065
MA010120220800062639,5,1.0,1.0,1,0.0013852813852813,3.0,4.855,3110140
MA010120220800063925,5,1.0,0.0,0,0.0,2.0,0.0,3120213
MA010120220800064237,1,1.0,0.0,3,0.0,3.0,0.0,3110005
MA010120220800066254,1,0.0,0.0,5,0.3114355231143552,1.0,4.4,3120003
MA010120220800066391,4,1.0,0.0,0,0.0,2.0,0.0,3120090
MA010120220800067034,1,1.0,0.0,0,0.0,3.0,0.0,3120002
MA010120220800067416,4,1.0,0.0,0,0.0,5.0,0.0,3120010
MA010120220800068015,4,1.0,0.0,0,0.0,1.0,0.0,3120003
MA010120220800069203,5,1.0,0.0,1,0.0030341340075853,1.0,2.7,3120006
MA010120220800070161,5,1.0,0.0,3,0.0,3.0,0.0,3110005
MA010120220800071236,5,1.0,0.0,0,0.0,1.0,0.0,3001492
MA010120220800072772,5,0.0,0.0,0,0.0,3.0,0.0,3120002
MA010120220800073062,5,1.0,0.0,1,0.0034063260340632,2.0,1.6,3120003
MA010120220800073538,4,1.0,0.0,1,0.0012376237623762,3.0,4.62,3120208
MA010120220800074745,5,0.0,0.0,0,0.0,3.0,0.0,3130012
MA010120220800075494,1,1.0,0.0,1,0.0177556818181818,1.0,5.0,3110559
MA010120220800075960,5,1.0,0.0,0,0.0,4.0,0.0,3120009
MA010120220800076059,5,1.0,0.0,4,0.1488524590163934,5.0,4.365,3120005
MA010120220800079823,5,1.0,0.0,3,0.2333901192504258,3.0,4.675000000000001,3110060
MA010120220800082280,5,0.0,0.0,2,0.0086730268863833,4.0,4.9,3110544
MA010120220800084577,5,1.0,1.0,4,0.0880778588807786,5.0,4.505000000000001,3120003
MA010120220800085352,5,1.0,1.0,5,1.0,5.0,4.47,3120069
MA010120220800086424,5,1.0,0.0,3,0.0,3.0,3.62,3110520
MA010120220800087173,5,1.0,0.0,1,0.0094339622641509,2.0,4.4,3130179
MA010120220800087245,5,1.0,1.0,4,0.0273133375877472,5.0,4.1,3120191
MA010120220800088524,5,1.0,0.0,3,0.0,3.0,4.66,3130119
MA010120220800088684,5,1.0,0.0,3,0.0045408473545509,1.0,0.0,3120149
MA010120220800088795,5,1.0,0.0,3,0.25,3.0,3.2,3110760
MA010120220800089608,5,1.0,0.0,1,0.072,3.0,3.1,3110943
MA010120220800089682,5,1.0,0.0,3,0.0752840909090909,3.0,4.3,3110559
MA010120220800090627,5,1.0,0.0,3,0.0085106382978723,3.0,3.78,3120026
MA010120220800090754,5,1.0,0.0,1,0.0004866180048661,2.0,4.46,3120003
MA010120220800090849,5,1.0,0.0,0,0.0,1.0,4.25,3111073
MA010120220800091091,5,1.0,0.0,0,0.0,3.0,0.0,3120006
MA010120220800091261,5,1.0,0.0,4,0.1401459854014598,4.0,4.52,3130318
MA010120220800091651,5,1.0,0.0,2,0.0231884057971014,1.0,0.0,3111083
MA010120220800093321,5,1.0,0.0,3,0.0122527121888959,3.0,4.5,3120191
MA010120220800094347,5,1.0,0.0,3,0.1313920454545454,4.0,4.2,3110559
MA010120220800095126,5,1.0,0.0,4,0.1789473684210526,5.0,3.4,3110562
MA010120220800095406,5,1.0,0.0,1,0.0020942408376963,3.0,2.78,3120187
MA010120220800095669,5,0.0,0.0,0,0.0,1.0,0.0,3110018
MA010120220800096535,1,1.0,0.0,0,0.0,3.0,0.0,3110695
MA010120220800096654,5,1.0,1.0,5,0.3421875,5.0,4.74,3110166
MA010120220800096867,5,1.0,1.0,1,0.0642857142857143,3.0,5.0,3110229
MA010120220800096939,5,1.0,0.0,1,0.0324324324324324,1.0,4.6,3110718
MA010120220800098195,5,1.0,0.0,4,0.0582827406764961,4.0,4.535,3110544
MA010120220800098955,4,0.0,0.0,1,0.007716049382716,3.0,4.2,3120153
MA010120220800099171,5,1.0,0.0,5,1.0,4.0,4.425,3130137
MA010120220800099864,5,1.0,0.0,3,0.0393442622950819,4.0,4.234999999999999,3110509
MA010120220800099882,5,1.0,0.0,5,0.33203125,4.0,4.4,3130072
MA010120220800101358,5,1.0,0.0,3,0.2222222222222222,4.0,5.0,3110958
MA010120220800101998,5,1.0,0.0,1,0.0042517006802721,2.0,4.37,3120007
MA010120220800102157,5,1.0,0.0,1,0.0139860139860139,1.0,5.0,3120068
MA010120220800102458,5,1.0,1.0,4,0.076068376068376,5.0,4.625,3120227
MA010120220800103104,5,1.0,0.0,3,0.0466549295774647,5.0,4.295,3110049
MA010120220800103307,5,0.0,0.0,0,0.0,1.0,0.0,3120104
MA010120220800103719,5,1.0,0.0,0,0.0,1.0,0.0,3120165
MA010120220800103931,5,1.0,1.0,3,0.0964630225080385,4.0,4.654999999999999,3110316
MA010120220800105068,5,1.0,0.0,5,1.0,5.0,4.0,3110593
MA010120220800105121,5,0.0,0.0,2,0.0181818181818181,1.0,4.609999999999999,3110625
MA010120220800106017,5,1.0,0.0,5,1.0,5.0,4.65,3120004
MA010120220800106476,5,1.0,1.0,3,0.0392415498763396,5.0,4.4,3110080
MA010120220800106885,5,1.0,0.0,4,0.1109413786518999,3.0,4.63,3110138
MA010120220800108935,5,1.0,0.0,0,0.0,2.0,0.0,3120201
MA010120220800108939,1,1.0,0.0,3,0.0325443786982248,2.0,4.4,3120171
MA010120220800108961,5,1.0,1.0,3,0.1036649214659685,4.0,4.5,3120187
MA010120220800111125,5,0.0,0.0,3,0.0283018867924528,4.0,4.49,3130179
MA010120220800115286,5,1.0,0.0,1,0.012,1.0,5.0,3120050
MA010120220800115320,5,1.0,0.0,4,0.1676328502415459,4.0,4.67,3110576
MA010120220800116848,5,1.0,0.0,3,0.0156976744186046,4.0,0.0,3130024
MA010120220800117732,5,1.0,0.0,5,0.4343023255813953,5.0,4.145,3130024
MA010120220800119043,4,1.0,1.0,1,0.0,1.0,5.0,3130033
MA010120220800119325,5,1.0,0.0,1,0.0023255813953488,1.0,4.0,3130024
MA010120220800120281,5,1.0,1.0,2,0.005813953488372,1.0,4.665,3130024
MA010120220800120586,5,1.0,0.0,0,0.0,1.0,0.0,3130024
MA010120220800120719,5,1.0,0.0,1,0.0005757466714645,5.0,4.32,3120192
MA010120220800120941,5,1.0,0.0,2,0.0160669456066945,5.0,3.43,3120022
MA010120220800121379,5,1.0,0.0,3,0.0253756260434056,3.0,4.285,3120031
MA010120220800121651,5,1.0,0.0,2,0.0042500442712944,3.0,4.445,3120107
MA010120220800121990,5,0.0,0.0,1,0.002906976744186,2.0,4.2,3130024
MA010120220800122205,5,1.0,0.0,2,0.0007786762503743,1.0,3.605,3120021
MA010120220800122972,5,1.0,0.0,1,0.001418439716312,1.0,3.765,3120026
MA010120220800124120,5,0.0,0.0,0,0.0,1.0,0.0,3120020
MA010120220800126580,5,1.0,0.0,2,0.0023640661938534,1.0,4.36,3120026
MA010120220800126766,5,1.0,0.0,1,0.0014577259475218,3.0,0.0,3120020
MA010120220800126767,5,1.0,0.0,2,0.0090150250417362,3.0,4.715,3120031
MA010120220800128036,5,1.0,0.0,1,0.0014285714285714,2.0,4.34,3001492
MA010120220800128061,5,1.0,0.0,4,0.1929883138564273,5.0,5.0,3120031
MA010120220800128142,5,0.0,0.0,1,0.0016802016241949,2.0,3.3,3120186
MA010120220800128200,5,1.0,0.0,3,0.013953488372093,5.0,4.41,3130024
MA010120220800128718,5,1.0,0.0,0,0.0,1.0,0.0,3001492
MA010120220800129022,5,1.0,0.0,2,0.0232142857142857,3.0,3.835,3120217
MA010120220800129179,5,1.0,0.0,1,0.0007453416149068,3.0,4.7,3120043
MA010120220800130423,5,1.0,0.0,2,0.0043731778425655,1.0,3.965,3120020
MA010120220800131703,5,0.0,0.0,4,0.0348837209302325,5.0,4.45,3130024
MA010120220800131945,5,1.0,0.0,1,0.0355555555555555,,5.0,-1
MA010120220800132074,5,1.0,0.0,1,0.00041928721174,1.0,4.42,3120021
MA010120220800132180,5,0.0,0.0,4,0.0501182033096926,4.0,4.04,3120026
MA010120220800132749,5,1.0,0.0,2,0.0044543429844097,4.0,5.0,3120190
MA010120220800133847,5,1.0,0.0,2,0.0053422370617696,1.0,5.0,3120031
MA010120220800134362,5,1.0,0.0,1,0.0018518518518518,1.0,5.0,3110204
MA010120220800134607,5,1.0,0.0,4,0.052919254658385,5.0,5.0,3120043
MA010120220800134661,5,1.0,1.0,3,0.4196242171189979,3.0,4.765000000000001,3120025
MA010120220800135126,5,1.0,0.0,5,0.1506849315068493,5.0,4.255,3120033
MA010120220800135186,5,1.0,1.0,3,0.0190930787589498,3.0,3.44,3120018
MA010120220800135989,5,1.0,0.0,1,0.0066666666666666,2.0,3.775,3001492
MA010120220800136112,5,1.0,0.0,4,0.0794326241134751,5.0,4.715,3120026
MA010120220800136293,5,0.0,0.0,3,0.0143198090692124,2.0,3.73,3120018
MA010120220800136549,4,1.0,0.0,2,0.0386904761904761,3.0,3.55,3001492
MA010120220800136644,5,1.0,0.0,4,0.0575581395348837,3.0,4.86,3130024
MA010120220800136780,5,1.0,0.0,0,0.0,2.0,0.0,3130024
MA010120220800138159,5,1.0,1.0,5,0.0185684336627732,5.0,3.325,3120021
MA010120220800138374,5,1.0,0.0,1,0.0009456264775413,3.0,4.015000000000001,3120026
MA010120220800138469,5,1.0,0.0,3,0.0258064516129032,3.0,5.0,3110040
MA010120220800138934,5,1.0,1.0,5,1.0,5.0,4.21,3130024
MA010120220800139390,5,1.0,0.0,1,0.0001197963462114,2.0,4.71,3120021
MA010120220800139460,1,1.0,0.0,1,0.0011911852293031,1.0,5.0,3110293
MA010120220800139602,5,1.0,1.0,5,0.8691803278688526,5.0,3.59,3120005
MA010120220800139613,5,1.0,1.0,1,0.0032298136645962,3.0,0.0,3120043
MA010120220800141085,5,1.0,0.0,3,0.1531531531531531,5.0,3.975,3130221
MA010120220800141921,5,1.0,0.0,1,0.0007453416149068,1.0,4.67,3120043
MA010120220800142079,5,1.0,0.0,3,0.1224242424242424,3.0,4.87,3110028
MA010120220800142095,5,1.0,0.0,3,0.0666666666666666,5.0,4.815,3110735
MA010120220800142131,5,1.0,0.0,2,0.0057142857142857,2.0,4.42,3120043
MA010120220800143252,5,1.0,1.0,5,0.6388888888888888,2.0,0.0,3110409
MA010120220800143345,5,1.0,0.0,0,0.0,1.0,0.0,3110869
MA010120220800144967,5,1.0,0.0,2,0.008,4.0,5.0,3120165
MA010120220800145319,4,1.0,0.0,1,0.0123762376237623,2.0,4.54,3120208
MA010120220800146099,5,1.0,1.0,2,0.0018617021276595,3.0,5.0,3120140
MA010120220800146267,5,1.0,0.0,4,0.0357558139534883,4.0,3.475,3120105
MA010120220800147163,5,1.0,1.0,3,0.0031914893617021,3.0,4.720000000000001,3120140
MA010120220800147852,5,0.0,0.0,3,0.028,3.0,0.0,3110131
MA010120220800148725,5,1.0,0.0,0,0.0,1.0,0.0,3120072
MA010120220800149336,5,0.0,0.0,3,0.0131826741996233,4.0,1.8,3120202
MA010120220800149685,4,1.0,0.0,5,0.0700068634179821,5.0,4.640000000000001,3110475
MA010120220800151597,5,1.0,0.0,3,0.0365217391304347,3.0,4.29,3120082
MA010120220800152764,5,1.0,0.0,1,0.0023255813953488,1.0,4.765000000000001,3130024
MA010120220800152817,5,1.0,1.0,5,1.0,1.0,4.98,3110456
MA010120220800153882,5,1.0,0.0,4,0.1365019011406844,5.0,4.5,3120213
MA010120220800155999,5,1.0,0.0,2,0.0458646616541353,3.0,4.12,3110562
MA010120220800156499,5,1.0,0.0,1,0.0016018306636155,1.0,0.0,3120054
MA010120220800156691,5,1.0,1.0,1,0.0133333333333333,2.0,4.82,3120141
MA010120220800156740,5,1.0,1.0,2,0.0098859315589353,5.0,5.0,3120213
MA010120220800156954,5,1.0,0.0,0,0.0,1.0,0.0,3120085
MA010120220800160555,5,1.0,0.0,3,0.0128617363344051,1.0,3.595,3110492
MA010120220800161965,1,1.0,0.0,5,1.0,5.0,5.0,3111085
MA010120220800162391,5,1.0,0.0,2,0.0105810928013876,2.0,0.0,3110544
MA010120220800162650,5,1.0,0.0,1,0.0257309941520467,1.0,4.7,3130313
MA010120220800164699,5,0.0,0.0,1,0.00060316662478,3.0,0.0,3120104
