상가업소번호,period_score,5bin_review_score,review_score,rating_score,floor_score,parking_score
MA010120220800105068,5,2,0.0307629204265791,4.0,1.0,0.0
MA010120220800105121,5,2,0.0266611977030352,4.609999999999999,0.0,0.0
MA010120220800106017,5,5,1.542247744052502,4.65,1.0,0.0
MA010120220800106476,5,5,0.4881050041017227,4.4,1.0,1.0
MA010120220800106885,5,5,0.3465955701394586,4.63,1.0,0.0
MA010120220800108935,5,0,0.0,0.0,1.0,0.0
MA010120220800108939,1,2,0.0225594749794913,4.4,1.0,0.0
MA010120220800108961,5,4,0.2030352748154225,4.5,1.0,1.0
MA010120220800111125,5,4,0.1230516817063166,4.49,0.0,0.0
MA010120220800115286,5,1,0.0123051681706316,5.0,1.0,0.0
MA010120220800115320,5,5,0.7116488925348646,4.67,1.0,0.0
MA010120220800116848,5,3,0.0553732567678424,0.0,1.0,0.0
MA010120220800117732,5,5,1.531993437243642,4.145,1.0,0.0
MA010120220800119043,4,3,0.0430680885972108,5.0,1.0,1.0
MA010120220800119325,5,1,0.0082034454470877,4.0,1.0,0.0
MA010120220800120281,5,2,0.0205086136177194,4.665,1.0,1.0
MA010120220800120586,5,0,0.0,0.0,1.0,0.0
MA010120220800120719,5,1,0.0041017227235438,4.32,1.0,0.0
MA010120220800120941,5,3,0.0492206726825266,3.43,1.0,0.0
MA010120220800121379,5,4,0.1558654634946677,4.285,1.0,0.0
MA010120220800121651,5,3,0.0492206726825266,4.445,1.0,0.0
MA010120220800121990,5,1,0.0102543068088597,4.2,0.0,0.0
MA010120220800122205,5,2,0.0266611977030352,3.605,1.0,0.0
MA010120220800122972,5,1,0.0061525840853158,3.765,1.0,0.0
MA010120220800124120,5,0,0.0,0.0,0.0,0.0
MA010120220800126580,5,1,0.0102543068088597,4.36,1.0,0.0
MA010120220800126766,5,1,0.0041017227235438,0.0,1.0,0.0
MA010120220800126767,5,3,0.0553732567678424,4.715,1.0,0.0
MA010120220800128036,5,1,0.0061525840853158,4.34,1.0,0.0
MA010120220800128061,5,5,1.1853978671041836,5.0,1.0,0.0
MA010120220800128142,5,1,0.0123051681706316,3.3,0.0,0.0
MA010120220800128200,5,3,0.0492206726825266,4.41,1.0,0.0
MA010120220800128718,5,0,0.0,0.0,1.0,0.0
MA010120220800129022,5,2,0.0266611977030352,3.835,1.0,0.0
MA010120220800129179,5,1,0.0061525840853158,4.7,1.0,0.0
MA010120220800130423,5,1,0.0123051681706316,3.965,1.0,0.0
MA010120220800131703,5,4,0.1230516817063166,4.45,0.0,0.0
MA010120220800131945,5,2,0.0164068908941755,5.0,1.0,0.0
MA010120220800132074,5,1,0.0143560295324036,4.42,1.0,0.0
MA010120220800132180,5,4,0.217391304347826,4.04,0.0,0.0
MA010120220800132749,5,2,0.0205086136177194,5.0,1.0,0.0
MA010120220800133847,5,2,0.0328137817883511,5.0,1.0,0.0
MA010120220800134362,5,1,0.0020508613617719,5.0,1.0,0.0
MA010120220800134607,5,5,0.4368334700574241,5.0,1.0,0.0
MA010120220800134661,5,5,1.1628383921246923,4.765000000000001,1.0,1.0
MA010120220800135126,5,4,0.2255947497949138,4.255,1.0,0.0
MA010120220800135186,5,3,0.0820344544708777,3.44,1.0,1.0
MA010120220800135989,5,2,0.0287120590648072,3.775,1.0,0.0
MA010120220800136112,5,5,0.3445447087776866,4.715,1.0,0.0
MA010120220800136293,5,3,0.0615258408531583,3.73,0.0,0.0
MA010120220800136549,4,4,0.1333059885151763,3.55,1.0,0.0
MA010120220800136644,5,4,0.2030352748154225,4.86,1.0,0.0
MA010120220800136780,5,0,0.0,0.0,1.0,0.0
MA010120220800138159,5,5,0.6357670221493027,3.325,1.0,1.0
MA010120220800138374,5,1,0.0041017227235438,4.015000000000001,1.0,0.0
MA010120220800138469,5,1,0.0082034454470877,5.0,1.0,0.0
MA010120220800138934,5,2,0.0164068908941755,4.21,1.0,1.0
MA010120220800139390,5,1,0.0041017227235438,4.71,1.0,0.0
MA010120220800139460,1,1,0.0020508613617719,5.0,1.0,0.0
MA010120220800139602,5,3,0.0779327317473338,3.59,1.0,1.0
MA010120220800139613,5,2,0.0266611977030352,0.0,1.0,1.0
MA010120220800141085,5,3,0.0697292863002461,3.975,1.0,0.0
MA010120220800141921,5,1,0.0061525840853158,4.67,1.0,0.0
MA010120220800142079,5,4,0.2071369975389664,4.87,1.0,0.0
MA010120220800142095,5,2,0.0246103363412633,4.815,1.0,0.0
MA010120220800142131,5,3,0.0471698113207547,4.42,1.0,0.0
MA010120220800143252,5,5,0.4716981132075472,0.0,1.0,1.0
MA010120220800143345,5,0,0.0,0.0,1.0,0.0
MA010120220800144967,5,1,0.0102543068088597,5.0,1.0,0.0
MA010120220800145319,4,2,0.0205086136177194,4.54,1.0,0.0
MA010120220800146099,5,1,0.0143560295324036,5.0,1.0,1.0
MA010120220800146267,5,4,0.2522559474979491,3.475,1.0,0.0
MA010120220800147163,5,2,0.0246103363412633,4.720000000000001,1.0,1.0
MA010120220800147852,5,4,0.1435602953240361,0.0,0.0,0.0
MA010120220800148725,5,0,0.0,0.0,1.0,0.0
MA010120220800149336,5,4,0.1435602953240361,1.8,0.0,0.0
MA010120220800149685,4,5,0.8367514356029532,4.640000000000001,1.0,0.0
MA010120220800151597,5,3,0.0430680885972108,4.29,1.0,0.0
MA010120220800152764,5,1,0.0082034454470877,4.765000000000001,1.0,0.0
MA010120220800152817,5,5,0.2727645611156686,4.98,1.0,1.0
MA010120220800153882,5,5,0.736259228876128,4.5,1.0,0.0
MA010120220800155999,5,4,0.2502050861361772,4.12,1.0,0.0
MA010120220800156499,5,1,0.0143560295324036,0.0,1.0,0.0
MA010120220800156691,5,1,0.0082034454470877,4.82,1.0,1.0
MA010120220800156740,5,3,0.0533223954060705,5.0,1.0,1.0
MA010120220800156954,5,0,0.0,0.0,1.0,0.0
MA010120220800160555,5,3,0.071780147662018,3.595,1.0,0.0
MA010120220800161965,1,5,0.3937653814602133,5.0,1.0,0.0
MA010120220800162391,5,4,0.1251025430680886,0.0,1.0,0.0
MA010120220800162650,5,2,0.0225594749794913,4.7,1.0,0.0
MA010120220800164699,5,2,0.0246103363412633,0.0,0.0,0.0
MA010120220800167379,4,2,0.0287120590648072,3.725,1.0,0.0
MA010120220800167772,4,5,1.027481542247744,4.48,1.0,0.0
MA010120220800168364,5,2,0.034864643150123,3.0200000000000005,1.0,0.0
MA010120220800168753,5,5,0.4716981132075472,0.0,1.0,1.0
MA010120220800168796,1,0,0.0,0.0,1.0,0.0
MA010120220800169314,5,0,0.0,0.0,1.0,0.0
MA010120220800170439,5,0,0.0,0.0,1.0,0.0
MA010120220800171614,5,0,0.0,0.0,1.0,0.0
MA010120220800171883,5,0,0.0,0.0,1.0,0.0
MA010120220800174338,5,3,0.0451189499589827,0.0,0.0,0.0
MA010120220800176762,5,2,0.0287120590648072,4.19,1.0,0.0
MA010120220800176790,5,3,0.0471698113207547,4.27,1.0,0.0
MA010120220800178626,5,3,0.0840853158326497,3.2,1.0,0.0
MA010120220800181817,5,3,0.0656275635767022,3.6,1.0,0.0
MA010120220800183729,5,2,0.0184577522559474,4.065,1.0,1.0
MA010120220800186190,5,0,0.0,4.38,1.0,0.0
MA010120220800188977,5,0,0.0,0.0,1.0,0.0
