상가업소번호,상권_코드,연매출,연임대료,매출_임대료_비율,추정_순이익
MA0101202406A0122495,3110667,54296614.24794989,1380020991.394051,0.03934477413546912,-1325724377.1461012
MA0106202406A2465804,3110667,111451572.53742298,1594731301.4441679,0.06988736746222171,-1483279728.906745
MA0106202406A2465601,3120001,362165499.7424209,,,
MA010120220806945587,3120001,51714793.37505429,,,
MA0101202308A0093522,3120052,85820435.17745815,330875478.4239746,0.2593738143632283,-245055043.2465164
MA010120220803750599,3120052,72090635.93067226,220583652.2826497,0.3268176714722253,-148493016.35197744
MA010120220813482205,3130324,17083458.14285714,89620749.6801636,0.1906194493262412,-72537291.53730646
MA010120220800365399,3110760,101001057.36263736,56053093.90745909,1.8018819037447469,44947963.45517827
MA010120220809778001,3111062,29701719.263736263,238122933.3446612,0.12473271146888244,-208421214.08092493
MA010120220811889254,3130070,207341469.0971123,79545825.0390969,2.6065662954484075,127795644.05801539
MA010120220803776588,3130070,144651389.61339733,76963753.77349657,1.8794741763717828,67687635.83990076
MA010120220814085547,3120026,15580415.492476566,15326129.202124164,1.0165916175185017,254286.29035240225
MA0101202409A0159982,3110835,,60696820.7550374,,
MA010120220811878493,3110469,5155199.526872373,39071241.06892752,0.13194357931539083,-33916041.542055145
MA0101202406A0387719,3110805,,241858955.0512292,,
MA0101202310A0089089,3120064,10961230.736286769,95993166.84299281,0.1141876133748919,-85031936.10670604
MA010120220804686815,3120064,0.0,95007779.33048989,0.0,-95007779.33048989
MA010120220803173480,3110369,17488818.710821595,34692836.40876559,0.5041045938318905,-17204017.697943997
MA010120220808496271,3120186,40955522.165934056,90790784.05053118,0.4510977864453926,-49835261.88459712
MA010120220800128142,3120186,40955522.165934056,68510971.97611545,0.5977950740856085,-27555449.810181394
MA010120220804602992,3110126,33450240.879275654,25678684.673804548,1.3026461441287496,7771556.205471106
MA010120220805473485,3110568,13767961.348421432,34446213.96297214,0.39969446173465684,-20678252.61455071
MA010120220803862561,3110250,,50908921.7424329,,
MA010120220811794725,3110858,21960550.371428568,59335353.818337455,0.37010902586937444,-37374803.44690889
MA010120220807096965,3130042,8341195.714285712,330005268.77722836,0.025275947017199075,-321664073.0629426
MA0101202406A0245564,3120134,32778605.294117644,60723236.09731016,0.5398033250695989,-27944630.80319252
MA010120220808607182,3110967,69508593.90789475,150933471.83198842,0.4605247106801036,-81424877.92409368
MA010120220812916557,3130272,,407192673.2933434,,
MA010120220802085837,3110109,24416813.428571425,37000193.63789816,0.6599104049999249,-12583380.209326737
MA010120220806440777,3110735,2619712.1904761908,80377617.89753172,0.03259255780910721,-77757905.70705552
MA010120220811698001,3130288,,958242355.4119446,,
MA010120220812691255,3110998,191839197.97097787,,,
MA0101202303A0120594,3110323,35926778.142528735,37360628.73865801,0.9616213215312687,-1433850.5961292759
MA010120220806696567,3120093,149790825.74574053,123194181.96713567,1.2158920343316861,26596643.778604865
MA010120220811715190,3120032,111799924.50903444,114130740.54820615,0.979577657977564,-2330816.0391717106
MA010120220814348210,3110824,47957138.14285714,109378929.12400359,0.43844950840612384,-61421790.98114645
MA0106202406A2464833,3120234,236784616.45531207,142581987.89530534,1.6606909350182901,94202628.56000674
MA0101202305A0102437,3130060,0.0,34101860.23749027,0.0,-34101860.23749027
MA010120220805518649,3110580,33325629.525046386,91351569.81823327,0.36480631068026226,-58025940.29318688
MA0101202302A0036296,3130191,440268286.3776421,43386764.02235863,10.147525083991797,396881522.35528344
MA010120220812994293,3130052,28655083.285714284,70362080.4935956,0.40725178501608833,-41706997.20788132
MA010120220812228674,3110787,,40412624.883279875,,
MA0101202409A0149481,3110787,,111935835.4712484,,
MA0101202212A0039773,3110096,75444146.75510205,21242489.070582125,3.5515679425728734,54201657.68451993
MA010120220803900848,3110312,344881750.9607541,65036835.94945377,5.302867838249791,279844915.0113003
MA010120220800299599,3130056,21964311.918367345,65885995.22007095,0.33336844213454153,-43921683.3017036
MA010120220802784599,3110049,50600960.76190476,32008997.758555353,1.5808354751608766,18591963.00334941
MA010120220812985460,3110922,34892965.39687643,44190684.34834224,0.7896000055628329,-9297718.951465808
MA0101202411A0119768,3110922,28667763.25815342,30072443.04798317,0.9532901021417328,-1404679.7898297496
MA010120220813164764,3130178,9263378.299517844,114420849.86249211,0.08095883075236279,-105157471.56297427
