상가업소번호,TRDAR_CD,period_score,parking_score,floor_score,sales_score_grouped,rating_score,5bin_review_score,profit_score_grouped,총점,성공_여부
MA010120220800041482,-1,5,0.0,1.0,0.0,3.75,4,2.0,3.7250000000000005,0
MA010120220800041690,3120004,5,1.0,1.0,1.0,3.0,1,1.0,2.8,0
MA010120220800041887,3120176,5,1.0,1.0,3.0,3.7,5,1.0,4.41,1
MA010120220800042370,3130183,5,0.0,1.0,4.0,4.01,4,4.0,4.403,1
MA010120220800042852,3130070,5,1.0,1.0,5.0,4.765000000000001,5,2.0,5.0295000000000005,1
MA010120220800043119,3120008,5,0.0,1.0,1.0,4.65,2,3.0,3.5950000000000006,0
MA010120220800044766,3110376,5,1.0,1.0,3.0,4.0,1,3.0,3.4999999999999996,0
MA010120220800044910,3110891,5,0.0,1.0,3.0,4.635,1,2.0,3.3905000000000003,0
MA010120220800045495,3111071,5,0.0,1.0,3.0,3.0,0,3.0,2.7,0
MA010120220800046638,3120156,5,0.0,1.0,3.0,3.975,3,3.0,3.8925,0
MA010120220800046987,3120009,1,0.0,0.0,0.0,3.0,0,2.0,1.2999999999999998,0
MA010120220800047155,3110640,5,0.0,0.0,1.0,3.0,0,1.0,2.1,0
MA010120220800050864,3120225,1,0.0,0.0,5.0,3.2,5,2.0,3.3600000000000003,0
MA010120220800051466,3120160,5,0.0,1.0,1.0,3.83,5,3.0,4.2490000000000006,1
MA010120220800052530,3110060,5,0.0,1.0,3.0,3.65,3,4.0,3.895,0
MA010120220800053202,3120041,5,0.0,1.0,3.0,3.725,4,4.0,4.2175,1
MA010120220800054005,3120009,5,0.0,1.0,3.0,4.94,1,2.0,3.482,0
MA010120220800055197,3110376,5,0.0,0.0,3.0,3.0,1,4.0,2.9,0
MA010120220800056622,3110615,5,0.0,1.0,3.0,4.0,4,1.0,4.0,1
MA010120220800058284,3111085,5,0.0,1.0,3.0,3.83,3,4.0,3.9490000000000003,1
MA010120220800062188,3120065,5,1.0,1.0,5.0,4.68,5,5.0,5.304,1
MA010120220800062639,3110140,5,1.0,1.0,3.0,4.855,2,2.0,3.9565000000000006,1
MA010120220800063925,3120213,5,0.0,1.0,3.0,3.0,0,1.0,2.5000000000000004,0
MA010120220800064237,3110005,1,0.0,1.0,0.0,3.0,0,3.0,1.5999999999999999,0
MA010120220800066254,3120003,1,0.0,0.0,0.0,3.7,5,3.0,3.1100000000000003,0
MA010120220800066391,3120090,4,0.0,1.0,2.0,3.0,0,2.0,2.3000000000000003,0
MA010120220800067034,3120002,1,0.0,1.0,2.0,3.0,0,2.0,1.6999999999999997,0
MA010120220800067416,3120010,4,0.0,1.0,2.0,3.0,0,1.0,2.2,0
MA010120220800068015,3120003,4,0.0,1.0,0.0,3.0,0,3.0,2.2,0
MA010120220800069203,3120006,5,0.0,1.0,3.0,2.85,2,4.0,3.355,0
MA010120220800070161,3110005,5,0.0,1.0,3.0,3.0,0,3.0,2.7,0
MA010120220800071236,3001492,5,0.0,1.0,3.0,3.0,0,3.0,2.7,0
MA010120220800072772,3120002,5,0.0,0.0,1.0,3.0,0,2.0,2.2,0
MA010120220800075494,3110559,1,0.0,1.0,3.0,4.0,1,2.0,2.4000000000000004,0
MA010120220800075960,3120009,5,0.0,1.0,2.0,3.0,0,3.0,2.6000000000000005,0
MA010120220800079823,3110060,5,0.0,1.0,3.0,4.675000000000001,5,5.0,4.9025,1
MA010120220800082280,3110544,5,0.0,0.0,3.0,3.95,4,1.0,3.7849999999999997,0
MA010120220800084577,3120003,5,1.0,1.0,5.0,4.505000000000001,5,5.0,5.2515,1
MA010120220800085352,3120069,5,1.0,1.0,5.0,3.735,5,5.0,5.0205,1
MA010120220800086424,3110520,5,0.0,1.0,3.0,3.62,4,3.0,4.086,1
MA010120220800087173,3130179,5,0.0,1.0,4.0,3.7,3,4.0,4.01,1
MA010120220800087245,3120191,5,1.0,1.0,3.0,4.1,4,2.0,4.33,1
MA010120220800088684,3120149,5,0.0,1.0,3.0,3.0,4,4.0,3.9999999999999996,1
MA010120220800088795,3110760,5,0.0,1.0,3.0,3.1,2,4.0,3.43,0
MA010120220800089608,3110943,5,0.0,1.0,3.0,3.05,2,3.0,3.3150000000000004,0
MA010120220800089682,3110559,5,0.0,1.0,3.0,3.65,4,4.0,4.194999999999999,1
MA010120220800090627,3120026,5,0.0,1.0,3.0,3.78,2,4.0,3.634,0
MA010120220800090754,3120003,5,0.0,1.0,1.0,3.73,1,2.0,2.919,0
MA010120220800090849,3111073,5,0.0,1.0,3.0,3.625,0,4.0,2.9875000000000003,0
MA010120220800091091,3120006,5,0.0,1.0,2.0,3.0,0,2.0,2.5000000000000004,0
MA010120220800091261,3130318,5,0.0,1.0,4.0,4.52,4,5.0,4.656,1
MA010120220800091651,3111083,5,0.0,1.0,3.0,3.0,1,3.0,3.0,0
MA010120220800093321,3120191,5,0.0,1.0,3.0,3.75,4,3.0,4.125,1
MA010120220800094347,3110559,5,0.0,1.0,3.0,3.6,5,4.0,4.48,1
MA010120220800095126,3110562,5,0.0,1.0,5.0,3.2,5,5.0,4.66,1
MA010120220800095669,3110018,5,0.0,0.0,0.0,3.0,0,1.0,2.0,0
MA010120220800096535,3110695,1,0.0,1.0,3.0,3.0,0,1.0,1.7,0
MA010120220800096654,3110166,5,1.0,1.0,5.0,3.87,5,5.0,5.061,1
MA010120220800096867,3110229,5,1.0,1.0,1.0,4.0,2,1.0,3.4000000000000004,0
MA010120220800096939,3110718,5,0.0,1.0,2.0,3.8,2,3.0,3.4400000000000004,0
MA010120220800098195,3110544,5,0.0,1.0,3.0,4.535,5,5.0,4.8605,1
MA010120220800099171,3130137,5,0.0,1.0,5.0,4.425,3,4.0,4.3275,1
MA010120220800099864,3110509,5,0.0,1.0,5.0,4.234999999999999,4,5.0,4.6705,1
MA010120220800099882,3130072,5,0.0,1.0,5.0,3.7,4,5.0,4.510000000000001,1
MA010120220800101358,3110958,5,0.0,1.0,3.0,4.0,1,4.0,3.4,0
MA010120220800101998,3120007,5,0.0,1.0,3.0,3.685,3,3.0,3.8055000000000003,0
MA010120220800102157,3120068,5,0.0,1.0,2.0,4.0,2,3.0,3.500000000000001,0
MA010120220800102458,3120227,5,1.0,1.0,5.0,4.625,5,4.0,5.187500000000001,1
MA010120220800103104,3110049,5,0.0,1.0,3.0,4.295,5,3.0,4.5885,1
MA010120220800103307,3120104,5,0.0,0.0,3.0,3.0,0,4.0,2.6,0
MA010120220800103719,3120165,5,0.0,1.0,3.0,3.0,0,4.0,2.8000000000000003,0
MA010120220800103931,3110316,5,1.0,1.0,4.0,4.654999999999999,4,5.0,4.8965,1
MA010120220800105068,3110593,5,0.0,1.0,3.0,3.5,2,3.0,3.45,0
MA010120220800105121,3110625,5,0.0,0.0,2.0,4.609999999999999,2,4.0,3.583,0
MA010120220800106017,3120004,5,0.0,1.0,5.0,3.825,5,5.0,4.8475,1
MA010120220800106476,3110080,5,1.0,1.0,4.0,3.7,5,4.0,4.810000000000001,1
MA010120220800106885,3110138,5,0.0,1.0,4.0,3.815,5,3.0,4.5445,1
MA010120220800108935,3120201,5,0.0,1.0,1.0,3.0,0,3.0,2.5,0
MA010120220800108939,3120171,1,0.0,1.0,3.0,3.7,2,1.0,2.5100000000000002,0
MA010120220800108961,3120187,5,1.0,1.0,3.0,3.75,4,2.0,4.2250000000000005,1
MA010120220800111125,3130179,5,0.0,0.0,2.0,4.49,4,2.0,3.947,1
MA010120220800115286,3120050,5,0.0,1.0,4.0,4.0,1,4.0,3.5,0
MA010120220800115320,3110576,5,0.0,1.0,3.0,4.67,5,5.0,4.901,1
MA010120220800116848,3130024,5,0.0,1.0,0.0,3.0,3,1.0,3.1,0
MA010120220800117732,3130024,5,0.0,1.0,4.0,4.145,5,2.0,4.543500000000001,1
MA010120220800119043,3130033,4,1.0,1.0,1.0,4.0,3,2.0,3.6,0
MA010120220800119325,3130024,5,0.0,1.0,1.0,3.5,1,3.0,2.95,0
MA010120220800120281,3130024,5,1.0,1.0,2.0,4.665,2,3.0,3.8995,0
MA010120220800120586,3130024,5,0.0,1.0,0.0,3.0,0,3.0,2.4000000000000004,0
MA010120220800120719,3120192,5,0.0,1.0,3.0,3.66,1,1.0,2.9979999999999998,0
MA010120220800120941,3120022,5,0.0,1.0,1.0,3.43,3,1.0,3.329,0
MA010120220800121379,3120031,5,0.0,1.0,2.0,4.285,4,3.0,4.1855,1
MA010120220800121651,3120107,5,0.0,1.0,2.0,4.445,3,2.0,3.8335000000000004,0
MA010120220800121990,3130024,5,0.0,0.0,1.0,3.6,1,3.0,2.7800000000000002,0
MA010120220800122205,3120021,5,0.0,1.0,1.0,3.605,2,3.0,3.2815000000000003,0
MA010120220800122972,3120026,5,0.0,1.0,1.0,3.765,1,4.0,3.1295,0
MA010120220800124120,3120020,5,0.0,0.0,0.0,3.0,0,2.0,2.1,0
MA010120220800126580,3120026,5,0.0,1.0,0.0,3.68,1,3.0,2.904,0
MA010120220800126766,3120020,5,0.0,1.0,3.0,3.0,1,4.0,3.1,0
MA010120220800128061,3120031,5,0.0,1.0,5.0,4.0,5,5.0,4.9,1
MA010120220800128142,3120186,5,0.0,0.0,3.0,3.15,1,2.0,2.745,0
MA010120220800128200,3130024,5,0.0,1.0,0.0,3.705,3,1.0,3.3115,0
MA010120220800128718,3001492,5,0.0,1.0,1.0,3.0,0,2.0,2.4000000000000004,0
MA010120220800129022,3120217,5,0.0,1.0,3.0,3.835,2,2.0,3.450500000000001,0
MA010120220800129179,3120043,5,0.0,1.0,1.0,3.85,1,1.0,2.8550000000000004,0
MA010120220800130423,3120020,5,0.0,1.0,1.0,3.965,1,3.0,3.0895,0
MA010120220800131703,3130024,5,0.0,0.0,5.0,3.725,4,5.0,4.3175,1
MA010120220800131945,-1,5,0.0,1.0,3.0,4.0,2,3.0,3.6000000000000005,0
MA010120220800132074,3120021,5,0.0,1.0,0.0,3.71,1,3.0,2.9130000000000003,0
MA010120220800132180,3120026,5,0.0,0.0,4.0,4.04,4,5.0,4.311999999999999,1
MA010120220800132749,3120190,5,0.0,1.0,3.0,4.0,2,1.0,3.400000000000001,0
MA010120220800133847,3120031,5,0.0,1.0,1.0,4.0,2,3.0,3.4000000000000004,0
MA010120220800134362,3110204,5,0.0,1.0,4.0,5.0,1,4.0,3.8,0
MA010120220800134607,3120043,5,0.0,1.0,5.0,4.0,5,5.0,4.9,1
MA010120220800134661,3120025,5,1.0,1.0,3.0,4.765000000000001,5,3.0,4.9295,1
MA010120220800135126,3120033,5,0.0,1.0,4.0,4.255,4,2.0,4.2764999999999995,1
MA010120220800136112,3120026,5,0.0,1.0,5.0,4.715,5,1.0,4.7145,1
MA010120220800136293,3120018,5,0.0,0.0,1.0,3.73,3,3.0,3.4189999999999996,0
MA010120220800136644,3130024,5,0.0,1.0,0.0,3.93,4,1.0,3.6790000000000007,0
MA010120220800136780,3130024,5,0.0,1.0,0.0,3.0,0,2.0,2.3000000000000003,0
MA010120220800138159,3120021,5,1.0,1.0,5.0,3.325,5,5.0,4.897500000000001,1
MA010120220800138374,3120026,5,0.0,1.0,2.0,4.015000000000001,1,2.0,3.1045000000000007,0
MA010120220800138469,3110040,5,0.0,1.0,3.0,4.0,1,3.0,3.3,0
MA010120220800138934,3130024,5,1.0,1.0,5.0,4.21,2,5.0,4.263,1
MA010120220800139390,3120021,5,0.0,1.0,5.0,4.71,1,5.0,3.9130000000000003,1
MA010120220800139460,3110293,1,0.0,1.0,0.0,4.0,1,3.0,2.2,0
MA010120220800139602,3120005,5,1.0,1.0,3.0,3.59,3,5.0,4.1770000000000005,1
MA010120220800139613,3120043,5,1.0,1.0,1.0,3.0,2,1.0,3.1,0
MA010120220800141085,3130221,5,0.0,1.0,5.0,3.975,3,4.0,4.1925,1
MA010120220800141921,3120043,5,0.0,1.0,3.0,4.67,1,4.0,3.6009999999999995,0
MA010120220800142079,3110028,5,0.0,1.0,0.0,3.935,4,2.0,3.7805,0
MA010120220800142095,3110735,5,0.0,1.0,4.0,4.815,2,1.0,3.7445000000000004,0
MA010120220800142131,3120043,5,0.0,1.0,1.0,4.42,3,4.0,3.9259999999999997,1
MA010120220800143252,3110409,5,1.0,1.0,3.0,3.0,5,2.0,4.300000000000001,1
MA010120220800143345,3110869,5,0.0,1.0,3.0,3.0,0,2.0,2.6000000000000005,0
MA010120220800144967,3120165,5,0.0,1.0,3.0,4.0,1,2.0,3.2,0
MA010120220800146099,3120140,5,1.0,1.0,3.0,4.0,1,2.0,3.4,0
MA010120220800146267,3120105,5,0.0,1.0,4.0,3.475,4,4.0,4.2425,1
MA010120220800147852,3110131,5,0.0,0.0,3.0,3.0,4,1.0,3.4999999999999996,0
MA010120220800148725,3120072,5,0.0,1.0,2.0,3.0,0,3.0,2.6000000000000005,0
MA010120220800149336,3120202,5,0.0,0.0,3.0,2.4,4,3.0,3.5199999999999996,0
MA010120220800149685,3110475,4,0.0,1.0,5.0,4.640000000000001,5,2.0,4.5920000000000005,1
MA010120220800151597,3120082,5,0.0,1.0,3.0,4.29,3,4.0,4.087,1
MA010120220800152764,3130024,5,0.0,1.0,1.0,4.765000000000001,1,4.0,3.4295,0
MA010120220800152817,3110456,5,1.0,1.0,0.0,3.99,5,2.0,4.297000000000001,1
MA010120220800153882,3120213,5,0.0,1.0,3.0,3.75,5,5.0,4.625,1
MA010120220800155999,3110562,5,0.0,1.0,4.0,4.12,4,3.0,4.336,1
MA010120220800156499,3120054,5,0.0,1.0,2.0,3.0,1,4.0,3.0,0
MA010120220800156691,3120141,5,1.0,1.0,4.0,4.82,1,3.0,3.8459999999999996,0
MA010120220800156740,3120213,5,1.0,1.0,3.0,4.0,3,1.0,3.9000000000000004,1
MA010120220800156954,3120085,5,0.0,1.0,2.0,3.0,0,4.0,2.7,0
MA010120220800160555,3110492,5,0.0,1.0,3.0,3.595,3,4.0,3.8785000000000003,0
MA010120220800161965,3111085,1,0.0,1.0,3.0,4.0,5,3.0,3.7,0
MA010120220800162391,3110544,5,0.0,1.0,3.0,3.0,4,1.0,3.6999999999999997,0
MA010120220800162650,3130313,5,0.0,1.0,2.0,3.85,2,2.0,3.355000000000001,0
MA010120220800164699,3120104,5,0.0,0.0,3.0,3.0,2,1.0,2.9,0
MA010120220800167379,3120020,4,0.0,1.0,4.0,3.725,2,1.0,3.2175000000000002,0
MA010120220800167772,3120020,4,0.0,1.0,5.0,4.48,5,5.0,4.844,1
