상가업소번호,상호명,도로명주소,지점명,시군구명,상가유형,행정동명_추정,임대료_분류,전용면적,전용면적(평),평당임대료,추정임대료(천원)
MA0101202411A0028405,공존,서울특별시 광진구 천호대로123길 82,,광진구,소규모,중곡동,기타,68.34667951663026,20.674777517281825,115.934406,2396.9180506482235
MA010120220800388499,대학가,서울특별시 강남구 역삼로 458,,강남구,소규모,대치동,기타,195.9116573392308,59.26300966157383,115.934406,6870.621822886824
MA0101202406A0316401,매머드익스프레스남성점,서울특별시 동작구 사당로16길 12,,동작구,소규모,사당동,기타,54.09958989940712,16.365052301835295,115.107956,1883.747720297356
MA010120220803741767,할리스커피,서울특별시 관악구 관악로 172,,,,,,,,,
MA010120220800984299,빈트리커피,서울특별시 금천구 가산디지털1로 137,,금천구,집합,가산동,기타,819.4246603057667,247.87484430569504,225.257212,55835.59635323494
MA0101202310A0018052,오빠생각타코야끼&캔카페,서울특별시 강동구 성안로27길 51,,강동구,소규모,천호동,기타,78.93654038293634,23.87819601395618,131.33943399999998,3136.1487494140606
MA010120220812028628,빽다방수유,서울특별시 강북구 도봉로67길 8,시장점,강북구,소규모,수유동,기타,102.04484105847072,30.868425512272587,164.397434,5074.689945837749
MA010120220803227226,카페시사,서울특별시 동대문구 전농로 217,,동대문구,소규모,전농동,기타,198.34140241932127,59.9980042408256,114.744318,6884.430077974642
MA010120220805691679,카페드리옹케이크부띠끄,서울특별시 서초구 서래로7길 18,,서초구,소규모,반포동,기타,120.80079846505028,36.54207709633077,150.645306,5504.892386052341
MA0101202411A0105147,이디야커피종로5가점,서울특별시 종로구 대학로 33,,,,,,,,,
MA010120220811288873,콩스킹,서울특별시 종로구 대학로 33,,,,,,,,,
MA0101202211A0031408,케머스정동그집,서울특별시 중구 정동길 18,,중구,집합,정동,기타,767.5436982565146,232.18092390843807,136.463424,31684.203864028925
MA0101202209A0095254,더벤티,서울특별시 종로구 종로 293,동대문역점,종로구,소규모,창신동,기타,254.15798122812336,76.88244335051223,177.984272,13683.86570932216
MA0101202210B0019345,이피코웍스,서울특별시 은평구 연서로25길 6-7,,은평구,소규모,갈현동,기타,111.60344859224608,33.759891279643675,208.033994,7023.205019910045
MA010120220812260261,이디야,서울특별시 종로구 율곡로 286,동대문역점,종로구,집합,종로6가,기타,379.4949753742516,114.79671346550052,90.975616,10443.701722299404
MA010120220813097995,클래직,서울특별시 중구 마른내로 62-1,,중구,소규모,인현동2가,기타,152.5931039635908,46.15920623255817,90.975616,4199.362221078019
MA010120220810035351,차차커피을지로4가역점,서울특별시 중구 을지로 178,,,,,,,,,
MA010120220813342216,모조,서울특별시 동작구 동작대로1길 8,,동작구,소규모,사당동,기타,93.2045907488993,28.194261827363817,174.083428,4908.153748837038
MA010120220804463531,젠틀커피,서울특별시 강남구 논현로30길 41,,강남구,소규모,도곡동,기타,102.66336907102615,31.055529394103143,115.107956,3574.738511053132
MA010120220808646114,아지트커피무,서울특별시 중구 남대문로 117,교동점,중구,집합,다동,기타,669.0198556944333,202.3775956483857,131.33943399999998,26580.158866739832
MA010120220811938899,인생한방찻집,서울특별시 중구 남대문로 117,,중구,집합,다동,기타,669.0198556944333,202.3775956483857,140.33121,28399.89287422869
MA0101202209A0092253,다인茶人,서울특별시 종로구 인사동길 28-1,,종로구,소규모,관훈동,기타,103.10725564772744,31.189804479317395,115.107956,3590.19464165387
MA0101202310A0097426,알로커피ALLOCOFFee,서울특별시 송파구 송이로17길 54-28,,송파구,소규모,가락동,기타,147.23933315860089,44.53969785183644,115.934406,5163.683413872133
MA010120220813508313,메이븐커피로스터스,서울특별시 마포구 성암로13길 10,,마포구,소규모,상암동,기타,175.04149063344423,52.94981264246,174.083428,9217.684896757177
MA0106202406A2465537,스타벅스,서울특별시 강북구 도봉로 342,수유역,강북구,집합,번동,기타,950.5054503721868,287.52660486786465,226.84399600000003,65223.68400453948
MA0106202201A0521169,알라딘중고서점커피알라딘커,서울특별시 강북구 도봉로 342,수유점,강북구,집합,번동,기타,950.5054503721868,287.52660486786465,136.463424,39236.86499136388
MA010120220803701473,연리담,서울특별시 강남구 개포로25길 11,,강남구,소규모,개포동,기타,248.15439471170453,75.06636660164091,102.97567,7730.009395269595
MA010120220805114258,에이디디,서울특별시 중구 을지로27길 29,,중구,소규모,주교동,기타,43.043156690278245,13.020496306575788,225.257212,2932.9606968755597
MA010120220810021229,설빙,서울특별시 강동구 천호대로155길 3,천호로데오점,강동구,소규모,천호동,기타,197.06017906984405,59.610435921666166,139.60393399999998,8321.85136211951
MA0101202411A0139537,우지커피,서울특별시 강동구 천호대로155길 3,천호로데오점,강동구,소규모,천호동,기타,197.06017906984405,59.610435921666166,145.984128,8702.177507724311
MA0101202307A0099731,미누플레르,서울특별시 강서구 양천로14길 109,,강서구,소규모,방화동,기타,115.4109108064547,34.91164341655717,131.33943399999998,4585.275486340444
MA010120220800126766,네스카페,서울특별시 중구 덕수궁길 15,,중구,소규모,서소문동,기타,175.5536857200936,53.104750958949,226.84399600000003,12046.493914112823
MA010120220800167772,다락,서울특별시 중구 덕수궁길 15,,중구,소규모,서소문동,기타,175.5536857200936,53.104750958949,102.97567,5468.497310180916
MA0101202406A0421389,카페가가,서울특별시 서대문구 충정로6안길 7,,서대문구,소규모,미근동,기타,24.695549118110947,7.470369991563599,101.256654,756.4246694877382
MA0101202212A0003994,카페세화,서울특별시 마포구 성미산로26길 8,,마포구,소규모,연남동,기타,160.09886011854724,48.429687252267904,285.224424,13813.329651028256
MA0101202310A0037425,온디앨리,서울특별시 성북구 돌곶이로14길 49,,성북구,소규모,석관동,기타,82.24341749858377,24.87852183997331,115.934406,2884.276651675333
MA010120220804418375,송파다방,서울특별시 송파구 송파대로 365,,송파구,소규모,석촌동,기타,152.42738685713363,46.10907703343627,136.463424,6292.202529462476
MA0101202406A0089444,커피&우동그리덮밥,서울특별시 송파구 문정로13길 15,,송파구,소규모,가락동,기타,139.11764522139572,42.08289830642983,145.984128,6143.435212976835
MA010120220812720820,빽다방중랑역동부,서울특별시 중랑구 망우로32길 14,시장점,중랑구,소규모,상봉동,기타,148.72286617727664,44.98846457053562,123.273282,5545.875679750646
MA0101202406A0436429,스트렝스커피,서울특별시 서대문구 이화여대길 42,,서대문구,소규모,대현동,기타,181.56295265164655,54.92254602566597,115.107956,6322.022011330334
MA0101202406A0506226,페이브커피이대김소영점,서울특별시 서대문구 이화여대길 42,,서대문구,소규모,대현동,기타,181.56295265164655,54.92254602566597,177.984272,9775.349370764652
MA0101202209A0088428,1%리버티커피,서울특별시 중구 을지로 51,,중구,집합,을지로2가,기타,1643.3237968212509,497.1032115739762,90.975616,45224.27088852082
MA0101202409A0206611,피그먼츠을지로,서울특별시 중구 을지로 51,입구점,중구,집합,을지로2가,기타,1643.3237968212509,497.1032115739762,102.97567,51189.53627098195
MA010120220808058011,잠시;휴식,서울특별시 중구 을지로 51,,중구,집합,을지로2가,기타,1643.3237968212509,497.1032115739762,136.463424,67836.40633278123
MA0106202406A2465519,스타벅스,서울특별시 중구 무교로 19,무교동,중구,소규모,무교동,기타,196.81904757297664,59.53749397210256,225.257212,13411.249901622628
MA010120220802951542,아임유,서울특별시 동대문구 망우로18가길 80,,동대문구,소규모,휘경동,기타,100.22389911179305,30.317593052148656,102.97567,3121.9744573323524
MA010120220800040278,스튜디오잇,서울특별시 종로구 효자로7길 22-14,,종로구,소규모,통의동,기타,70.28184328093522,21.260161921754257,140.33121,2983.4642472757
MA010120220813838334,커피바,서울특별시 성북구 길음로7길 28,,성북구,소규모,길음동,기타,256.2642958908004,77.5196006687641,150.645306,11677.963963743772
MA010120220811732852,말랑,서울특별시 금천구 독산로50길 70,,금천구,소규모,시흥동,기타,100.99111476495617,30.54967474286289,177.984272,5437.361618945239
MA0101202406A0536688,국민우유집,서울특별시 관악구 남부순환로 1596,신림점,관악구,소규모,신림동,기타,204.97210265860332,62.003782037208346,285.224424,17684.9930173843
MA010120220805443823,린덴,서울특별시 마포구 월드컵로23길 82-3,,마포구,소규모,망원동,기타,114.04192977113536,34.49752851689012,123.273282,4252.6235611656375
MA010120220806903273,코지카커피,서울특별시 광진구 자양번영로4길 42-22,,광진구,소규모,자양동,기타,103.79700866163311,31.398453827101797,226.84399600000003,7122.550734361265
MA010120220811499449,히포커피대,서울특별시 관악구 신림로12길 25,학동점,관악구,소규모,신림동,기타,108.43840572189038,32.8024701197563,101.256654,3321.4683672615024
MA010120220800561014,도이타로카페,서울특별시 성북구 동소문로22길 33,,성북구,소규모,동선동1가,기타,43.84852964178407,13.264120528097305,149.785798,1986.776878069236
MA010120220811773859,커피에반하다건대,서울특별시 광진구 광나루로24길 9,후문점,광진구,소규모,화양동,기타,44.40921251291064,13.433726333386966,285.224424,3831.62685561393
MA010120220813343917,파스쿠찌공릉역점,서울특별시 노원구 동일로191길 7,,노원구,소규모,공릉동,기타,91.13812149958116,27.56915769241369,149.785798,4129.468285146023
MA0101202406A0429649,티라노,서울특별시 은평구 통일로 907,,은평구,소규모,갈현동,기타,210.3971609650784,63.64485479008966,225.257212,14336.462548160443
MA010120220805023829,더치앤빈은행나무,서울특별시 금천구 금하로23길 4-1,시장점,금천구,소규모,시흥동,기타,246.05773994165253,74.43213138775864,177.984272,13247.748718458572
MA010120220810328311,정동커피,서울특별시 중구 새문안로 30,,중구,소규모,정동,기타,293.9180576522168,88.90981234564,102.97567,9155.54749586655
MA0101202406A0459153,1214카페,서울특별시 서초구 효령로60길 23-5,,서초구,소규모,서초동,기타,164.8855647820725,49.87765889711189,140.33121,6999.392224998977
MA010120220800430687,카카오빈,서울특별시 강남구 도산대로17길 43,,강남구,소규모,신사동,기타,94.768772046823,28.66742454075353,102.97567,2952.0472492585363
MA0101202309A0022570,알렉스,서울특별시 은평구 통일로85길 11,,은평구,소규모,갈현동,기타,111.47094986127348,33.71981059388756,139.60393399999998,4707.418212641579
MA010120220800120281,프라자,서울특별시 중구 퇴계로 53,,중구,소규모,남창동,기타,98.6646928204417,29.845935271474893,164.397434,4906.595173960566
MA0101202411A0112892,하루홍차,서울특별시 광진구 능동로3길 67,,광진구,소규모,자양동,기타,105.96373856053202,32.05388667207091,177.984272,5705.087684099044
MA010120220803710269,레몬버베나,서울특별시 양천구 오목로54길 14,,양천구,소규모,목동,기타,212.49002079370496,64.27794203935657,115.934406,7452.025029235234
MA010120220812124526,프라이빗,서울특별시 마포구 월드컵로23길 38,,마포구,소규모,망원동,기타,133.13154818679575,40.27211210200126,123.273282,4964.475431885614
MA010120220810798484,사노,서울특별시 종로구 동망산길 13,,종로구,소규모,창신동,기타,100.75638686974855,30.478669874084503,90.975616,2772.8157666554803
MA0101202308A0104801,커피에반하다구로,서울특별시 구로구 부일로15길 13,궁동점,구로구,소규모,궁동,기타,137.88224743389694,41.70919215738911,140.33121,5853.101403568924
MA0101202409A0127622,피프틴커피&아이스크림,서울특별시 강남구 논현로6길 18,,강남구,소규모,개포동,기타,98.82684593582448,29.89498636814825,145.984128,4364.193516526009
MA0101202406A0373364,옥수동생과방,서울특별시 성동구 한림말길 24,,성동구,집합,옥수동,기타,633.9239449387264,191.76113041887783,131.33943399999998,25185.7983324156
MA0101202311A0064478,카페드마레,서울특별시 강남구 선릉로129길 23,,강남구,소규모,논현동,기타,128.65182091570273,38.91700070049692,225.257212,8766.335077195983
MA0101202305A0117175,타래퀸,서울특별시 강동구 양재대로143길 10,명일점,강동구,소규모,명일동,기타,105.86005360972972,32.02252211559372,226.84399600000003,7264.116878699655
MA010120220810070499,에그마카슈,서울특별시 종로구 대학로12길 13,,종로구,집합,동숭동,기타,474.3667157665749,143.49528579060285,115.107956,16517.44904299214
MA010120220803158855,사층,서울특별시 중구 을지로35길 26-1,,중구,소규모,방산동,기타,50.93772680905997,15.408593021072043,164.397434,2533.133154214552
MA010120220811849985,우화,서울특별시 마포구 성미산로15길 72,,마포구,소규모,연남동,기타,104.05368343428172,31.476097596431032,145.984128,4595.0106604578805
MA010120220800528923,와,서울특별시 강동구 양재대로81길 61,,,,,,,,,
MA0101202209A0013462,원즈커피,서울특별시 광진구 자양로32길 32,,광진구,소규모,구의동,기타,124.05867510637978,37.527580345568325,149.785798,5621.098569070067
MA0101202411A0106317,커피는,서울특별시 서초구 매헌로16길 24,,서초구,소규모,양재동,기타,210.07656377593835,63.54787457678575,145.984128,9276.981056345436
MA010120220802953108,마켓728,서울특별시 강남구 언주로159길 10,,강남구,소규모,신사동,기타,104.2468189853374,31.53452083772079,148.794058,4692.149322530036
MA010120220813177290,킹스커피,서울특별시 광진구 동일로22길 119,,광진구,소규모,화양동,기타,72.60581411561034,21.96315993575242,208.033994,4569.083882295359
MA010120220800038167,첫만남,서울특별시 종로구 대학로9길 12,,종로구,소규모,명륜4가,기타,135.0593808710689,40.85527886474345,139.60393399999998,5703.557654185238
MA010120220804264376,더빈스11,서울특별시 서대문구 연희로2안길 7-3,,서대문구,소규모,창천동,기타,112.50294619654662,34.03198808050899,123.273282,4195.234863669223
MA0106202406A2465166,스타벅스,서울특별시 서초구 동작대로 112,이수역,서초구,소규모,방배동,기타,308.2909492890477,93.25759250077068,150.645306,14048.818559101905
MA010120220809677449,검프,서울특별시 중구 퇴계로36길 35,,중구,소규모,필동2가,기타,100.94059711306024,30.53439322193122,226.84399600000003,6926.543773898195
MA0101202210A0068364,이디야,서울특별시 종로구 세종대로23길 15,광화문점,종로구,소규모,도렴동,기타,185.9456852242784,56.24831666291924,145.984128,8211.361459504134
MA010120220800068015,아주신씨화곡파우암재단,서울특별시 종로구 세종대로23길 15,,종로구,소규모,도렴동,기타,185.9456852242784,56.24831666291924,174.083428,9791.8997839105
MA010120220806901006,청담커피,서울특별시 강남구 학동로97길 20,,강남구,집합,청담동,기타,610.8378340679675,184.77761330630028,164.397434,30376.96548820002
MA0101202310A0034861,빔더랜드,서울특별시 송파구 백제고분로45길 31,,송파구,소규모,송파동,기타,151.77884912752657,45.91289525304815,101.256654,4648.986148776139
MA0101202406A0517939,캐롤,서울특별시 동작구 사당로20가길 15,,동작구,소규모,사당동,기타,70.72569133804447,21.394425354844355,148.794058,3183.363367125381
MA010120220800194596,빈즈메이드,서울특별시 마포구 동교로13길 20,,마포구,소규모,서교동,기타,116.11074585167046,35.12334256508877,140.33121,4928.901161403411
MA010120220804151047,그루브커피로스터스,서울특별시 노원구 동일로186길 64,,노원구,소규모,공릉동,기타,117.77377595247316,35.62640690679205,177.984272,6340.9400972811545
MA010120220805425137,와우커피,서울특별시 관악구 문성로 212,,관악구,소규모,신림동,기타,151.51343630257225,45.832608234791046,114.744318,5259.031374062282
MA0101202309A0039308,헬카페뮤직,서울특별시 중구 을지로27길 27,,중구,소규모,주교동,기타,83.40469993123068,25.229808195060404,136.463424,3442.9460131612027
MA0101202409A0045750,안녕소담,서울특별시 강북구 솔매로46길 33,,강북구,소규모,미아동,기타,117.90320714143104,35.66555966526439,177.984272,6347.908672494646
MA010120220811999682,재해석,서울특별시 중구 충무로2길 28,,중구,소규모,충무로4가,기타,57.92604979654075,17.522551211973123,90.975616,1594.1248904008016
MA010120220813619014,미스터빈커피,서울특별시 성북구 화랑로 103,,성북구,소규모,하월곡동,기타,129.8254420726517,39.27201950288937,115.934406,4552.978253487895
MA010120220803660347,카페비케이,서울특별시 중랑구 겸재로54길 21,,중랑구,소규모,면목동,기타,103.95260659182637,31.445521989178523,149.785798,4710.092604675652
MA010120220806527944,체리시,서울특별시 강북구 삼양로 162,,강북구,집합,미아동,기타,378.35247665383656,114.45110915779436,115.107956,13174.23323708659
MA010120220804148639,알롱달롱,서울특별시 동작구 신대방14길 6,,,,,,,,,
MA0101202310A0002602,첩첩,서울특별시 관악구 남현4길 1,,관악구,소규모,남현동,기타,306.72306950582004,92.78331100061104,115.107956,10680.097280192653
MA0101202406A0140055,카페공감,서울특별시 강서구 강서로5길 4,,강서구,집합,화곡동,기타,346.60558596629386,104.84771794007315,145.984128,15306.102676271536
MA010120220813791615,공감,서울특별시 강서구 강서로5길 4,,강서구,집합,화곡동,기타,346.60558596629386,104.84771794007315,131.33943399999998,13770.639930440851
MA0101202210A0098346,코페아커피옥수점,서울특별시 성동구 독서당로 168,,,,,,,,,
MA010120220812138755,저스트단비,서울특별시 마포구 잔다리로6길 30,,마포구,소규모,서교동,기타,131.6180321278874,39.81427555444594,150.645306,5997.833724067828
MA0101202406A0215346,샌드김,서울특별시 양천구 월정로 43,,양천구,집합,신월동,기타,532.0267715789744,160.9373741844559,140.33121,22584.53645352746
MA010120220800067034,나눔문화연구소,서울특별시 종로구 자하문로10길 28,,종로구,소규모,통의동,기타,147.98793433838784,44.76614868969322,150.645306,6743.810167800334
MA010120220809682708,카페2.7,서울특별시 송파구 백제고분로36가길 15,,송파구,소규모,석촌동,기타,249.09928616181287,75.35219497907099,102.97567,7759.44276394047
MA010120220808279572,스윗랜드,서울특별시 강남구 개포로26길 16,,강남구,소규모,개포동,기타,157.93642290855348,47.7755529398492,136.463424,6519.615537665088
MA0101202406A0278780,오동커피,서울특별시 중랑구 동일로96길 9,,중랑구,소규모,면목동,기타,164.34426377040828,49.71391607792615,208.033994,10342.184519071792
MA010120220812488900,타메니,서울특별시 강남구 일원로3길 56,,강남구,소규모,일원동,기타,116.8632036490834,35.350960024527616,174.083428,6154.016304160731
MA010120220811926684,하우미아사거리역점,서울특별시 강북구 도봉로 50,,,,,,,,,
MA010120220812829983,본깔리떼,서울특별시 관악구 봉천로23길 32,,관악구,소규모,봉천동,기타,236.0734324265209,71.41189195550876,285.224424,20368.41574976022
MA0101202406A0421124,담연당,서울특별시 강서구 공항대로61길 39,,강서구,소규모,등촌동,기타,169.22276188888333,51.189655117939175,115.934406,5934.642259443139
MA0101202210A0053255,메가엠지씨커피동양미래대학점,서울특별시 구로구 경인로47길 26,,구로구,소규모,고척동,기타,292.0861826229275,88.35567264290867,208.033994,18380.983472460823
MA0101202409A0061657,카페640,서울특별시 양천구 남부순환로 640,,양천구,소규모,신정동,기타,80.35457133569929,24.307148446881023,177.984272,4326.290120714049
MA0106202301A0718429,코너커피,서울특별시 마포구 동교로12길 38,,마포구,소규모,서교동,기타,98.28359269047154,29.73065300092913,164.397434,4887.64306449715
MA010120220806742062,서현카페,서울특별시 종로구 종로5길 86,,종로구,집합,수송동,기타,1641.0950184648186,496.4290091550664,102.97567,51120.1098251791
MA010120220808415273,오감공간,서울특별시 성북구 정릉로38다길 34,,성북구,소규모,정릉동,기타,65.02188050080461,19.66903034085686,174.083428,3424.0522271723707
MA010120220810424805,브루밸류,서울특별시 성북구 화랑로32길 68-1,,성북구,소규모,석관동,기타,51.57435358634388,15.601171754596129,115.107956,1795.8189918764938
MA010120220813153787,랑데자뷰약수,서울특별시 중구 동호로 222,,중구,소규모,신당동,기타,237.7354181476464,71.91464037378135,164.397434,11822.582344482456
MA010120220806723418,투썸플레이스공덕헤링턴,서울특별시 마포구 마포대로 92,,,,,,,,,
MA0101202411A0106600,바이러닉에스프레소바,서울특별시 마포구 마포대로 92,,,,,,,,,
MA010120220808395846,클래시,서울특별시 동작구 대방동길 83,,동작구,소규모,대방동,기타,220.74318802411705,66.77451389198288,148.794058,9935.650892965508
MA0101202308A0078317,커피팩토리,서울특별시 종로구 삼청로5길 11,,종로구,소규모,팔판동,기타,75.40335924485733,22.80941352920846,226.84399600000003,5174.178511382111
MA010120220808157025,메가커피노량진역점,서울특별시 동작구 노량진로 126,,동작구,소규모,노량진동,기타,115.2386044222074,34.85952096987337,226.84399600000003,7907.673035451872
MA0101202307A0022518,하프잇댕,서울특별시 송파구 가락로 33,,송파구,소규모,석촌동,기타,228.55958033018504,69.13896192455232,102.97567,7119.630927285264
MA010120220809797883,모노치즈종로5가점,서울특별시 종로구 종로 213-1,,종로구,소규모,종로5가,기타,127.53600697823865,38.57946850330893,139.60393399999998,5385.845574691017
MA010120220814330545,페이페이커피,서울특별시 영등포구 영중로 101,,영등포구,소규모,영등포동7가,기타,81.19474557774066,24.5613000114165,101.256654,2486.9950570461965
MA0101202305A0147300,백오얏,서울특별시 노원구 상계로1길 8,,노원구,소규모,상계동,기타,180.9733651516899,54.74419660950145,114.744318,6281.585504415157
MA010120220812869399,카페게이트노원역,서울특별시 노원구 상계로1길 8,로데오점,노원구,소규모,상계동,기타,180.9733651516899,54.74419660950145,140.33121,7682.319350689236
MA010120220813515635,블랙라인커피,서울특별시 노원구 상계로1길 8,노원점,노원구,소규모,상계동,기타,180.9733651516899,54.74419660950145,285.224424,15614.381945287803
MA0101202409A0028686,다이브하이드어웨이,서울특별시 동작구 동작대로3길 44,,동작구,소규모,사당동,기타,71.80416356170286,21.72066173443731,114.744318,2492.3225172267066
MA010120220805994845,감성커피장안동,서울특별시 동대문구 장한로 139,사거리점,동대문구,집합,장안동,기타,505.1744733880218,152.81459053421918,139.60393399999998,21333.518011176155
MA010120220810091934,옐로우벌스데이,서울특별시 마포구 독막로4길 11,,마포구,소규모,합정동,기타,106.1062527431565,32.09699701831826,136.463424,4380.066113237501
MA0101202306A0088203,팔공티,서울특별시 양천구 목동동로8길 11,목동점,양천구,소규모,신정동,기타,117.3377062732925,35.49449642243708,177.984272,6317.462105754068
MA0101202409A0124230,뉴노멀커피,서울특별시 중구 다산로36길 20,,중구,소규모,신당동,기타,127.68662363164606,38.62502983593867,90.975616,3513.9358823428997
MA010120220814216407,커피가,서울특별시 강동구 양재대로134길 26,,강동구,소규모,명일동,기타,204.09203270992887,61.73756207572414,90.975616,5616.612740177243
MA010120220800022894,혜화동콩집,서울특별시 종로구 창경궁로 283,,종로구,소규모,혜화동,기타,64.41024120958961,19.484010287854563,149.785798,2918.428029206505
MA0101202303A0003206,카페테라스,서울특별시 서대문구 명물길 2,,서대문구,소규모,창천동,기타,97.51444485465105,29.49798682759121,174.083428,5135.110666045924
MA0101202303A0080432,카페나무,서울특별시 서대문구 명물길 2,,서대문구,소규모,창천동,기타,97.51444485465105,29.49798682759121,136.463424,4025.3962835999946
MA0101202406A0048202,마노아,서울특별시 강동구 강동대로55길 87,,강동구,집합,성내동,기타,1097.0479960235982,331.8555254472739,149.785798,49707.24469982923
MA010120220800283349,스위치,서울특별시 용산구 원효로41길 53,,용산구,소규모,원효로3가,기타,67.13604878635576,20.308563369337456,164.397434,3338.6757061454723
MA010120220800005369,흐린세상건너기,서울특별시 종로구 인사동14길 20,,종로구,소규모,관훈동,기타,94.88299041724584,28.701975442327377,102.97567,2955.605151497208
MA010120220806984359,안방다방,서울특별시 중랑구 면목로44길 56,,중랑구,소규모,면목동,기타,120.04517524743184,36.31350210158868,164.397434,5969.846565054786
MA010120220814362117,환심,서울특별시 강북구 삼각산로 142-1,,강북구,소규모,수유동,기타,95.166128433495,28.787624306822853,115.107956,3313.6845920542955
MA010120220805011716,이야기꽃이피었습니다이꽃피,서울특별시 성북구 동소문로13가길 68,,성북구,소규모,동소문동4가,기타,151.8413041776817,45.93178782070352,145.984128,6705.311992486423
MA010120220811884093,트마리,서울특별시 종로구 서순라길 107-1,,종로구,소규모,권농동,기타,51.90604719402496,15.701508619403764,90.975616,1428.454418779567
MA0106202407A0586389,울트라브이카페,서울특별시 성동구 상원길 22,,성동구,소규모,성수동1가,기타,128.65395142950354,38.91764517802152,177.984272,6926.72874496447
MA0101202310A0029210,비비,서울특별시 중구 퇴계로 427-8,,중구,소규모,황학동,기타,49.95811559279841,15.112261961642693,174.083428,2630.794367116764
MA010120220800209884,언플러그드,서울특별시 마포구 와우산로33길 26,,마포구,소규모,서교동,기타,107.28548336952365,32.45371267757385,177.984272,5776.250424615152
MA0101202209A0022776,컴포즈커피노원,서울특별시 노원구 덕릉로 699,상계점,노원구,집합,중계동,기타,658.4357947880374,199.1759316316889,90.975616,18120.153072566787
MA010120220800202327,커피비,서울특별시 마포구 양화로23길 10,,,,,,,,,
MA0101202311A0017543,히도커피,서울특별시 성북구 창경궁로43길 27,,성북구,소규모,성북동1가,기타,93.79950286436647,28.37422193247216,225.257212,6391.498125177932
MA0101202409A0041510,모모,서울특별시 노원구 석계로9길 33,,노원구,소규모,월계동,기타,144.73450812162443,43.78199168782879,150.645306,6595.551535102425
MA010120220803664796,선에프앤비,서울특별시 동대문구 천호대로81길 7,,,,,,,,,
MA010120220813357099,이앤강파트너스,서울특별시 은평구 연서로29길 17,,은평구,소규모,갈현동,기타,101.75242465634074,30.779969948678303,140.33121,4319.390426661665
MA010120220803601653,카페브릿지,서울특별시 종로구 혜화로 10-3,,종로구,소규모,혜화동,기타,157.7098722388554,47.707021670656246,140.33121,6694.784076539412
MA0101202306A0089564,앤디앤가비,서울특별시 송파구 오금로29길 12,방이점,송파구,소규모,방이동,기타,123.0166120030492,37.212357675312845,226.84399600000003,8441.399915649237
MA010120220801771601,숙커피숍,서울특별시 양천구 은행정로6길 24,,양천구,소규모,신정동,기타,100.71077537663454,30.46487245950588,90.975616,2771.5605383649827
MA010120220804269758,커피야석촌호수길,서울특별시 송파구 송파대로 451,,송파구,소규모,석촌동,기타,197.67360229246148,59.79599561148935,114.744318,6861.250735571339
MA010120220813741013,장꼬방찹쌀떡,서울특별시 서초구 형촌10길 3,,서초구,소규모,우면동,기타,175.56828022043473,53.10916577543552,131.33943399999998,6975.327773157871
MA010120220804790811,토프레소은행,서울특별시 노원구 중계로 202,사거리점,노원구,집합,중계동,기타,400.6616029021776,121.19958947975604,150.645306,18258.149244252232
MA0101202411A0174999,백억커피신당점,서울특별시 중구 퇴계로88길 63,,중구,소규모,신당동,기타,150.90969456273817,45.649977180330986,174.083428,7946.904515673792
MA010120220806545197,안단티노,서울특별시 중랑구 망우로66길 49,,중랑구,소규모,망우동,기타,153.7932862165975,46.52225973035196,136.463424,6348.586855021144
MA010120220810230559,자작카페핸리,서울특별시 강동구 천호대로157길 14,,강동구,집합,천호동,기타,1386.0273965831516,419.2714007451,114.744318,48109.0109354012
MA010120220808479640,두부커피,서울특별시 구로구 중앙로 60,,구로구,집합,고척동,기타,493.4674865776597,149.27324296014874,115.934406,17305.904754278527
MA010120220806784913,플럼파이,서울특별시 영등포구 선유로47길 34,,영등포구,집합,양평동4가,기타,536.69655792114,162.34997819624294,174.083428,28262.44074012723
MA010120220800040660,인산인해,서울특별시 종로구 인사동길 27-1,,종로구,소규모,인사동,기타,141.76583038297167,42.88397071298072,145.984128,6260.3790697120285
MA010120220813617571,이미커피,서울특별시 구로구 디지털로27길 116,,구로구,소규모,구로동,기타,302.96824113439845,91.64748052949317,139.60393399999998,12794.348823105644
MA010120220813063103,컴포즈커피홍대연남점,서울특별시 마포구 동교로27길 47,,마포구,소규모,연남동,기타,100.00765799392478,30.25218040835041,226.84399600000003,6862.52549154312
MA0101202310A0046780,텐퍼센트양재역점,서울특별시 강남구 남부순환로 2609,,강남구,소규모,도곡동,기타,260.7563832494119,78.87845097991769,136.463424,10764.023500535724
MA0101202411A0125037,보리원양재역점,서울특별시 강남구 남부순환로 2609,,강남구,소규모,도곡동,기타,260.7563832494119,78.87845097991769,174.083428,13731.43114191403
MA010120220805684235,카페051서울,서울특별시 강북구 도봉로53길 7,미아역점,강북구,소규모,미아동,기타,14.323157910943689,4.332735770749498,148.794058,644.6853375715755
MA0101202411A0036174,카페누빗,서울특별시 관악구 은천로33길 18,,관악구,소규모,봉천동,기타,131.4843591769407,39.77383966874605,226.84399600000003,9022.456726721672
MA010120220800777134,83번가,서울특별시 서초구 강남대로83길 68,,서초구,소규모,반포동,기타,155.2488764513833,46.96257379496137,149.785798,7034.326592012178
MA0101202411A0138059,마이프룻,서울특별시 서초구 강남대로83길 68,,서초구,소규모,반포동,기타,155.2488764513833,46.96257379496137,131.33943399999998,6168.037861413458
