상가업소번호,상호명,TRDAR_CD,est_총_유동인구_수,est_시간대_00_06_유동인구_수,est_시간대_06_11_유동인구_수,est_시간대_11_14_유동인구_수,est_시간대_14_17_유동인구_수,est_시간대_17_21_유동인구_수,est_시간대_21_24_유동인구_수
MA0101202409A0068972,메가엠지씨커피을지로입구역점,3120026,12775.2,702.3,2890.4,2989.1,3035.8,2473.4,684.3
MA0106202406A2466318,스타벅스,3001491,73599.8,16500.5,12455.7,9912.8,10697.4,14433.6,9599.7
MA0101202409A0141564,메가엠지씨커피중계무지개점,3130156,62052.0,16823.0,12300.0,7120.0,7755.0,10390.0,7664.0
MA010120220803233349,이디야종로,3120006,27043.5,2269.8,5140.8,5667.6,5716.5,6044.2,2204.6
MA010120220804200793,요거트맨종로서적점,3120006,27043.5,2269.8,5140.8,5667.6,5716.5,6044.2,2204.6
MA0106202406A2465092,스타벅스,3120006,27043.5,2269.8,5140.8,5667.6,5716.5,6044.2,2204.6
MA010120220806706279,마샐,3120006,27043.5,2269.8,5140.8,5667.6,5716.5,6044.2,2204.6
MA010120220804072253,하루노유키,3110120,18602.0,3502.3,3348.5,3116.0,3373.6,3534.0,1727.6
MA010120220812221862,브로트짜이트,3110670,344375.2,105685.5,72054.8,34180.2,33201.2,51231.5,48022.0
MA010120220803437818,어라운드데이,3110120,18602.0,3502.3,3348.5,3116.0,3373.6,3534.0,1727.6
MA010120220800561746,에스프레소인뉴욕,3130170,7210.6,991.1,1283.8,1143.2,1308.9,1720.8,762.6
MA010120220805419228,공차NC,3130170,7210.6,991.1,1283.8,1143.2,1308.9,1720.8,762.6
MA0101202212A0019458,더카페NC불광7층점,3130170,7210.6,991.1,1283.8,1143.2,1308.9,1720.8,762.6
MA010120220803292876,카페9기압,3130170,7210.6,991.1,1283.8,1143.2,1308.9,1720.8,762.6
MA010120220806119445,착한다방,3130170,7210.6,991.1,1283.8,1143.2,1308.9,1720.8,762.6
MA0101202411A0065113,카페소민나민,3130170,7210.6,991.1,1283.8,1143.2,1308.9,1720.8,762.6
MA010120220813799301,두들,3130170,7210.6,991.1,1283.8,1143.2,1308.9,1720.8,762.6
MA010120220800573812,좋앗나,3130170,7210.6,991.1,1283.8,1143.2,1308.9,1720.8,762.6
MA010120220813751116,더카페,3130170,7210.6,991.1,1283.8,1143.2,1308.9,1720.8,762.6
MA0101202409A0113817,빈앤브레드카페,3120037,87553.0,12478.4,17319.0,14724.7,15406.2,18311.5,9313.2
MA0106202409A2109560,후즈팬카페,3120037,87553.0,12478.4,17319.0,14724.7,15406.2,18311.5,9313.2
MA010120220804426291,카페홀더,3130197,99867.0,10615.0,21131.0,18753.0,18177.0,21656.0,9533.0
MA0106202201A0636248,탐앤탐스블랙,3120195,31549.3,3978.5,5266.5,5825.2,6121.2,7069.2,3288.6
MA010120220813124343,이디야,3110782,66380.7,14580.0,14532.3,9452.7,9091.3,11012.0,7712.7
MA010120220804606876,파스쿠찌교대메가스터디점,3120173,50485.5,6601.2,10596.1,9231.7,9063.8,10308.6,4684.2
MA0101202211A0096591,베이비피그BabyPig,3110219,63893.1,20646.9,14122.0,6456.3,5895.5,8348.9,8423.4
MA0101202209A0087919,버블커피,3110221,99573.0,30452.0,20322.5,9794.8,9509.0,15779.5,13715.5
MA010120220810811813,커피베이대림3동,3120139,45837.6,11798.1,9393.3,5546.5,5526.8,7692.4,5880.6
MA0101202406A0001776,빽다방송정역점,3120116,48006.0,9291.7,9778.8,6671.0,6776.8,9681.3,5806.2
MA0101202406A0163263,아마스빈고덕역점,3120249,25037.4,3527.6,4434.1,3884.8,4521.2,6105.4,2564.2
MA010120220812614981,카페일분,3110798,75333.5,20814.0,15657.0,8636.5,8712.5,11896.0,9617.0
MA0106202406A2465119,스타벅스,3120202,40139.6,5066.8,6583.5,7400.3,7800.5,8989.8,4298.8
MA010120220800259925,장산다방용산,3110060,85763.1,17921.1,16021.5,11518.6,12877.8,17572.0,9852.2
MA0101202212A0082134,어로어,3110409,41408.5,9144.1,7965.0,5202.7,5724.1,8308.7,5063.9
MA010120220813247179,이디야솔밭공원역점,3110382,288098.5,60528.0,63373.0,44381.0,41877.5,46409.0,31531.0
MA010120220811952512,카페제스트,3110825,269456.9,87945.9,56075.6,24205.9,23700.8,38787.2,38741.4
MA0101202411A0173404,레빠리지엥,3120028,35639.9,1971.8,7243.0,8198.8,8402.9,7709.4,2114.0
MA010120220808044836,할리스포이,3120184,35220.6,7555.0,7459.7,5216.6,5088.9,5906.7,3993.7
MA0101202305A0011305,카페오늘은,3111086,30140.9,6126.1,6535.7,4601.9,4212.9,5280.9,3383.3
MA010120220809274842,모두다가치카페,3110503,69917.4,18654.6,15294.6,8955.1,8343.5,10231.0,8438.5
MA0101202409A0072896,카페쉼,3120148,4533.0,400.5,1062.3,1000.4,1002.8,794.5,272.5
MA010120220806398121,디폴트,3120148,4533.0,400.5,1062.3,1000.4,1002.8,794.5,272.5
MA0101202409A0039179,크레스타운서울세관,3120196,49569.4,9657.3,10488.5,8052.8,7887.6,8273.2,5209.8
MA0106202406A2465189,스타벅스,3120055,51186.3,11509.3,10279.7,6229.6,6499.0,9901.3,6767.5
MA0106202201A0150524,인듀어런스커피,3120207,39084.5,7943.6,8454.9,6187.5,6042.1,6438.7,4017.7
MA010120220800034416,플랜비원,3110015,14872.2,1726.5,2886.0,2974.5,3212.0,2703.8,1369.8
MA010120220804354360,카페레,3110383,5371.5,667.6,1101.3,988.0,986.0,1098.6,529.9
MA0101202306A0046946,더잼카페,3130160,23409.0,5985.0,4829.0,2856.0,2702.0,3935.0,3100.0
MA010120220805064025,커피클래식,3111085,66772.2,15954.5,15053.2,8649.2,8672.0,10614.9,7828.3
MA010120220805202587,카페4월9일,3110817,180840.5,44467.5,39136.5,21015.0,21289.5,31745.5,23187.0
MA010120220814246224,썸베이크,3130326,17098.2,3866.2,3783.7,2042.0,2085.7,3158.5,2162.0
MA010120220806538900,소피스티케이트,3130326,17098.2,3866.2,3783.7,2042.0,2085.7,3158.5,2162.0
MA010120220809569136,공차상일동역점,3130326,17098.2,3866.2,3783.7,2042.0,2085.7,3158.5,2162.0
MA0101202306A0089978,디저트39상일동역점,3130326,17098.2,3866.2,3783.7,2042.0,2085.7,3158.5,2162.0
MA010120220803210600,컴포즈커피봉천더울림메트로점,3130293,39622.0,5550.3,8093.7,6244.3,6526.0,8842.0,4364.7
MA0106202201A0036714,로스터리락온,3120228,50167.6,9876.0,9816.0,7125.0,7371.0,10071.5,5908.2
MA0101202406A0284438,몽중,3130318,29710.5,4820.1,5183.2,4394.9,4882.2,6660.6,3769.6
MA0101202212A0008356,에쇼파모마,3110248,232492.5,70981.5,47452.0,23285.0,22395.0,34977.0,33401.5
MA0101202306A0035861,심쿵커피,3130325,164712.5,33585.5,32347.5,22050.5,22265.5,33804.0,20660.5
MA0101202307A0073495,컴포즈커피약수더시티점,3130042,48104.6,9054.9,9627.8,6966.9,7237.8,9548.9,5668.4
MA010120220803872507,약속다방,3120016,104666.8,19565.2,21603.1,16619.3,16833.7,18968.9,11076.6
MA010120220802859778,미시시피,3110797,166949.5,48334.5,34614.0,17767.0,18447.5,25809.5,21977.5
MA0101202409A0085275,커피앤드알코올,3110346,118925.8,35815.4,22877.2,13182.5,12710.1,18497.2,15843.4
MA010120220812107311,커피팩토리쏘교육점,3110824,22797.0,4588.9,5169.9,3090.4,3110.1,4228.6,2609.0
MA010120220800227556,빽다방강서,3120122,60912.9,16541.5,12442.9,6970.5,6741.7,9803.4,8412.8
MA010120220811658220,도토리소년,3110811,280661.5,85040.0,57840.5,30400.5,28521.0,41942.5,36917.0
MA0101202311A0024103,커피를달라,3110366,109358.2,30103.8,21971.0,12443.8,12350.6,17464.4,15024.6
MA010120220814026148,제이콜라보,3110826,32142.1,6668.1,6397.0,4180.7,4418.2,6339.5,4138.6
MA0101202308A0081731,앤디컵,3110029,393072.9,112608.7,81764.1,42305.1,42021.7,62916.0,51457.4
MA010120220814074840,미트미인더모닝(MeetMeintheMorning,3130294,62325.2,12756.0,12742.3,8913.5,9204.3,11475.7,7233.5
MA010120220803149622,컨큐어카페,3110095,20469.1,3940.6,4073.9,3096.1,3394.0,3848.7,2115.8
MA010120220812535322,티움,3110212,69387.6,19920.6,13502.9,7117.9,7358.9,11636.7,9850.5
MA0101202409A0111306,일리터리,3110654,191456.9,59986.4,38747.6,18296.2,18153.2,28902.4,27371.1
MA010120220800128200,우리커피,3130024,56368.3,2897.9,11430.8,15243.5,14844.5,9667.6,2284.1
MA0101202212A0034475,커피&토스트,3130024,56368.3,2897.9,11430.8,15243.5,14844.5,9667.6,2284.1
MA010120220812316329,더욱커피,3110568,64029.3,15088.8,13286.7,7970.0,8778.2,11319.3,7586.0
MA0106202409A2150697,산체스커피로스터스,3110612,296145.4,93642.3,61009.4,28527.0,28371.6,43420.1,41175.0
MA0101202210A0081046,노해,3110764,23420.3,4028.3,5278.7,4148.7,3957.0,3870.0,2138.0
MA010120220812760390,제이제이카페,3120056,50757.0,10643.6,10027.1,6454.3,6709.0,10087.6,6835.4
MA010120220800215126,달의계단,3130191,11955.9,1254.2,1514.2,1959.0,2589.1,3300.3,1339.2
MA010120220800138934,남산까페,3130024,56368.3,2897.9,11430.8,15243.5,14844.5,9667.6,2284.1
MA0106202406A2466306,스타벅스,3130214,11809.3,2807.5,2490.0,1557.2,1442.8,2034.7,1477.2
MA0101202212A0022708,백억커피,3110023,128883.0,16002.7,28837.5,24271.8,24584.5,23770.5,11416.2
MA010120220805246758,윤경양품,3130001,35267.2,5592.8,6417.2,5976.8,6180.5,7153.0,3947.1
MA010120220813026929,케슬리,3130070,19729.0,3980.3,3895.1,3046.7,3159.9,3599.3,2047.9
MA010120220813947895,죠-지서울,3120031,30030.6,2108.7,6490.8,6412.7,6452.6,6317.4,2248.3
MA010120220813254650,서촌카페디엘,3110008,44646.6,11094.6,8941.0,6038.4,5685.1,7368.8,5518.7
MA010120220810493239,놀숲미아사거리역점,3120078,76927.6,12091.9,13761.7,12410.2,13345.9,16683.6,8634.1
MA010120220813875570,커피호스피탈,3110544,47614.9,13779.1,9147.6,4991.1,5261.3,7817.8,6618.0
MA0101202310A0090126,블랑베이커리카페,3110702,193269.8,44199.2,35682.2,22952.0,25088.2,37724.5,27623.5
MA010120220812212180,카페토브,3130109,23326.2,4068.5,4312.5,3252.5,3622.2,5308.0,2762.2
MA010120220806377217,유니카페,3130238,132412.0,31026.0,26024.3,15992.0,17738.3,24894.0,16737.7
MA0101202209A0086486,가온카페,3110903,165915.1,46787.9,34554.9,18938.9,18748.1,25598.1,21287.4
MA0101202409A0098931,컴포즈커피,3120175,30446.0,5678.5,6714.1,4974.7,4962.2,5122.0,2994.5
MA0101202409A0139823,라운지카페,3110824,22797.0,4588.9,5169.9,3090.4,3110.1,4228.6,2609.0
MA0101202305A0040579,카페게이트,3110717,255014.4,69866.6,53904.2,27739.5,27780.6,42410.9,33312.5
MA0101202308A0093139,두댓커피,3110826,32142.1,6668.1,6397.0,4180.7,4418.2,6339.5,4138.6
MA0101202311A0049075,더벤티까치산역점,3130219,102728.7,18206.4,21512.4,12193.3,13973.1,22165.7,14677.4
MA010120220812253136,오슬로우커피,3130100,82151.3,18518.7,16378.0,10293.7,11193.3,15751.0,10016.3
MA010120220812090086,카페신길동,3110815,179997.3,47387.4,38003.7,21089.4,20900.4,29266.4,23350.3
MA010120220809763653,릴레이션RELATION,3130070,19729.0,3980.3,3895.1,3046.7,3159.9,3599.3,2047.9
MA010120220803699998,운여,3110542,71103.9,20461.5,14994.9,7686.2,7367.8,11017.6,9575.9
MA0101202311A0017483,부클레,3110062,25013.3,4183.3,4945.7,3987.4,4161.6,5130.9,2604.5
MA0101202308A0076246,원투데이커피,3110729,116922.8,31311.8,24907.3,13266.3,12941.3,18996.3,15499.8
MA010120220803358582,요고요고,3130153,24923.0,2451.8,4630.8,4535.9,5224.6,5838.4,2241.8
MA010120220813905166,두바이커피,3130153,24923.0,2451.8,4630.8,4535.9,5224.6,5838.4,2241.8
MA0101202305A0143621,오피니언,3110701,110038.7,36145.7,23951.8,11456.2,10431.7,13984.7,14069.0
MA010120220805540995,메가엠지씨커피금호역점,3120048,128826.3,30018.7,25239.1,15399.1,16368.6,25008.3,16792.4
MA010120220804037283,해모타,3110312,32413.8,6433.3,7113.0,5368.8,5024.8,5193.8,3280.1
MA010120220800205512,일야,3110581,63455.0,9138.5,13601.0,11377.5,10660.0,12413.0,6265.0
MA010120220805033645,컴포즈커피마포신수점,3110574,41345.5,5836.5,8583.5,6978.5,6915.0,8621.5,4411.0
MA010120220800021663,인사동,3120008,20766.3,1996.3,3979.8,4584.2,4588.7,4134.6,1482.7
MA010120220800021661,옛찻집,3120008,20766.3,1996.3,3979.8,4584.2,4588.7,4134.6,1482.7
MA010120220807821518,커피이야기,3110227,83089.7,17288.3,16676.8,10942.5,11456.8,16435.8,10289.3
MA0101202409A0058002,시멘트룸,3110561,65014.3,17318.0,13091.9,7497.5,7635.1,10830.5,8641.4
MA010120220814383830,메가엠지씨커피서울여대점,3110442,25089.0,5002.0,5612.6,4006.0,3764.0,4298.0,2406.2
MA0101202209A0000721,쌈지안,3120008,20766.3,1996.3,3979.8,4584.2,4588.7,4134.6,1482.7
MA0101202409A0053373,안다미로팬케이크,3120072,28257.1,5222.1,5176.7,3786.7,4169.7,6254.4,3647.4
MA0101202406A0211677,컴포즈커피양평역이노플렉스점,3120135,86279.0,14138.4,19944.2,16279.6,14944.4,13474.0,7498.4
MA0101202406A0020227,해쉬커피영등포이노플렉스지식산업,3120135,86279.0,14138.4,19944.2,16279.6,14944.4,13474.0,7498.4
MA010120220811983608,모모양과,3120075,15353.8,3532.3,3125.2,2015.4,2061.8,2756.0,1863.1
MA010120220814228456,공차고대,3120074,61446.6,10323.5,11256.9,9912.9,9723.5,12711.3,7518.4
MA010120220809819599,카페게이트고대안암점,3120074,61446.6,10323.5,11256.9,9912.9,9723.5,12711.3,7518.4
MA010120220805434517,이디야까치산로점,3110669,32155.0,10618.5,6761.5,3153.0,3025.5,4349.0,4247.5
MA010120220806789789,김류정카페,3110869,172324.2,51744.8,35871.3,17068.7,16708.7,26760.1,24170.6
MA010120220805728024,식껍도봉점,3130151,21501.0,4845.0,4241.0,2647.5,2742.5,4180.5,2845.0
MA010120220810315239,해머스미스커피삼성선정릉역점,3120207,39084.5,7943.6,8454.9,6187.5,6042.1,6438.7,4017.7
MA010120220814289425,베브릿지숙명여대점,3110069,53795.8,11564.0,11021.9,7851.7,7552.3,9623.0,6182.9
MA010120220813214286,어썸데이,3111031,87007.7,24232.6,18511.3,9483.7,9121.0,13830.0,11829.2
MA0101202406A0097422,소르커피,3110770,100872.5,24836.2,20257.6,12748.8,12799.2,17503.2,12727.2
MA010120220803922334,소마,3110283,34187.0,8866.6,6999.2,4357.0,4037.4,5414.8,4512.2
MA010120220809626735,컴포즈커피신정,3120109,29754.9,6869.9,6136.9,4059.6,3936.8,5181.7,3570.0
MA0101202308A0043097,매머드익스프레스,3120105,17713.0,3492.1,3178.1,2571.2,2645.0,3601.8,2224.9
MA0101202210A0041819,이디야커피흑석역점,3110842,20719.5,3588.4,4122.4,2942.6,3258.0,4451.9,2356.2
MA0101202308A0058997,청림무역,3120028,35639.9,1971.8,7243.0,8198.8,8402.9,7709.4,2114.0
MA010120220800596556,카페라또,3110487,32797.2,6128.0,6292.2,4915.2,5280.0,6666.8,3515.2
MA010120220800280526,배재란의커피클래스,3130058,31944.0,6202.5,7147.8,4647.8,4353.8,5798.8,3793.5
MA0101202409A0195031,이디야커피,3130058,31944.0,6202.5,7147.8,4647.8,4353.8,5798.8,3793.5
MA010120220805023530,브레인오프,3120098,5277.3,494.4,1146.4,1109.8,1142.2,1001.4,383.2
MA0101202311A0032707,메가엠지씨커피상암누리꿈점,3120098,5277.3,494.4,1146.4,1109.8,1142.2,1001.4,383.2
MA010120220808632438,거상앤리치,3120098,5277.3,494.4,1146.4,1109.8,1142.2,1001.4,383.2
MA010120220803244315,이디야커피,3120098,5277.3,494.4,1146.4,1109.8,1142.2,1001.4,383.2
MA010120220807014061,공차,3120098,5277.3,494.4,1146.4,1109.8,1142.2,1001.4,383.2
MA0101202310A0028358,디저트39,3120098,5277.3,494.4,1146.4,1109.8,1142.2,1001.4,383.2
MA010120220809334523,전통찻집담소,3120098,5277.3,494.4,1146.4,1109.8,1142.2,1001.4,383.2
MA0101202305A0136901,필아웃상암,3120098,5277.3,494.4,1146.4,1109.8,1142.2,1001.4,383.2
MA010120220800191416,컵앤컵,3120098,5277.3,494.4,1146.4,1109.8,1142.2,1001.4,383.2
MA010120220811880875,배일리,3120098,5277.3,494.4,1146.4,1109.8,1142.2,1001.4,383.2
MA0101202302A0063579,텐퍼센트커피,3120098,5277.3,494.4,1146.4,1109.8,1142.2,1001.4,383.2
MA010120220810215355,커피사피엔스누리꿈스퀘어,3120098,5277.3,494.4,1146.4,1109.8,1142.2,1001.4,383.2
MA010120220805686883,페이퍼커피,3120098,5277.3,494.4,1146.4,1109.8,1142.2,1001.4,383.2
MA010120220813573846,예;그리다,3120098,5277.3,494.4,1146.4,1109.8,1142.2,1001.4,383.2
MA0101202309A0028351,셀렉토커피상암누리꿈,3120098,5277.3,494.4,1146.4,1109.8,1142.2,1001.4,383.2
MA0101202302A0073133,로리엔,3120098,5277.3,494.4,1146.4,1109.8,1142.2,1001.4,383.2
MA010120220805834755,타셋커피로스터스,3120098,5277.3,494.4,1146.4,1109.8,1142.2,1001.4,383.2
MA0101202406A0389486,이디야강일점,3111090,12572.3,3349.2,2671.2,1451.2,1448.5,2018.0,1634.5
MA010120220809809151,한방애차,3111090,12572.3,3349.2,2671.2,1451.2,1448.5,2018.0,1634.5
MA0101202406A0289381,루터커피,3110535,199426.5,60288.8,41417.5,21253.2,19577.8,29361.2,27528.0
MA010120220811736725,상생장,3130090,375391.0,54640.0,79737.0,71963.0,71531.0,63610.0,33910.0
MA010120220814123006,고양이후추,3110679,29400.7,7475.4,6115.6,3579.9,3557.0,5055.6,3617.6
MA010120220812214019,부스터커피,3120027,23439.1,2402.5,4878.1,5002.3,4953.1,4478.9,1724.2
MA0101202308A0030596,메가엠지씨커피서초우면,3110934,47662.6,12641.1,10953.1,6588.0,6312.2,6337.9,4830.4
MA0101202308A0001833,콘시드서울,3110576,36464.6,5346.8,6876.0,5433.7,5947.7,8375.7,4484.7
MA010120220806305026,아크페브,3110093,78946.0,18673.5,15883.0,10483.9,10781.7,13474.3,9649.5
MA010120220813924281,롱맥,3110411,166032.8,39640.8,34093.0,20221.2,20525.8,29583.0,21969.0
MA010120220800588625,커피가지고,3110486,83103.3,20007.1,15698.3,9744.4,10417.4,15799.9,11435.9
MA010120220800363609,곰식，s카페,3110763,44721.4,8431.3,9271.3,7175.8,6972.4,8119.2,4751.7
MA010120220804773103,카페앤원,3130327,12037.0,2745.4,2375.0,1801.2,1690.4,1866.4,1558.4
MA010120220813339513,커피볶는집시다모,3110570,35861.3,8716.0,7781.3,4625.8,4446.8,5879.5,4412.2
MA010120220804495330,이비에스미디어,3110570,35861.3,8716.0,7781.3,4625.8,4446.8,5879.5,4412.2
MA010120220800407923,시다모,3110570,35861.3,8716.0,7781.3,4625.8,4446.8,5879.5,4412.2
MA010120220810233276,가배5225,3110786,240301.0,47928.5,51808.5,32632.0,32745.0,45828.0,29359.0
MA010120220802200259,리틀빈스,3120075,15353.8,3532.3,3125.2,2015.4,2061.8,2756.0,1863.1
MA0101202406A0260973,펠어커피초코방이역점,3120238,18887.8,3700.4,3435.5,2243.6,2573.5,4267.7,2667.2
MA0101202305A0051546,무무그릭요거트,3110155,147814.3,36422.1,32339.6,20066.3,19164.4,22238.0,17583.9
MA0101202406A0204934,히어카페,3110125,98483.4,30686.5,22267.2,11078.4,9594.9,12516.8,12339.7
MA010120220806888941,하루당,3120077,76509.7,18674.4,16449.2,9748.3,9508.8,12718.9,9410.1
MA0101202305A0071343,커피인더문,3110857,368859.3,109187.0,76421.7,39747.0,40057.7,54983.7,48462.3
MA0101202305A0036504,공차전농동,3130099,93262.2,15610.2,18799.0,13078.5,14302.0,19937.0,11535.8
MA010120220800916280,본커피,3130024,56368.3,2897.9,11430.8,15243.5,14844.5,9667.6,2284.1
MA010120220805173609,커피디지,3130187,49181.0,9787.0,9204.0,7794.0,8040.0,9119.0,5238.0
MA010120220805174189,까페브레이크타임,3111074,132711.5,44246.0,27629.0,12784.8,12370.5,17958.0,17723.2
MA010120220806701232,컴포즈커피우,3130214,11809.3,2807.5,2490.0,1557.2,1442.8,2034.7,1477.2
MA0101202406A0011908,스펙터,3130001,35267.2,5592.8,6417.2,5976.8,6180.5,7153.0,3947.1
MA010120220806847778,이디야커피건대역점,3120053,27031.1,4893.1,4349.5,3411.2,3939.8,6551.3,3886.2
MA0101202302A0032832,하이어그라운드,3110229,166086.4,40894.0,34890.5,22364.4,21461.8,26322.9,20153.0
MA010120220808829667,찰스앤다이애나,3110229,166086.4,40894.0,34890.5,22364.4,21461.8,26322.9,20153.0
MA0101202310A0034487,볼,3110383,5371.5,667.6,1101.3,988.0,986.0,1098.6,529.9
MA0101202305A0084976,오류동역4번출구,3120123,47015.4,10846.8,9163.8,5727.7,6116.7,8793.9,6366.4
MA0101202406A0489305,워터베리,3110968,66436.8,10752.0,13144.5,11656.0,11844.8,12398.5,6641.0
MA010120220800346352,이디야라이프점,3120150,5940.5,989.5,1337.2,1085.0,986.3,1010.1,532.5
MA010120220812137493,카페보스코,3120150,5940.5,989.5,1337.2,1085.0,986.3,1010.1,532.5
MA010120220810028992,애플블러썸여의도,3120150,5940.5,989.5,1337.2,1085.0,986.3,1010.1,532.5
MA010120220800838120,컴포즈커피여의도라이프점,3120150,5940.5,989.5,1337.2,1085.0,986.3,1010.1,532.5
MA010120220803274383,매머드익스프레스여의도라이프점,3120150,5940.5,989.5,1337.2,1085.0,986.3,1010.1,532.5
MA010120220811558106,메가엠지씨커피마들역점,3120080,27248.8,2490.8,4913.2,4419.2,5430.5,7326.5,2669.5
MA0101202411A0141438,수·차Soo·茶,3110021,109836.9,25400.2,21183.5,14174.4,14462.9,20294.6,14321.4
MA0101202309A0088028,커피냅로스터스성수,3110131,37569.4,4554.8,6748.8,7217.4,8135.8,7908.9,3003.8
MA0101202307A0007699,백스트릿나인,3110716,65622.2,18073.3,13459.0,7683.3,7474.2,10495.8,8436.5
MA0101202406A0435591,컴포즈커피동대입구역점,3120036,41320.1,6179.6,8634.1,7468.4,7443.0,7863.4,3731.6
MA010120220812468779,더벤티창동역점,3130153,24923.0,2451.8,4630.8,4535.9,5224.6,5838.4,2241.8
MA010120220804576474,나우커피쌍문점,3110402,47960.0,10456.6,10076.4,6135.1,6395.0,8882.2,6014.8
MA010120220808106133,디저트39구로혜리움점,3110705,34827.0,11401.0,6773.0,3621.0,3473.0,5006.0,4554.0
MA010120220803777496,이디야커피점신금호역점,3130063,32865.0,7253.0,6579.5,4154.8,4654.5,6343.8,3879.2
MA0101202411A0101015,카페더헤븐,3110149,62946.7,16775.7,13424.0,7953.3,7665.7,9424.0,7705.0
MA010120220804386922,골든트리개발,3110096,33941.3,4474.6,7227.3,5441.7,6166.9,7394.0,3237.0
MA010120220800031016,커피팩토리,3130012,3980.6,386.9,819.3,936.8,911.6,662.8,263.1
MA010120220804657580,커피홀,3130012,3980.6,386.9,819.3,936.8,911.6,662.8,263.1
MA010120220813322420,지니크,3110183,142327.8,27982.6,31616.4,21979.0,20584.4,24474.8,15690.8
MA010120220810259487,공차,3130069,45340.5,10759.6,8756.0,5519.6,5446.3,8404.9,6454.1
MA010120220812342740,빽다방,3130069,45340.5,10759.6,8756.0,5519.6,5446.3,8404.9,6454.1
MA010120220810312403,마이달량,3110825,269456.9,87945.9,56075.6,24205.9,23700.8,38787.2,38741.4
MA010120220804759905,필요[FEELYO],3110220,82329.1,20025.6,16939.2,10665.7,10200.9,14203.2,10294.5
MA010120220808914062,아야커피,3130306,32748.0,7820.0,7362.4,4939.6,4541.4,4668.1,3416.4
MA0101202311A0006612,카페더문,3110942,85233.6,24780.1,18996.8,9887.3,9341.6,11860.4,10367.4
MA0101202305A0192787,쿠킴COOKEEM,3110702,193269.8,44199.2,35682.2,22952.0,25088.2,37724.5,27623.5
MA010120220809861999,히우,3110617,81685.0,19991.0,15488.5,9098.2,9526.5,15463.0,12118.0
MA010120220812627493,초이스1,3120240,92404.3,23419.4,18421.6,10355.7,11004.4,16605.2,12598.0
MA010120220809228204,어송포유,3110587,101100.7,24505.8,21658.0,12313.7,12458.5,17504.7,12660.2
MA010120220810295825,카페샘,3110323,142664.6,40156.4,28825.4,15770.3,15501.4,23137.8,19273.3
MA0106202205A1072911,바나프레소거여역점,3120241,47354.1,10797.9,9569.8,5908.7,6077.2,8910.3,6090.2
MA010120220802865877,카페마리,3130181,735634.3,135168.3,172241.3,125374.7,129081.0,109157.7,64611.3
MA0106202201A0153580,커피빈매헌역,3120182,32323.9,5135.4,7286.0,5566.0,5486.6,5757.1,3092.6
MA0106202201A0655318,맹그로브숭인,3110033,407937.0,98054.5,82873.5,48828.5,50823.5,74201.0,53156.5
MA010120220809696773,폼폼커피베이비,3110411,166032.8,39640.8,34093.0,20221.2,20525.8,29583.0,21969.0
MA0101202303A0105787,프룻팜,3110472,133210.6,34072.0,26210.5,15415.5,15945.7,23838.9,17728.0
MA010120220808912054,다온,3110472,133210.6,34072.0,26210.5,15415.5,15945.7,23838.9,17728.0
MA010120220804463705,나인틴먼스,3110975,106566.0,20433.0,23064.7,16428.7,16135.7,19405.7,11098.3
MA010120220813032194,배냇,3110642,17041.0,3767.0,3497.0,2109.0,2407.0,3162.0,2100.0
MA0101202210A0001101,메가엠지씨커피마포오벨리스크점,3120106,27010.4,5799.8,5692.5,3911.8,3776.5,4738.8,3091.0
MA010120220800842361,카페쟈스,3120106,27010.4,5799.8,5692.5,3911.8,3776.5,4738.8,3091.0
MA010120220804396841,이디야마포오벨리스크점,3120106,27010.4,5799.8,5692.5,3911.8,3776.5,4738.8,3091.0
MA010120220805306384,공차,3120106,27010.4,5799.8,5692.5,3911.8,3776.5,4738.8,3091.0
MA010120220804436640,아미람주,3120106,27010.4,5799.8,5692.5,3911.8,3776.5,4738.8,3091.0
MA010120220800622236,수보,3120106,27010.4,5799.8,5692.5,3911.8,3776.5,4738.8,3091.0
MA010120220809268098,오페라빈,3120106,27010.4,5799.8,5692.5,3911.8,3776.5,4738.8,3091.0
MA0106202406A2465794,스타벅스,3120093,15665.3,3134.4,3089.6,2265.8,2271.1,3032.0,1872.4
MA010120220800856732,마스타,3120113,73040.2,13240.6,13896.0,10700.9,11164.1,15294.0,8744.5
MA0101202409A0100121,원오브카인드,3110072,32860.1,6760.1,7323.6,4711.7,4673.4,5908.7,3482.6
MA0101202309A0019288,메가엠지씨커피대림,3130260,34322.8,9930.8,6788.5,3975.2,3858.5,5564.2,4205.2
MA0101202307A0090384,호우주의보크로아상,3110136,35329.6,6584.6,7158.1,5519.2,5887.4,6456.1,3724.3
MA0106202401A1327815,유키모찌,3110136,35329.6,6584.6,7158.1,5519.2,5887.4,6456.1,3724.3
MA010120220807833463,편한커피,3110697,71672.2,17843.5,13925.2,8199.8,9127.2,13336.3,9240.2
MA0101202409A0184981,뮤통,3110014,6078.9,666.0,1512.4,1322.4,1232.7,915.3,430.0
MA0101202210A0028076,사미커피,3120015,29117.9,2797.9,6367.1,6114.0,6007.0,5609.8,2222.3
MA0106202209A1177728,투썸석촌역점,3120228,50167.6,9876.0,9816.0,7125.0,7371.0,10071.5,5908.2
MA010120220813395706,드로우에스프레소바,3120018,18705.0,2981.4,4109.2,3351.6,3288.9,3261.6,1712.2
