상가업소번호,상호명,도로명주소,위도,경도,검색어,카카오맵ID
MA010120220806848914,카페크레프리,서울특별시 도봉구 삼양로144길 18,37.6513651560563,127.013870216255,서울특별시 도봉구 삼양로144길 18 카페크레프리,2025738788
MA010120220806476231,커피프릭COFFEEFREAK,서울특별시 마포구 굴레방로7길 22,37.5563476980944,126.95427741415,서울특별시 마포구 굴레방로7길 22 커피프릭COFFEEFREAK,
MA010120220802780322,골목카페,서울특별시 종로구 돈화문로9길 17,37.5716370919443,126.990819654177,서울특별시 종로구 돈화문로9길 17 골목카페,302469493
MA010120220806496281,구움블루스,서울특별시 양천구 오목로56길 5,37.5240606442674,126.874068241243,서울특별시 양천구 오목로56길 5 구움블루스,882049227
MA0101202302A0078446,메가엠지씨커피방배카페,서울특별시 서초구 방배중앙로 188,37.4956822235035,126.985887227875,서울특별시 서초구 방배중앙로 188 메가엠지씨커피방배카페,
MA0101202310A0029065,네스트앤드위스탠연남마포지점,서울특별시 마포구 연희로1길 18,37.5598380358557,126.925674699619,서울특별시 마포구 연희로1길 18 네스트앤드위스탠연남마포지점,
MA0101202301A0001083,카페청량,서울특별시 동대문구 홍릉로3길 18,37.5818376723243,127.043575796166,서울특별시 동대문구 홍릉로3길 18 카페청량,1280684378
MA0101202406A0524166,문보드레,서울특별시 양천구 오목로15길 22,37.5249913639237,126.845931930467,서울특별시 양천구 오목로15길 22 문보드레,740053535
MA010120220802054670,커피도가헤리티지,서울특별시 서대문구 이화여대5길 9,37.5582449063741,126.945131506559,서울특별시 서대문구 이화여대5길 9 커피도가헤리티지,1805218578
MA0101202309A0037814,꾸에바마테라,서울특별시 용산구 소월로20길 28-1,37.5452733450624,126.985210252484,서울특별시 용산구 소월로20길 28-1 꾸에바마테라,445949024
MA010120220800854284,매머드익스프레스,서울특별시 영등포구 국회대로70길 22,37.5286061195868,126.920626038273,서울특별시 영등포구 국회대로70길 22 매머드익스프레스,26974857
MA010120220807773162,더로비,서울특별시 도봉구 방학로 171-5,37.6620289067381,127.033275146263,서울특별시 도봉구 방학로 171-5 더로비,
MA0101202301A0080507,바바아시,서울특별시 광진구 자양로50길 48,37.5524169820332,127.09503912717,서울특별시 광진구 자양로50길 48 바바아시,1490548724
MA0101202406A0459675,수유상점101,서울특별시 강북구 도봉로 261,37.6316951500178,127.023450799317,서울특별시 강북구 도봉로 261 수유상점101,1932051699
MA0101202306A0054244,커피마마퀸,서울특별시 강북구 도봉로 261,37.6316951500178,127.023450799317,서울특별시 강북구 도봉로 261 커피마마퀸,1910210532
MA0101202210A0034673,업사이드커피을지로,서울특별시 중구 을지로 167,37.5667990540149,126.996604284074,서울특별시 중구 을지로 167 업사이드커피을지로,1863657638
MA010120220804108887,그랑카페,서울특별시 강동구 고덕로3길 10,37.5552593330292,127.128643805849,서울특별시 강동구 고덕로3길 10 그랑카페,15199463
MA0101202305A0146430,이디야커피망우역점,서울특별시 중랑구 망우로55길 11-10,37.5992885178929,127.092754653897,서울특별시 중랑구 망우로55길 11-10 이디야커피망우역점,
MA010120220814019498,트래버틴용산,서울특별시 용산구 한강대로7길 18-7,37.5248875465269,126.962079770481,서울특별시 용산구 한강대로7길 18-7 트래버틴용산,
MA010120220807721966,디저트39,서울특별시 양천구 신월로 350,37.5217201134779,126.859909261117,서울특별시 양천구 신월로 350 디저트39,1789440522
MA010120220811871907,사랑방,서울특별시 영등포구 영등포로 219,37.5201437930117,126.905759725524,서울특별시 영등포구 영등포로 219 사랑방,
MA010120220808832530,로타리휴계실,서울특별시 영등포구 영등포로 219,37.5201437930117,126.905759725524,서울특별시 영등포구 영등포로 219 로타리휴계실,
MA0101202308A0016993,삼이일공커피공장,서울특별시 서초구 양재천로11길 11,37.4750533845289,127.036380139915,서울특별시 서초구 양재천로11길 11 삼이일공커피공장,1071588001
MA010120220810577365,토마토,서울특별시 마포구 토정로31길 63,37.5434410595548,126.944180538534,서울특별시 마포구 토정로31길 63 토마토,165615385
MA0101202406A0046626,수빈70,서울특별시 광진구 자양로50길 54,37.5524618220835,127.095299472358,서울특별시 광진구 자양로50길 54 수빈70,1287366457
MA010120220803980265,커피오리진,서울특별시 강북구 솔매로41길 39,37.6273975370908,127.022984991338,서울특별시 강북구 솔매로41길 39 커피오리진,1613119575
MA010120220803674019,메가엠지씨커피강동역점,서울특별시 강동구 천호대로 1107,37.5358534763436,127.135229367316,서울특별시 강동구 천호대로 1107 메가엠지씨커피강동역점,
MA010120220806880475,카페502호,서울특별시 중랑구 망우로32길 23,37.5929477807347,127.077121031046,서울특별시 중랑구 망우로32길 23 카페502호,
MA010120220803878389,이앤에스에스,서울특별시 마포구 독막로6길 27,37.5467409081422,126.917212008765,서울특별시 마포구 독막로6길 27 이앤에스에스,
MA010120220805703628,건강한농부사회적협동조합,서울특별시 금천구 시흥대로61길 31,37.4535537269632,126.898994348611,서울특별시 금천구 시흥대로61길 31 건강한농부사회적협동조합,
MA010120220813342186,크레마노,서울특별시 용산구 소월로20길 28,37.5452913664625,126.985221564724,서울특별시 용산구 소월로20길 28 크레마노,808843904
MA0101202406A0061679,카페인중독,서울특별시 송파구 문정로4길 26,37.4839477106583,127.126113144898,서울특별시 송파구 문정로4길 26 카페인중독,1810182890
MA010120220813711418,카페보보,서울특별시 노원구 상계로9가길 26,37.6588789174351,127.067420120024,서울특별시 노원구 상계로9가길 26 카페보보,2051309292
MA010120220812329257,금호알베르,서울특별시 성동구 금호로3길 14,37.5476774157995,127.024408959253,서울특별시 성동구 금호로3길 14 금호알베르,1486538211
MA010120220805446012,알베르금호,서울특별시 성동구 금호로3길 14,37.5476774157995,127.024408959253,서울특별시 성동구 금호로3길 14 알베르금호,
MA010120220802964354,다나제과,서울특별시 서대문구 이화여대길 52-33,37.5594611201,126.944847666189,서울특별시 서대문구 이화여대길 52-33 다나제과,1678137247
MA010120220806478777,커피베이성수세종,서울특별시 성동구 성수일로10길 26,37.5464696478713,127.053151149051,서울특별시 성동구 성수일로10길 26 커피베이성수세종,
MA010120220800219104,메르센,서울특별시 마포구 성미산로 198,37.5623795306971,126.926770057942,서울특별시 마포구 성미산로 198 메르센,
MA010120220808123411,카페네이,서울특별시 마포구 성미산로 198,37.5623795306971,126.926770057942,서울특별시 마포구 성미산로 198 카페네이,
MA010120220800209837,카페리브레,서울특별시 마포구 성미산로 198,37.5623795306971,126.926770057942,서울특별시 마포구 성미산로 198 카페리브레,
MA0106202201A0153478,커피빈순화점,서울특별시 중구 통일로 78,37.5625785728727,126.969779833551,서울특별시 중구 통일로 78 커피빈순화점,11470505
MA010120220805376837,커피에반하다,서울특별시 마포구 만리재로 15,37.5445890758763,126.952768293609,서울특별시 마포구 만리재로 15 커피에반하다,2032353310
MA0101202307A0051907,컴포즈커피,서울특별시 마포구 만리재로 15,37.5445890758763,126.952768293609,서울특별시 마포구 만리재로 15 컴포즈커피,49566668
MA010120220809331537,쥬씨,서울특별시 마포구 만리재로 15,37.5445890758763,126.952768293609,서울특별시 마포구 만리재로 15 쥬씨,163796841
MA010120220806528090,빌리지,서울특별시 용산구 한남대로42길 23,37.5432289680114,127.002862818634,서울특별시 용산구 한남대로42길 23 빌리지,373121366
MA0106202201A1608036,MAAT커피브루어스,서울특별시 성동구 광나루로4길 9,37.5493795806032,127.053798251054,서울특별시 성동구 광나루로4길 9 MAAT커피브루어스,623396226
MA0101202311A0063989,퓨쳐마인드,서울특별시 서초구 동광로49길 88,37.4967012022849,127.000644582486,서울특별시 서초구 동광로49길 88 퓨쳐마인드,1373119859
MA010120220814335806,좋은피플,서울특별시 동대문구 전농로4가길 8,37.5669108229274,127.058349803248,서울특별시 동대문구 전농로4가길 8 좋은피플,
MA0101202311A0057925,컴포즈커피가양초점,서울특별시 강서구 양천로59길 46,37.5610398549881,126.86002808225,서울특별시 강서구 양천로59길 46 컴포즈커피가양초점,1989228745
MA0101202406A0496575,효녀가수이효정네한방찻집,서울특별시 마포구 백범로16안길 29,37.5463240355812,126.943714434758,서울특별시 마포구 백범로16안길 29 효녀가수이효정네한방찻집,
MA010120220800189855,쿠나,서울특별시 마포구 어울마당로 136-3,37.5560175535093,126.925271067193,서울특별시 마포구 어울마당로 136-3 쿠나,12007690
MA010120220803540686,OMG도넛앤커피,서울특별시 관악구 관악로 211,37.4842224378074,126.954344016731,서울특별시 관악구 관악로 211 OMG도넛앤커피,
MA0101202409A0015864,카페메디치,서울특별시 관악구 신림로 340,37.484760191633,126.930090897149,서울특별시 관악구 신림로 340 카페메디치,987103320
MA010120220813228155,카페메디치,서울특별시 관악구 신림로 340,37.484760191633,126.930090897149,서울특별시 관악구 신림로 340 카페메디치,987103320
MA010120220813289327,스탠다드,서울특별시 중구 퇴계로 397,37.5655096166149,127.01583508227,서울특별시 중구 퇴계로 397 스탠다드,2122965200
MA010120220811770920,써밋,서울특별시 노원구 공릉로 229-1,37.6294564960633,127.076127842351,서울특별시 노원구 공릉로 229-1 써밋,1556755640
MA010120220804426732,엠에스씨커피,서울특별시 송파구 오금로27길 8,37.5071002616892,127.12065541033,서울특별시 송파구 오금로27길 8 엠에스씨커피,
MA010120220803544182,을지다방,서울특별시 중구 을지로 124-1,37.5661230627559,126.991680571166,서울특별시 중구 을지로 124-1 을지다방,349314259
MA0101202309A0079520,매머드커피강남,서울특별시 강남구 선릉로129길 11,37.5161288889606,127.040653154818,서울특별시 강남구 선릉로129길 11 매머드커피강남,
MA010120220811982063,고스트요거트,서울특별시 서대문구 이화여대길 52-15,37.5593349964285,126.94488171292,서울특별시 서대문구 이화여대길 52-15 고스트요거트,1101337383
MA010120220803832299,할리스,서울특별시 광진구 아차산로 235,37.5406046433446,127.069531236306,서울특별시 광진구 아차산로 235 할리스,12508558
MA010120220813329261,다빈치보드게임,서울특별시 광진구 아차산로 235,37.5406046433446,127.069531236306,서울특별시 광진구 아차산로 235 다빈치보드게임,1545476323
MA010120220811946517,헬카페,서울특별시 용산구 원효로89길 33,37.5407467038843,126.967220116557,서울특별시 용산구 원효로89길 33 헬카페,
MA0101202305A0182284,바나타이거,서울특별시 관악구 양산길 1,37.4741211612754,126.933356664949,서울특별시 관악구 양산길 1 바나타이거,1992876693
MA010120220812936847,오카보카커피,서울특별시 성동구 성수일로1길 18,37.5421835792499,127.046800206344,서울특별시 성동구 성수일로1길 18 오카보카커피,1229111120
MA010120220813466674,더앨리,서울특별시 마포구 어울마당로 88,37.5528438540034,126.921890471255,서울특별시 마포구 어울마당로 88 더앨리,
MA010120220805037015,텐티북스,서울특별시 용산구 이태원로 4,37.5350361676084,126.974542936179,서울특별시 용산구 이태원로 4 텐티북스,27119618
MA0101202309A0026548,아비삭베이글,서울특별시 용산구 이촌로75길 16-9,37.5207373204388,126.974785348859,서울특별시 용산구 이촌로75길 16-9 아비삭베이글,904255872
MA0101202406A0326897,필링커피,서울특별시 성북구 보국문로16길 60,37.6124249293421,127.010068782668,서울특별시 성북구 보국문로16길 60 필링커피,
MA0101202311A0102365,카페달,서울특별시 은평구 진흥로1나길 2,37.6033421770138,126.918361055021,서울특별시 은평구 진흥로1나길 2 카페달,1691277171
MA010120220806700247,탐앤탐스사가정역점,서울특별시 중랑구 면목로45길 3-10,37.5812361430453,127.08818111701,서울특별시 중랑구 면목로45길 3-10 탐앤탐스사가정역점,351582219
MA0101202411A0081318,하삼동금호역점,서울특별시 성동구 장터길 34,37.5481738594507,127.019611037108,서울특별시 성동구 장터길 34 하삼동금호역점,875110818
MA010120220813699361,인터내셔널티컴퍼니,서울특별시 강남구 압구정로79길 8,37.5249560566101,127.047762337007,서울특별시 강남구 압구정로79길 8 인터내셔널티컴퍼니,
MA010120220803148675,슬라브,서울특별시 마포구 포은로 87,37.5548227706043,126.905116259016,서울특별시 마포구 포은로 87 슬라브,233255389
