상가업소번호,TRDAR_CD,est_총_유동인구_수,est_시간대_00_06_유동인구_수,est_시간대_06_11_유동인구_수,est_시간대_11_14_유동인구_수,est_시간대_14_17_유동인구_수,est_시간대_17_21_유동인구_수,est_시간대_21_24_유동인구_수
MA0106202406A2465627,3001493,,,,,,,
MA010120220811907200,3001493,,,,,,,
MA0106202205A0153678,3120029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA0101202307A0038822,3120130,54620.96267935216,10846.182158633696,10686.137884657619,7316.45823135043,7597.315671139951,11053.597816414926,7121.2709171555425
MA0101202411A0079529,3120130,54620.96267935216,10846.182158633696,10686.137884657619,7316.45823135043,7597.315671139951,11053.597816414926,7121.2709171555425
MA0101202303A0100493,3130198,187229.57981085527,38856.460827850875,40508.37631578947,26824.8899122807,26794.08974780702,33403.80504385965,20841.957963267545
MA0101202308A0064309,3130210,32405.739211199063,8817.136222416952,6307.623443870715,3521.7512836482406,3639.1558410521206,5755.13594359914,4364.936476611892
MA0101202409A0057367,3120178,21381.469239529622,3257.6857311403496,4299.9629657486075,3691.6044826593316,3794.6375727497602,4278.874359361504,2058.704127870069
MA010120220812551572,3110625,13411.123773719219,3279.630102551554,2717.9281026850267,1608.7294952505952,1693.7539652525973,2389.3469846283897,1721.7489822703712
MA010120220814347940,3110054,185433.54888317222,48643.54413481262,38503.93118844982,22881.501648893372,21661.58129440963,30042.878729842138,23699.916886707993
MA010120220809608029,3001495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA0106202201A0563236,3001495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA010120220805178713,3110726,105240.90984630582,26909.993201429443,21700.4329004329,11136.400011621488,12188.288445335425,18952.925070455272,14352.870217031292
MA010120220807393235,3111062,69837.9336175649,19880.8527646952,14060.66835688926,7833.510035240922,7558.898558206584,10955.90598045671,9548.17170269874
MA010120220809592479,3120055,,,,,,,
MA010120220803770915,3110103,,,,,,,
MA010120220803712894,3130099,373049.0,62441.0,75196.0,52314.0,57208.0,79748.0,46143.0
MA010120220800040548,3120009,24971.248857689792,2424.432361549771,4507.583315075558,4975.20535445244,5289.009660076442,5595.06966286063,2179.9401898769493
MA010120220810179428,3130202,11518.638877033243,2835.6643429601177,2142.3721724285106,1380.8316024090673,1519.5946317636458,2139.844453928961,1500.3316735429412
MA010120220814032286,3110975,8946.076952973182,1715.3237465993004,1936.248736883016,1379.165176836378,1354.5682083171396,1629.0804508356005,931.690633501749
MA010120220810184512,3110718,111536.03035603558,20501.046950051365,21620.423392657172,15998.66152094844,17184.453119360303,23200.021471342236,13031.528000666352
MA0101202409A0017528,3130285,27742.48106115578,4784.134908425972,4473.250515194613,3564.029257249006,4120.752909761124,6589.93411313964,4210.353234841668
MA0101202211A0015730,3110304,281575.29440916836,63914.33978627846,61456.12575499459,36587.50379433174,36395.05219142017,49782.450673687476,33439.30555985752
MA010120220813039180,3110984,98697.79154348947,34291.3387757316,22879.08676195384,9842.499525372243,8605.525643459629,11273.506224404004,11805.717230343631
MA010120220804370583,3110439,,,,,,,
MA010120220806373148,3120001,186091.5301316911,19156.831629019165,43154.32830947742,36863.12581675807,36088.498530407705,35846.406517638476,14982.339328390262
MA010120220813866568,3110566,21113.757631265355,3389.3180627907977,3596.1864040136725,3240.7927534288515,3736.0650880837143,4798.978251684382,2352.402612024319
MA010120220813448368,3110115,199222.16251774898,47014.754641695275,40388.34415946223,25194.00974171864,25933.586641982853,35949.890037205456,24742.073656020275
MA0101202303A0088228,3130063,60051.08080920979,13252.715323572145,12022.092992064378,7591.578517938973,8504.724041578182,11591.32949592042,7088.183636973286
MA010120220806701648,3110340,144458.0669045082,42651.85039151184,30473.78761061947,15953.394384469259,14777.824445165177,20924.36185887041,19675.869387944218
MA0101202302A0056834,3110213,385137.0,88049.0,85378.0,53760.0,50843.0,63495.0,43611.0
MA010120220809749670,3110564,106958.33085072724,11439.240160072512,14813.680741418477,17254.727714263725,21791.037190636212,29605.15188931738,12054.611291154682
MA0101202211A0018132,3110564,106958.33085072724,11439.240160072512,14813.680741418477,17254.727714263725,21791.037190636212,29605.15188931738,12054.611291154682
MA010120220806666210,3120038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA010120220803294115,3120102,22252.247559173244,3415.474142575043,3952.0600939731676,3586.7839398492783,3988.5283897493096,4841.243733957081,2468.148405392313
MA010120220806549031,3110932,259597.0,52065.0,57893.0,41809.0,40849.0,41975.0,25006.0
MA0101202212A0005509,3120072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA010120220810376579,3120026,7527.524218538125,413.78967279858244,1703.096609469848,1761.2702623587168,1788.7703815871835,1457.4053085697906,403.19198375400345
MA0101202302A0009371,3110628,134385.28781869687,39497.13295561851,31732.246647780925,13535.919357884797,12817.527667610953,19094.66836638338,17707.44135977337
MA0101202406A0054480,3110081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA010120220809596363,3110723,292814.8150602255,60421.77086062101,67349.75917507769,42607.08033489997,43519.085420037496,48679.466394432035,30236.69689498421
MA010120220804920685,3120096,3584.813291468757,922.3143767971997,752.6871650900702,442.60797616282326,435.85751359664226,584.1982666784144,447.15064038382974
MA010120220814274820,3110867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA0101202305A0078727,3110867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA010120220800200818,3130191,13673.26512781106,1434.3213425998651,1731.6424432056995,2240.387462161899,2960.954186709009,3774.4042319236833,1531.5305995083702
MA0106202406A2465172,3120148,2520.1925535935193,222.68904093027447,590.5915085104465,556.2115642784613,557.5031989033154,441.6941152783565,151.51435729809867
MA010120220800034470,3110018,18480.405870760293,3598.4579746222726,4162.630467102305,3130.1375030252734,3155.062234208069,2690.8290979497283,1743.288593852643
MA0101202308A0006507,3110141,130173.37043933557,35134.221271731716,24587.94513375491,13504.317767002822,14303.361442451283,23816.693055069045,18826.83176932579
MA010120220812912741,3110214,100508.37509958715,26699.73426522778,21623.221916419207,12917.209096834938,12214.063156369957,14464.439921778807,12589.642210472948
MA010120220805523543,3120009,795904.3065332683,77273.51437058252,143669.4253047482,158573.86188663417,168575.692378901,178330.6900428847,69480.85756526836
MA0101202406A0177487,3120009,795904.3065332683,77273.51437058252,143669.4253047482,158573.86188663417,168575.692378901,178330.6900428847,69480.85756526836
MA010120220800649613,3130261,19074.555192447348,4033.8326071169204,3410.1298111837327,2383.3233478576612,2622.3057371096584,3892.2185911401593,2732.605301379811
MA010120220803579614,3110333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA0106202405A1600265,3111010,82338.09499120565,23796.803429488948,16647.322933328433,9118.563775869783,8880.04832907405,12994.969768282743,10900.33964565216
MA0101202212A0051022,3110237,8645.31499863138,2176.113315537847,1731.436937502444,1015.2289813970623,1036.4461885484604,1510.1164664502944,1175.9731091952722
MA010120220800595871,3110763,77850.43422541635,14677.15045772388,16139.41103942168,12491.448058473803,12137.48815576124,14133.734967739756,8271.63674289768
MA010120220800207870,3110507,159668.77489834995,41733.52512101198,31593.869401716758,20109.26108469763,19149.195314416025,26552.888496869826,20530.23105221264
MA0106202406A2466372,3120054,,,,,,,
MA010120220807056568,3110465,186722.3495052665,42076.684328120005,37887.6338972231,23767.28428556229,24397.455793169484,35198.521332056596,23394.769869135012
MA010120220811726563,3130001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA010120220812731370,3110020,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA010120220805339299,3110372,90279.07048116953,26148.751734598383,18857.63817084584,9942.405589440734,9669.218704618066,13853.103672507827,11807.831622938653
MA010120220804211420,3120171,243848.33533423682,40726.74811080341,51382.7792401968,40807.64573328816,41642.646009486496,45408.25188551396,23880.11564608314
MA010120220800978275,3110731,3980.344018549499,773.1957308368607,805.952678977612,563.3309143331636,594.1456162422684,779.6926012725436,464.01511872195357
MA0101202310A0027071,3110049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA010120220805221379,3110129,12677.46955099073,3259.5841665151793,2673.138520269042,1758.239411016179,1761.1661516087986,1856.5047264133796,1368.9829121977823
MA010120220813476681,3110944,36047.0,9421.0,9782.0,5189.0,5163.0,3684.0,2808.0
MA010120220814079272,3110541,78617.16188882111,21140.97527624505,15488.288684945885,8606.067263365438,9038.135803344727,13704.660548376572,10638.911303706434
MA010120220804879265,3110125,153157.162017926,47722.276301685415,34628.97942846717,17228.60259538851,14921.596825324425,19465.62626861587,19190.221976418
MA010120220802253071,3120055,56926.100423254255,12799.928147217744,11432.379096056791,6928.184148539671,7227.771321743432,11011.546865229324,7526.335329903955
MA0101202305A0131046,3130007,,,,,,,
MA010120220808667191,3120096,116057.2004533549,29859.637254666377,24368.009738586697,14329.293727522487,14110.749629546564,18913.234756675505,14476.361049925108
MA010120220814191441,3120096,116057.2004533549,29859.637254666377,24368.009738586697,14329.293727522487,14110.749629546564,18913.234756675505,14476.361049925108
MA010120220805278893,3120102,28757.386720224633,4413.941130655272,5107.3906202837625,4635.330995929695,5154.51992180143,6256.514893340539,3189.677716285914
MA010120220804289213,3120102,28757.386720224633,4413.941130655272,5107.3906202837625,4635.330995929695,5154.51992180143,6256.514893340539,3189.677716285914
MA010120220811679498,3110873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA010120220805124593,3120105,16435.146249394926,3240.134895248016,2948.819506996204,2385.6900623614697,2454.172619266665,3341.9390100293544,2064.3738772529246
MA010120220800982878,3110869,383165.433980123,115055.3768282514,79760.32995289928,37952.51704865571,37151.95925450161,59501.427940414214,53743.73030897167
MA010120220812611700,3130229,63217.25991975034,13898.576014266608,12020.621489077128,8517.619259919751,9045.85465893892,11665.051270619706,8069.537226928221
MA010120220809726593,3130315,94971.99059611953,22163.39782737934,19647.54450629627,12781.30800410744,12817.095606117924,16314.314435496944,11248.48121926174
MA0101202212A0044811,3130109,26488.773580527646,4620.0986147527665,4897.179618070863,3693.4670626725756,4113.346984708912,6027.647400051047,3136.7500058008677
MA0101202411A0032546,3110952,135676.12640599892,39358.12738796643,29358.363774326008,15678.312354936616,15154.509016247097,19641.649169791104,16484.514015354398
MA010120220809272002,3120226,26019.68966992072,6203.161147247144,5134.700943919344,3258.611397860235,3337.4595024027963,4759.239060263087,3326.5176182281134
