상가업소번호,상호명,지점명,상권_코드,법정동코드,지번,커버건축물면적,커버연면적,기준_년분기_코드,서비스_업종_코드,당월_매출_금액,상권_내_카페_수,등분_매출,상권_총_커버연면적,면적비율,면적_배분_매출,최종_추정매출
MA0101202409A0058767,텐퍼센트스페셜티커피서초역점,,3120169,1165010800,1542-1,260.4075,5291.0925,20243.0,CS100010,3255448861.0,216,7535761.252314814,567945.484,0.00931619785535613,15164202.848534878,22699964.10084969
MA0101202409A0058767,텐퍼센트스페셜티커피서초역점,,3120169,1165010800,1542-1,260.4075,5291.0925,20244.0,CS100010,3537727821.0,216,8189184.770833333,567945.484,0.00931619785535613,16479086.169416957,24668270.94025029
MA0101202307A0066890,리틀웜히어,,3130070,1120011400,13-331,0.0,376.5,20241.0,CS100010,707355002.0,92,3844320.663043478,382014.76,0.0009855640132857694,348571.8172944417,4192892.4803379197
MA0101202307A0066890,리틀웜히어,,3130070,1120011400,13-331,0.0,376.5,20242.0,CS100010,726465765.0,92,3948183.5054347827,382014.76,0.0009855640132857694,357989.2574340583,4306172.762868841
MA0101202307A0066890,리틀웜히어,,3130070,1120011400,13-331,0.0,376.5,20243.0,CS100010,726672120.0,92,3949305.0,382014.76,0.0009855640132857694,358090.9454650391,4307395.945465039
MA0101202307A0066890,리틀웜히어,,3130070,1120011400,13-331,0.0,376.5,20244.0,CS100010,623956905.0,92,3391070.1358695654,382014.76,0.0009855640132857694,307474.73570458376,3698544.871574149
MA0101202406A0316210,리와리커피패밀리,,3111023,1171010800,47-14,0.0,210.96,20241.0,CS100010,89299704.0,40,1116246.3,25662.920000000002,0.008220420747132438,367040.5697371928,1483286.869737193
MA0101202406A0316210,리와리커피패밀리,,3111023,1171010800,47-14,0.0,210.96,20242.0,CS100010,112041092.0,40,1400513.65,25662.920000000002,0.008220420747132438,460512.4586040871,1861026.108604087
MA0101202406A0316210,리와리커피패밀리,,3111023,1171010800,47-14,0.0,210.96,20243.0,CS100010,164992747.0,40,2062409.3375,25662.920000000002,0.008220420747132438,678154.9002825867,2740564.2377825864
MA0101202406A0316210,리와리커피패밀리,,3111023,1171010800,47-14,0.0,210.96,20244.0,CS100010,92607506.0,40,1157593.825,25662.920000000002,0.008220420747132438,380636.33183129586,1538230.1568312957
MA0101202309A0083614,이디야커피함지박사거리,,3110912,1165010100,773-17,187.56,1029.445,20241.0,CS100010,318372978.0,32,4974577.78125,50491.84,0.020388343938347264,3245548.8880699333,8220126.669319933
MA0101202309A0083614,이디야커피함지박사거리,,3110912,1165010100,773-17,187.56,1029.445,20242.0,CS100010,377193824.0,32,5893653.5,50491.84,0.020388343938347264,3845178.7075662124,9738832.207566213
MA0101202309A0083614,이디야커피함지박사거리,,3110912,1165010100,773-17,187.56,1029.445,20243.0,CS100010,367336152.0,32,5739627.375,50491.84,0.020388343938347264,3744687.9039825047,9484315.278982505
MA0101202309A0083614,이디야커피함지박사거리,,3110912,1165010100,773-17,187.56,1029.445,20244.0,CS100010,300309800.0,32,4692340.625,50491.84,0.020388343938347264,3061409.7452281397,7753750.37022814
MA010120220808609228,휘게릿,,3110912,1165010100,773-17,187.56,1029.445,20241.0,CS100010,318372978.0,32,4974577.78125,50491.84,0.020388343938347264,3245548.8880699333,8220126.669319933
MA010120220808609228,휘게릿,,3110912,1165010100,773-17,187.56,1029.445,20242.0,CS100010,377193824.0,32,5893653.5,50491.84,0.020388343938347264,3845178.7075662124,9738832.207566213
MA010120220808609228,휘게릿,,3110912,1165010100,773-17,187.56,1029.445,20243.0,CS100010,367336152.0,32,5739627.375,50491.84,0.020388343938347264,3744687.9039825047,9484315.278982505
MA010120220808609228,휘게릿,,3110912,1165010100,773-17,187.56,1029.445,20244.0,CS100010,300309800.0,32,4692340.625,50491.84,0.020388343938347264,3061409.7452281397,7753750.37022814
MA010120220812992125,디스코커피,,3110129,1120011400,13-382,0.0,185.86,20241.0,CS100010,24000000.0,72,166666.66666666666,49119.8,0.0037838101946669166,45405.722336003,212072.38900266966
MA010120220812992125,디스코커피,,3110129,1120011400,13-382,0.0,185.86,20242.0,CS100010,24000000.0,72,166666.66666666666,49119.8,0.0037838101946669166,45405.722336003,212072.38900266966
MA010120220812992125,디스코커피,,3110129,1120011400,13-382,0.0,185.86,20243.0,CS100010,24000000.0,72,166666.66666666666,49119.8,0.0037838101946669166,45405.722336003,212072.38900266966
MA010120220812992125,디스코커피,,3110129,1120011400,13-382,0.0,185.86,20244.0,CS100010,24000000.0,72,166666.66666666666,49119.8,0.0037838101946669166,45405.722336003,212072.38900266966
MA010120220812225091,버치커피,코리아,3110136,1120011500,269-185,339.32,714.56,20241.0,CS100010,403027089.0,112,1799228.075892857,84524.08,0.008453922243223468,1703579.8361593522,3502807.9120522095
MA010120220812225091,버치커피,코리아,3110136,1120011500,269-185,339.32,714.56,20242.0,CS100010,375749571.0,112,1677453.4419642857,84524.08,0.008453922243223468,1588278.828079288,3265732.2700435733
MA010120220812225091,버치커피,코리아,3110136,1120011500,269-185,339.32,714.56,20243.0,CS100010,368790171.0,112,1646384.6919642857,84524.08,0.008453922243223468,1558861.7148495433,3205246.406813829
MA010120220812225091,버치커피,코리아,3110136,1120011500,269-185,339.32,714.56,20244.0,CS100010,404502556.0,112,1805814.982142857,84524.08,0.008453922243223468,1709816.5778045733,3515631.55994743
MA010120220812596082,천호역백다방,로데오점,3130318,1174010900,415-29,99.24,161.22,20241.0,CS100010,602702044.0,68,4431632.676470588,173030.0,0.0009317459400104028,280782.5912664856,4712415.267737074
MA010120220812596082,천호역백다방,로데오점,3130318,1174010900,415-29,99.24,161.22,20242.0,CS100010,615796513.0,68,4527915.536764706,173030.0,0.0009317459400104028,286882.9504301566,4814798.487194862
MA010120220812596082,천호역백다방,로데오점,3130318,1174010900,415-29,99.24,161.22,20243.0,CS100010,608197006.0,68,4472036.80882353,173030.0,0.0009317459400104028,283342.5455334913,4755379.354357021
MA010120220812596082,천호역백다방,로데오점,3130318,1174010900,415-29,99.24,161.22,20244.0,CS100010,609309628.0,68,4480217.852941177,173030.0,0.0009317459400104028,283860.8860491244,4764078.738990301
MA010120220809269678,메가엠지씨커피강서,구청점,3120122,1150010300,1117-18,251.57,703.85,20241.0,CS100010,474253960.0,120,1976058.1666666667,350000.48,0.002010997242060925,476861.70279823616,2452919.869464903
MA010120220809269678,메가엠지씨커피강서,구청점,3120122,1150010300,1117-18,251.57,703.85,20242.0,CS100010,477034114.0,120,1987642.1416666666,350000.48,0.002010997242060925,479657.14381148847,2467299.285478155
MA010120220809269678,메가엠지씨커피강서,구청점,3120122,1150010300,1117-18,251.57,703.85,20243.0,CS100010,468769582.0,120,1953206.5916666666,350000.48,0.002010997242060925,471347.16828202637,2424553.7599486928
MA010120220809269678,메가엠지씨커피강서,구청점,3120122,1150010300,1117-18,251.57,703.85,20244.0,CS100010,707310069.0,120,2947125.2875,350000.48,0.002010997242060925,711199.2990204614,3658324.5865204614
MA010120220812895797,은정다방,,3110055,1114016500,29,0.0,184.17,,,,2,,3241.1,0.05682330073123322,,
MA0101202211A0013385,힐리HILLI,,3110927,1165010600,61-7,129.33,646.87,,,,1,,646.87,1.0,,
MA010120220800288373,커피그리머,,3110679,1150010100,261-12,355.57,534.08,,,,7,,24400.37,0.021888192679045442,,
MA010120220804553795,에헤야,,3110062,1117012800,40-221,96.93,195.17,20241.0,CS100010,663070486.0,124,2673671.314516129,74795.76,0.0026093725098855873,865098.9491424381,3538770.2636585673
MA010120220804553795,에헤야,,3110062,1117012800,40-221,96.93,195.17,20242.0,CS100010,770964562.0,124,3108728.0725806453,74795.76,0.0026093725098855873,1005866.8670893912,4114594.9396700365
MA010120220804553795,에헤야,,3110062,1117012800,40-221,96.93,195.17,20243.0,CS100010,728843660.0,124,2938885.7258064514,74795.76,0.0026093725098855873,950912.3052041988,3889798.03101065
MA010120220804553795,에헤야,,3110062,1117012800,40-221,96.93,195.17,20244.0,CS100010,759094313.0,124,3060864.165322581,74795.76,0.0026093725098855873,990379.9163763428,4051244.0816989234
MA010120220812338416,골든타임,,3130046,1114016200,204-1,0.0,4797.0,,,,2,,14763.27,0.32492801391561627,,
MA010120220813221976,커피복스,,3110241,1126010400,245-89,117.88,615.01,20241.0,CS100010,99052418.0,40,1238155.225,39312.4,0.01564417333970961,774796.5984546861,2012951.8234546862
MA010120220813221976,커피복스,,3110241,1126010400,245-89,117.88,615.01,20242.0,CS100010,131778485.0,40,1647231.0625,39312.4,0.01564417333970961,1030782.7308921613,2678013.7933921614
MA010120220813221976,커피복스,,3110241,1126010400,245-89,117.88,615.01,20243.0,CS100010,155610923.0,40,1945136.5375,39312.4,0.01564417333970961,1217202.1264821023,3162338.6639821026
MA010120220813221976,커피복스,,3110241,1126010400,245-89,117.88,615.01,20244.0,CS100010,138465899.0,40,1730823.7375,39312.4,0.01564417333970961,1083092.2627973617,2813916.000297362
MA0101202406A0262755,블랙로드커피성수,,3110120,1120011400,685-325,34.21,134.03,20241.0,CS100010,33000000.0,92,179347.8260869565,16278.8,0.008233407867901811,135851.22982037987,315199.0559073364
MA0101202406A0262755,블랙로드커피성수,,3110120,1120011400,685-325,34.21,134.03,20242.0,CS100010,25189107.0,92,136897.32065217392,16278.8,0.008233407867901811,103696.0958796103,240593.41653178423
MA0101202406A0262755,블랙로드커피성수,,3110120,1120011400,685-325,34.21,134.03,20243.0,CS100010,19443541.0,92,105671.41847826086,16278.8,0.008233407867901811,80043.30172463572,185714.72020289657
MA0101202406A0262755,블랙로드커피성수,,3110120,1120011400,685-325,34.21,134.03,20244.0,CS100010,8324425.0,92,45241.440217391304,16278.8,0.008233407867901811,34269.193145379264,79510.63336277058
MA0101202406A0549136,센트럴모굴,,3110120,1120011400,685-325,34.21,134.03,20241.0,CS100010,33000000.0,92,179347.8260869565,16278.8,0.008233407867901811,135851.22982037987,315199.0559073364
MA0101202406A0549136,센트럴모굴,,3110120,1120011400,685-325,34.21,134.03,20242.0,CS100010,25189107.0,92,136897.32065217392,16278.8,0.008233407867901811,103696.0958796103,240593.41653178423
MA0101202406A0549136,센트럴모굴,,3110120,1120011400,685-325,34.21,134.03,20243.0,CS100010,19443541.0,92,105671.41847826086,16278.8,0.008233407867901811,80043.30172463572,185714.72020289657
MA0101202406A0549136,센트럴모굴,,3110120,1120011400,685-325,34.21,134.03,20244.0,CS100010,8324425.0,92,45241.440217391304,16278.8,0.008233407867901811,34269.193145379264,79510.63336277058
MA0101202306A0089393,카라바지오,,3120206,1168010100,774-37,92.905,567.96,20241.0,CS100010,698510932.0,92,3796255.065217391,191816.4,0.0029609564145714343,1034130.2123768355,4830385.277594226
MA0101202306A0089393,카라바지오,,3120206,1168010100,774-37,92.905,567.96,20242.0,CS100010,684841352.0,92,3721963.8695652173,191816.4,0.0029609564145714343,1013892.6970840868,4735856.566649304
MA0101202306A0089393,카라바지오,,3120206,1168010100,774-37,92.905,567.96,20243.0,CS100010,661869202.0,92,3597115.2282608696,191816.4,0.0029609564145714343,979882.9296345882,4576998.157895458
MA0101202306A0089393,카라바지오,,3120206,1168010100,774-37,92.905,567.96,20244.0,CS100010,584198588.0,92,3174992.3260869565,191816.4,0.0029609564145714343,864893.2782610873,4039885.604348044
MA010120220813424395,카페앤바바이끄끄흐디자인,,3120206,1168010100,774-37,92.905,567.96,20241.0,CS100010,698510932.0,92,3796255.065217391,191816.4,0.0029609564145714343,1034130.2123768355,4830385.277594226
MA010120220813424395,카페앤바바이끄끄흐디자인,,3120206,1168010100,774-37,92.905,567.96,20242.0,CS100010,684841352.0,92,3721963.8695652173,191816.4,0.0029609564145714343,1013892.6970840868,4735856.566649304
MA010120220813424395,카페앤바바이끄끄흐디자인,,3120206,1168010100,774-37,92.905,567.96,20243.0,CS100010,661869202.0,92,3597115.2282608696,191816.4,0.0029609564145714343,979882.9296345882,4576998.157895458
MA010120220813424395,카페앤바바이끄끄흐디자인,,3120206,1168010100,774-37,92.905,567.96,20244.0,CS100010,584198588.0,92,3174992.3260869565,191816.4,0.0029609564145714343,864893.2782610873,4039885.604348044
MA010120220813116750,설빙,영등포점,3120145,1156010400,8,501.575,2703.11,20241.0,CS100010,3015329559.0,200,7538323.8975,2010791.8680000002,0.001344301239236959,2026755.6314357666,9565079.528935766
MA010120220813116750,설빙,영등포점,3120145,1156010400,8,501.575,2703.11,20242.0,CS100010,3310105134.0,200,8275262.835,2010791.8680000002,0.001344301239236959,2224889.21682041,10500152.05182041
MA010120220813116750,설빙,영등포점,3120145,1156010400,8,501.575,2703.11,20243.0,CS100010,3433285056.0,200,8583212.64,2010791.8680000002,0.001344301239236959,2307684.677717266,10890897.317717267
MA010120220813116750,설빙,영등포점,3120145,1156010400,8,501.575,2703.11,20244.0,CS100010,3646026149.0,200,9115065.3725,2010791.8680000002,0.001344301239236959,2450678.7351955287,11565744.10769553
MA010120220812133363,와이블랙,영등포점,3120145,1156010400,8,501.575,2703.11,20241.0,CS100010,3015329559.0,200,7538323.8975,2010791.8680000002,0.001344301239236959,2026755.6314357666,9565079.528935766
MA010120220812133363,와이블랙,영등포점,3120145,1156010400,8,501.575,2703.11,20242.0,CS100010,3310105134.0,200,8275262.835,2010791.8680000002,0.001344301239236959,2224889.21682041,10500152.05182041
MA010120220812133363,와이블랙,영등포점,3120145,1156010400,8,501.575,2703.11,20243.0,CS100010,3433285056.0,200,8583212.64,2010791.8680000002,0.001344301239236959,2307684.677717266,10890897.317717267
MA010120220812133363,와이블랙,영등포점,3120145,1156010400,8,501.575,2703.11,20244.0,CS100010,3646026149.0,200,9115065.3725,2010791.8680000002,0.001344301239236959,2450678.7351955287,11565744.10769553
MA010120220810340671,나연건강카페,,3130221,1150010300,798-19,83.64,155.6,20241.0,CS100010,119912165.0,48,1249085.0520833333,25685.12,0.006057982209154561,363212.8811156031,1612297.9331989363
MA010120220810340671,나연건강카페,,3130221,1150010300,798-19,83.64,155.6,20242.0,CS100010,131670344.0,48,1371566.0833333333,25685.12,0.006057982209154561,398828.3007126305,1770394.3840459636
MA010120220810340671,나연건강카페,,3130221,1150010300,798-19,83.64,155.6,20243.0,CS100010,142145933.0,48,1480686.8020833333,25685.12,0.006057982209154561,430558.7666088381,1911245.5686921715
MA010120220810340671,나연건강카페,,3130221,1150010300,798-19,83.64,155.6,20244.0,CS100010,130677274.0,48,1361221.6041666667,25685.12,0.006057982209154561,395820.30051640794,1757041.9046830747
MA010120220809996951,카페노량,,3130266,1159010100,119-160,,,,,,1,,0.0,,,
MA0106202311A0883586,불광동커피공방,,3120092,1138010600,15-130,143.93,688.77,20241.0,CS100010,102829572.0,36,1428188.5,76326.44,0.009024002691596778,463967.1672518723,1892155.6672518724
MA0106202311A0883586,불광동커피공방,,3120092,1138010600,15-130,143.93,688.77,20242.0,CS100010,132786060.0,36,1844250.8333333333,76326.44,0.009024002691596778,599130.8814232657,2443381.7147565987
MA0106202311A0883586,불광동커피공방,,3120092,1138010600,15-130,143.93,688.77,20243.0,CS100010,118378056.0,36,1644139.6666666667,76326.44,0.009024002691596778,534121.9479849971,2178261.6146516637
MA0106202311A0883586,불광동커피공방,,3120092,1138010600,15-130,143.93,688.77,20244.0,CS100010,97055207.0,36,1347988.986111111,76326.44,0.009024002691596778,437913.22460074123,1785902.2107118522
MA010120220812899500,메가엠지씨커피구로깔깔,거리점,3120130,1153010200,1125-9,312.02,1544.72,20241.0,CS100010,1345812921.0,92,7314200.657608695,167156.68,0.009241150278888048,6218429.725115145,13532630.38272384
MA010120220812899500,메가엠지씨커피구로깔깔,거리점,3120130,1153010200,1125-9,312.02,1544.72,20242.0,CS100010,1407790497.0,92,7651035.309782608,167156.68,0.009241150278888048,6504801.771983747,14155837.081766356
MA010120220812899500,메가엠지씨커피구로깔깔,거리점,3120130,1153010200,1125-9,312.02,1544.72,20243.0,CS100010,1492925474.0,92,8113725.402173913,167156.68,0.009241150278888048,6898174.330207086,15011899.732381
MA010120220812899500,메가엠지씨커피구로깔깔,거리점,3120130,1153010200,1125-9,312.02,1544.72,20244.0,CS100010,1414806937.0,92,7689168.135869565,167156.68,0.009241150278888048,6537221.760215147,14226389.896084713
MA0106202406A2465140,스타벅스,중계역,3120082,1135010500,763-3,316.5,3489.15,20241.0,CS100010,81304072.0,24,1693834.8333333333,62347.8,0.055962680319113105,2274996.8949890775,3968831.728322411
MA0106202406A2465140,스타벅스,중계역,3120082,1135010500,763-3,316.5,3489.15,20242.0,CS100010,98679852.0,24,2055830.25,62347.8,0.055962680319113105,2761194.505706697,4817024.755706697
MA0106202406A2465140,스타벅스,중계역,3120082,1135010500,763-3,316.5,3489.15,20243.0,CS100010,87366430.0,24,1820133.9583333333,62347.8,0.055962680319113105,2444629.796356086,4264763.75468942
MA0106202406A2465140,스타벅스,중계역,3120082,1135010500,763-3,316.5,3489.15,20244.0,CS100010,70169356.0,24,1461861.5833333333,62347.8,0.055962680319113105,1963432.6190130205,3425294.202346354
MA010120220812912952,카페충정,,3110538,1141010200,281-11,0.0,37.65,20241.0,CS100010,73832965.0,20,1845824.125,1204.2,0.031265570503238665,1154214.8863353264,3000039.0113353264
MA010120220812912952,카페충정,,3110538,1141010200,281-11,0.0,37.65,20242.0,CS100010,72571298.0,20,1814282.45,1204.2,0.031265570503238665,1134491.5170652715,2948773.9670652715
MA010120220812912952,카페충정,,3110538,1141010200,281-11,0.0,37.65,20243.0,CS100010,68993784.0,20,1724844.6,1204.2,0.031265570503238665,1078565.0089686099,2803409.60896861
MA010120220812912952,카페충정,,3110538,1141010200,281-11,0.0,37.65,20244.0,CS100010,89650978.0,20,2241274.45,1204.2,0.031265570503238665,1401494.4866716492,3642768.936671649
MA0101202305A0029206,스페이스제이피,,3130048,1114016200,217-106,,,20241.0,CS100010,209359990.0,24,4361666.458333333,21761.52,,,
MA0101202305A0029206,스페이스제이피,,3130048,1114016200,217-106,,,20242.0,CS100010,277103145.0,24,5772982.1875,21761.52,,,
MA0101202305A0029206,스페이스제이피,,3130048,1114016200,217-106,,,20243.0,CS100010,259084332.0,24,5397590.25,21761.52,,,
MA0101202305A0029206,스페이스제이피,,3130048,1114016200,217-106,,,20244.0,CS100010,246265129.0,24,5130523.520833333,21761.52,,,
MA0101202409A0220165,매머드익스프레스동평화점,,3130048,1114016200,217-106,,,20241.0,CS100010,209359990.0,24,4361666.458333333,21761.52,,,
MA0101202409A0220165,매머드익스프레스동평화점,,3130048,1114016200,217-106,,,20242.0,CS100010,277103145.0,24,5772982.1875,21761.52,,,
MA0101202409A0220165,매머드익스프레스동평화점,,3130048,1114016200,217-106,,,20243.0,CS100010,259084332.0,24,5397590.25,21761.52,,,
MA0101202409A0220165,매머드익스프레스동평화점,,3130048,1114016200,217-106,,,20244.0,CS100010,246265129.0,24,5130523.520833333,21761.52,,,
MA010120220812851645,우니쿠스커피,,3110564,1144012100,113-71,62.61,62.61,20241.0,CS100010,687083427.0,108,3180941.7916666665,72120.56,0.0008681296983828191,298238.76412267186,3479180.5557893384
MA010120220812851645,우니쿠스커피,,3110564,1144012100,113-71,62.61,62.61,20242.0,CS100010,591901859.0,108,2740286.3842592593,72120.56,0.0008681296983828191,256923.79116294996,2997210.1754222093
MA010120220812851645,우니쿠스커피,,3110564,1144012100,113-71,62.61,62.61,20243.0,CS100010,677459445.0,108,3136386.3194444445,72120.56,0.0008681296983828191,294061.331827221,3430447.6512716655
MA010120220812851645,우니쿠스커피,,3110564,1144012100,113-71,62.61,62.61,20244.0,CS100010,661584177.0,108,3062889.7083333335,72120.56,0.0008681296983828191,287170.43601692776,3350060.1443502614
MA010120220803522431,에프앤디,코리아,3120028,1114012700,55-16,151.17,811.42,20241.0,CS100010,9025076284.0,228,19791833.95614035,967171.16,0.0008389621543305737,3785848.721111204,23577682.677251555
MA010120220803522431,에프앤디,코리아,3120028,1114012700,55-16,151.17,811.42,20242.0,CS100010,9583514093.0,228,21016478.274122808,967171.16,0.0008389621543305737,4020102.814760347,25036581.088883154
MA010120220803522431,에프앤디,코리아,3120028,1114012700,55-16,151.17,811.42,20243.0,CS100010,10090519332.0,228,22128331.86842105,967171.16,0.0008389621543305737,4232781.91854451,26361113.786965564
MA010120220803522431,에프앤디,코리아,3120028,1114012700,55-16,151.17,811.42,20244.0,CS100010,10227354816.0,228,22428409.684210528,967171.16,0.0008389621543305737,4290181.814767264,26718591.49897779
MA010120220813465502,더벤티,,3120245,1174010800,429-10,123.17,611.8,20241.0,CS100010,477192122.0,88,2711318.875,285075.72000000003,0.0021460964827169425,512050.16730221704,3223369.042302217
MA010120220813465502,더벤티,,3120245,1174010800,429-10,123.17,611.8,20242.0,CS100010,643327972.0,88,3655272.5681818184,285075.72000000003,0.0021460964827169425,690321.9489713118,4345594.51715313
MA010120220813465502,더벤티,,3120245,1174010800,429-10,123.17,611.8,20243.0,CS100010,733620570.0,88,4168298.6931818184,285075.72000000003,0.0021460964827169425,787210.2624628992,4955508.955644717
MA010120220813465502,더벤티,,3120245,1174010800,429-10,123.17,611.8,20244.0,CS100010,789508485.0,88,4485843.6647727275,285075.72000000003,0.0021460964827169425,847180.691366841,5333024.356139569
MA010120220805169038,원남가베,,3120010,1111015900,86-1,0.0,47.935,20241.0,CS100010,373174126.0,56,3331911.839285714,125843.4,0.00038090992455702883,71072.86409064759,3402984.7033763616
MA010120220805169038,원남가베,,3120010,1111015900,86-1,0.0,47.935,20242.0,CS100010,342448118.0,56,3057572.4821428573,125843.4,0.00038090992455702883,65220.94339603825,3122793.4255388957
MA010120220805169038,원남가베,,3120010,1111015900,86-1,0.0,47.935,20243.0,CS100010,328442043.0,56,2932518.2410714286,125843.4,0.00038090992455702883,62553.416910243206,2995071.657981672
MA010120220805169038,원남가베,,3120010,1111015900,86-1,0.0,47.935,20244.0,CS100010,303636800.0,56,2711042.8571428573,125843.4,0.00038090992455702883,57829.135290368824,2768871.992433226
MA010120220810554437,원남당,,3120010,1111015900,86-1,0.0,47.935,20241.0,CS100010,373174126.0,56,3331911.839285714,125843.4,0.00038090992455702883,71072.86409064759,3402984.7033763616
MA010120220810554437,원남당,,3120010,1111015900,86-1,0.0,47.935,20242.0,CS100010,342448118.0,56,3057572.4821428573,125843.4,0.00038090992455702883,65220.94339603825,3122793.4255388957
MA010120220810554437,원남당,,3120010,1111015900,86-1,0.0,47.935,20243.0,CS100010,328442043.0,56,2932518.2410714286,125843.4,0.00038090992455702883,62553.416910243206,2995071.657981672
MA010120220810554437,원남당,,3120010,1111015900,86-1,0.0,47.935,20244.0,CS100010,303636800.0,56,2711042.8571428573,125843.4,0.00038090992455702883,57829.135290368824,2768871.992433226
MA010120220803385477,카토&카토베이커리,,3110062,1117012800,40-224,73.95,125.59,20241.0,CS100010,663070486.0,124,2673671.314516129,74795.76,0.0016791058744506375,556682.7741087195,3230354.0886248485
MA010120220803385477,카토&카토베이커리,,3110062,1117012800,40-224,73.95,125.59,20242.0,CS100010,770964562.0,124,3108728.0725806453,74795.76,0.0016791058744506375,647265.5625237314,3755993.635104377
MA010120220803385477,카토&카토베이커리,,3110062,1117012800,40-224,73.95,125.59,20243.0,CS100010,728843660.0,124,2938885.7258064514,74795.76,0.0016791058744506375,611902.8355310516,3550788.561337503
MA010120220803385477,카토&카토베이커리,,3110062,1117012800,40-224,73.95,125.59,20244.0,CS100010,759094313.0,124,3060864.165322581,74795.76,0.0016791058744506375,637299.8601101855,3698164.0254327664
MA0101202406A0003681,커피나인역삼상록회관,,3130306,1168010100,699-14,109.49,638.53,20241.0,CS100010,193282800.0,32,3020043.75,31582.52,0.02021782935623883,1953879.3339480192,4973923.083948019
MA0101202406A0003681,커피나인역삼상록회관,,3130306,1168010100,699-14,109.49,638.53,20242.0,CS100010,222853270.0,32,3482082.34375,31582.52,0.02021782935623883,2252804.692169909,5734887.035919908
MA0101202406A0003681,커피나인역삼상록회관,,3130306,1168010100,699-14,109.49,638.53,20243.0,CS100010,206474026.0,32,3226156.65625,31582.52,0.02021782935623883,2087228.3120818096,5313384.96833181
MA0101202406A0003681,커피나인역삼상록회관,,3130306,1168010100,699-14,109.49,638.53,20244.0,CS100010,191081540.0,32,2985649.0625,31582.52,0.02021782935623883,1931626.984423662,4917276.046923662
MA0101202406A0365880,텀브커피강동성심,병원점,3111068,1174010500,445,3482.88,44205.64,20241.0,CS100010,529111890.0,8,33069493.125,275653.72,0.16036656425315066,42425927.95239549,75495421.0773955
MA0101202406A0365880,텀브커피강동성심,병원점,3111068,1174010500,445,3482.88,44205.64,20242.0,CS100010,499853218.0,8,31240826.125,275653.72,0.16036656425315066,40079871.60077056,71320697.72577056
MA0101202406A0365880,텀브커피강동성심,병원점,3111068,1174010500,445,3482.88,44205.64,20243.0,CS100010,506050722.0,8,31628170.125,275653.72,0.16036656425315066,40576807.81248314,72204977.93748313
MA0101202406A0365880,텀브커피강동성심,병원점,3111068,1174010500,445,3482.88,44205.64,20244.0,CS100010,475538950.0,8,29721184.375,275653.72,0.16036656425315066,38130273.7900254,67851458.1650254
MA010120220806556594,야한생두,,3110127,1120011400,72-71,250.75,1812.79,20241.0,CS100010,166652371.0,28,2975935.1964285714,17579.16,0.10312153709278486,8592724.328838522,11568659.525267093
MA010120220806556594,야한생두,,3110127,1120011400,72-71,250.75,1812.79,20242.0,CS100010,159475273.0,28,2847772.7321428573,17579.16,0.10312153709278486,8222667.640025746,11070440.372168604
MA010120220806556594,야한생두,,3110127,1120011400,72-71,250.75,1812.79,20243.0,CS100010,155928466.0,28,2784436.8928571427,17579.16,0.10312153709278486,8039791.545220022,10824228.438077165
MA010120220806556594,야한생두,,3110127,1120011400,72-71,250.75,1812.79,20244.0,CS100010,229353124.0,28,4095591.5,17579.16,0.10312153709278486,11825623.341956044,15921214.841956044
MA0106202406A2464885,스타벅스,을지로경기빌딩,3120026,1114010700,115,614.41,8295.46,20241.0,CS100010,5431338553.0,280,9698818.844642857,3268437.2800000003,0.0025380508448979624,6892506.701684264,16591325.546327122
MA0106202406A2464885,스타벅스,을지로경기빌딩,3120026,1114010700,115,614.41,8295.46,20242.0,CS100010,5961757138.0,280,10645994.889285713,3268437.2800000003,0.0025380508448979624,7565621.370588679,18211616.259874392
MA0106202406A2464885,스타벅스,을지로경기빌딩,3120026,1114010700,115,614.41,8295.46,20243.0,CS100010,5937856374.0,280,10603314.95357143,3268437.2800000003,0.0025380508448979624,7535290.693456725,18138605.647028156
MA0106202406A2464885,스타벅스,을지로경기빌딩,3120026,1114010700,115,614.41,8295.46,20244.0,CS100010,5651421658.0,280,10091824.389285713,3268437.2800000003,0.0025380508448979624,7171797.756980772,17263622.146266486
MA0101202409A0148526,뉴노멀커피로스터스,,3120104,1144012100,197-15,118.8,507.64,20241.0,CS100010,7287071928.0,728,5004857.093406593,524394.992,0.0009680489092084998,3527121.01561214,8531978.109018734
MA0101202409A0148526,뉴노멀커피로스터스,,3120104,1144012100,197-15,118.8,507.64,20242.0,CS100010,8615038585.0,728,5916922.105082418,524394.992,0.0009680489092084998,4169889.352499194,10086811.457581611
MA0101202409A0148526,뉴노멀커피로스터스,,3120104,1144012100,197-15,118.8,507.64,20243.0,CS100010,8677219619.0,728,5959628.859203297,524394.992,0.0009680489092084998,4199986.493567772,10159615.35277107
MA0101202409A0148526,뉴노멀커피로스터스,,3120104,1144012100,197-15,118.8,507.64,20244.0,CS100010,8055477805.0,728,5532608.382554945,524394.992,0.0009680489092084998,3899048.251141765,9431656.633696709
MA0106202406A2464880,스타벅스,사당로데오,3120160,1165010100,444-7,114.24,525.54,20241.0,CS100010,2516712143.0,168,7490214.711309524,358478.99999999994,0.001466027298670215,1844784.352266409,9334999.063575933
MA0106202406A2464880,스타벅스,사당로데오,3120160,1165010100,444-7,114.24,525.54,20242.0,CS100010,2448505576.0,168,7287218.976190476,358478.99999999994,0.001466027298670215,1794788.0076811195,9082006.983871596
