상가업소번호,상호명,지점명,상권_코드,상권_코드_명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,도로명주소,신우편번호,층정보,호정보,경도,위도,가장가까운_지하철역,지하철역_거리(m),가장가까운_버스정류장,버스정류장_거리(m),반경500m내_카페수,밀집등급,est_총_유동인구_수,피크_유동인구_수_상권별,피크_유동인구_수_11_14,매출_최대_시간대,est_시간대_00_06_유동인구_수,est_시간대_06_11_유동인구_수,est_시간대_11_14_유동인구_수,est_시간대_14_17_유동인구_수,est_시간대_17_21_유동인구_수,est_시간대_21_24_유동인구_수,평균_평일_유동인구_수,평균_주말_유동인구_수,평일_대비_주말_유동인구_비율,총점,성공_여부,접한길이_m,도로2m이내접촉길이_m,교차로_존재_여부,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,지하철_역_수,버스_정거장_수
MA010120220803699812,챔프커피,,3130033,대림상가(청계상가),11140,중구,11140605,을지로동,1114015700,산림동,1114015700102070002,207.0,2.0,서울특별시 중구 산림동 207-2,111403101006,서울특별시 중구 을지로,157.0,,서울특별시 중구 을지로 157,4545,3,,126.995427058491,37.5675198109677,5호선 을지로4가,230,을지로4가,116,113,3,2896.090909090909,597.1818181818182,597.1818181818182,11_14,269.3181818181818,647.3181818181819,597.1818181818182,611.2272727272727,553.4090909090909,217.54545454545456,10433.0,5774.0,0.5534362120195533,4.784,1.0,1138.1795841680696,492.6191026526898,True,,,,,,,,,,,,,,,,,
MA0101202307A0001081,이프프커피,,3130033,대림상가(청계상가),11140,중구,11140605,을지로동,1114015700,산림동,1114015700102070002,207.0,2.0,서울특별시 중구 산림동 207-2,111403101006,서울특별시 중구 을지로,157.0,,서울특별시 중구 을지로 157,4545,3,,126.995427058491,37.5675198109677,5호선 을지로4가,230,을지로4가,116,113,3,2896.090909090909,597.1818181818182,597.1818181818182,11_14,269.3181818181818,647.3181818181819,597.1818181818182,611.2272727272727,553.4090909090909,217.54545454545456,10433.0,5774.0,0.5534362120195533,4.355,1.0,1138.1795841680696,492.6191026526898,True,,,,,,,,,,,,,,,,,
MA0101202305A0155336,헤일리스커피,을지로점,3130033,대림상가(청계상가),11140,중구,11140605,을지로동,1114015700,산림동,1114015700102070002,207.0,2.0,서울특별시 중구 산림동 207-2,111403101006,서울특별시 중구 을지로,157.0,,서울특별시 중구 을지로 157,4545,3,,126.995427058491,37.5675198109677,5호선 을지로4가,230,을지로4가,116,113,3,2896.090909090909,597.1818181818182,597.1818181818182,11_14,269.3181818181818,647.3181818181819,597.1818181818182,611.2272727272727,553.4090909090909,217.54545454545456,10433.0,5774.0,0.5534362120195533,3.305,0.0,1138.1795841680696,492.6191026526898,True,,,,,,,,,,,,,,,,,
MA0101202406A0288695,리오네커피,,3130033,대림상가(청계상가),11140,중구,11140605,을지로동,1114015700,산림동,1114015700102070002,207.0,2.0,서울특별시 중구 산림동 207-2,111403101006,서울특별시 중구 을지로,157.0,,서울특별시 중구 을지로 157,4545,3,,126.995427058491,37.5675198109677,5호선 을지로4가,230,을지로4가,116,113,3,2896.090909090909,597.1818181818182,597.1818181818182,11_14,269.3181818181818,647.3181818181819,597.1818181818182,611.2272727272727,553.4090909090909,217.54545454545456,10433.0,5774.0,0.5534362120195533,3.4399999999999995,0.0,1138.1795841680696,492.6191026526898,True,,,,,,,,,,,,,,,,,
MA010120220807113501,해피클럽,,3130033,대림상가(청계상가),11140,중구,11140605,을지로동,1114015700,산림동,1114015700102070002,207.0,2.0,서울특별시 중구 산림동 207-2,111403101006,서울특별시 중구 을지로,157.0,,서울특별시 중구 을지로 157,4545,3,,126.995427058491,37.5675198109677,5호선 을지로4가,230,을지로4가,116,113,3,2896.090909090909,597.1818181818182,597.1818181818182,11_14,269.3181818181818,647.3181818181819,597.1818181818182,611.2272727272727,553.4090909090909,217.54545454545456,10433.0,5774.0,0.5534362120195533,3.8205,0.0,1138.1795841680696,492.6191026526898,True,,,,,,,,,,,,,,,,,
MA0101202409A0004940,톤즈,,3130033,대림상가(청계상가),11140,중구,11140605,을지로동,1114015700,산림동,1114015700102070002,207.0,2.0,서울특별시 중구 산림동 207-2,111403101006,서울특별시 중구 을지로,157.0,,서울특별시 중구 을지로 157,4545,3,,126.995427058491,37.5675198109677,5호선 을지로4가,230,을지로4가,116,113,3,2896.090909090909,597.1818181818182,597.1818181818182,11_14,269.3181818181818,647.3181818181819,597.1818181818182,611.2272727272727,553.4090909090909,217.54545454545456,10433.0,5774.0,0.5534362120195533,3.885,0.0,1138.1795841680696,492.6191026526898,True,,,,,,,,,,,,,,,,,
MA010120220806525068,빈티지라이언,,3130033,대림상가(청계상가),11140,중구,11140605,을지로동,1114015700,산림동,1114015700102070002,207.0,2.0,서울특별시 중구 산림동 207-2,111403101006,서울특별시 중구 을지로,157.0,,서울특별시 중구 을지로 157,4545,,,126.995427058491,37.5675198109677,5호선 을지로4가,230,을지로4가,116,113,3,2896.090909090909,597.1818181818182,597.1818181818182,11_14,269.3181818181818,647.3181818181819,597.1818181818182,611.2272727272727,553.4090909090909,217.54545454545456,10433.0,5774.0,0.5534362120195533,3.7920000000000007,0.0,1138.1795841680696,492.6191026526898,True,,,,,,,,,,,,,,,,,
MA010120220810045634,호랑이,,3130033,대림상가(청계상가),11140,중구,11140605,을지로동,1114015700,산림동,1114015700102070002,207.0,2.0,서울특별시 중구 산림동 207-2,111403101006,서울특별시 중구 을지로,157.0,,서울특별시 중구 을지로 157,4545,3,,126.995427058491,37.5675198109677,5호선 을지로4가,230,을지로4가,116,113,3,2896.090909090909,597.1818181818182,597.1818181818182,11_14,269.3181818181818,647.3181818181819,597.1818181818182,611.2272727272727,553.4090909090909,217.54545454545456,10433.0,5774.0,0.5534362120195533,4.702999999999999,1.0,1138.1795841680696,492.6191026526898,True,,,,,,,,,,,,,,,,,
MA0101202209A0021984,아르팡,,3130057,만리시장,11170,용산구,11170555,청파동,1117010800,서계동,1117010800102600001,260.0,1.0,서울특별시 용산구 서계동 260-1,111703005022,서울특별시 용산구 효창원로,270.0,,서울특별시 용산구 효창원로 270,4305,2,,126.963695983216,37.5513324117351,공항철도1호선 서울역,576,서계동,514,19,0,,,,,,,,,,,2288.6,2119.5,0.9261120335576336,,,,,,2.0,,,,,1.0,,,,,,,1.0,,,,
MA0106202303A1044347,멀티커피,한양대점,3130069,"한양대앞상점가(한양시장, 왕십리맛골목)",11200,성동구,11200550,사근동,1120010700,행당동,1120010700100190054,19.0,54.0,서울특별시 성동구 행당동 19-54,112003103002,서울특별시 성동구 마조로,17.0,,서울특별시 성동구 마조로 17,4760,1,,127.040473015086,37.5595571643077,경원선호선 왕십리(성동구청),314,행당1동주민센터.성동소방서,223,60,2,28853.045454545456,5348.545454545455,,17_21,6847.0,5572.0,3512.5,3465.818181818182,5348.545454545455,4107.136363636364,92718.6,85588.0,0.9230941795928757,2.7,0.0,,,,6.0,,,,,1.0,,,,,,,1.0,,,,2.0
MA010120220805143379,티아트커피로스터스,,3130069,"한양대앞상점가(한양시장, 왕십리맛골목)",11200,성동구,11200550,사근동,1120010700,행당동,1120010700100190054,19.0,54.0,서울특별시 성동구 행당동 19-54,112003103002,서울특별시 성동구 마조로,17.0,,서울특별시 성동구 마조로 17,4760,1,,127.040473015086,37.5595571643077,경원선호선 왕십리(성동구청),314,행당1동주민센터.성동소방서,223,60,2,28853.045454545456,5348.545454545455,,17_21,6847.0,5572.0,3512.5,3465.818181818182,5348.545454545455,4107.136363636364,92718.6,85588.0,0.9230941795928757,3.5250000000000004,0.0,,,,6.0,,,,,1.0,,,,,,,1.0,,,,2.0
MA010120220802972784,카페쏙,,3110323,상월곡역 1번,11290,성북구,11290725,월곡2동,1129013700,상월곡동,1129013700100640001,64.0,1.0,서울특별시 성북구 상월곡동 64-1,112904121514,서울특별시 성북구 장월로1길,66.0,,서울특별시 성북구 장월로1길 66,2748,1,,127.044609030077,37.6058216854875,6호선 상월곡(한국과학기술연구원),347,창문여고,1019,30,0,,,,11_14,,,,,,,201679.8,209124.0,1.0369109846400086,3.5650000000000004,0.0,0.0,27.034205895054424,False,15.0,,,,,1.0,1.0,,,,1.0,,,,,,5.0
MA010120220804964341,단조,,3130106,중랑동부시장,11260,중랑구,11260520,면목2동,1126010100,면목동,1126010100101850001,185.0,1.0,서울특별시 중랑구 면목동 185-1,112604118560,서울특별시 중랑구 중랑천로10길,68.0,,서울특별시 중랑구 중랑천로10길 68,2125,3,,127.07680336661,37.5923443233976,중앙선호선 중랑,292,중랑역.동부시장(중),195,37,1,88668.2,16430.5,,17_21,21514.3,17000.3,10391.0,11116.1,16430.5,12216.2,126060.2,128189.5,1.0168911361397177,5.0485,1.0,23.273016189783625,50.69879158160572,False,20.0,,1.0,,,4.0,,,,,,,1.0,,,,2.0
MA010120220812595260,이디야커피,,3110393,국민은행방학지점,11320,도봉구,11320710,방학3동,1132010600,방학동,1132010600106700000,670.0,,서울특별시 도봉구 방학동 670,113203005048,서울특별시 도봉구 방학로,171.0,,서울특별시 도봉구 방학로 171,1384,1,,127.033252539557,37.6621640603055,경원선호선 방학,1137,국민은행방학지점,96,27,0,12241.0,1667.0,1667.0,11_14,2351.6666666666665,2177.6666666666665,1667.0,1824.6666666666667,2638.333333333333,1581.6666666666667,5077.6,5667.5,1.1161769339845595,3.6015000000000006,0.0,0.0,37.98234613261161,True,14.0,,1.0,,,4.0,,,,,,,,,,,2.0
MA010120220807929010,카페숲,,3130088,경동시장,11230,동대문구,11230545,제기동,1123010300,제기동,1123010300110190000,1019.0,,서울특별시 동대문구 제기동 1019,112304115033,서울특별시 동대문구 고산자로36길,3.0,,서울특별시 동대문구 고산자로36길 3,2571,2,,127.039147690267,37.5790371332837,1호선 제기동,389,청량리.청과물도매시장(중),132,36,1,,,,,,,,,,,8436.6,8076.5,0.9573169286205344,,,0.0,0.0,False,15.0,,2.0,,1.0,2.0,,,,,,,3.0,,,,
MA0106202406A2465633,스타벅스,경동1960,3130088,경동시장,11230,동대문구,11230545,제기동,1123010300,제기동,1123010300110360000,1036.0,,서울특별시 동대문구 제기동 1036,112304115033,서울특별시 동대문구 고산자로36길,3.0,,서울특별시 동대문구 고산자로36길 3,2571,,,127.039147690267,37.5790371332837,1호선 제기동,389,청량리.청과물도매시장(중),132,36,1,,,,,,,,,,,8436.6,8076.5,0.9573169286205344,,,16.669428181125195,202.04035981572432,True,15.0,,2.0,,1.0,2.0,,,,,,,3.0,,,,
MA010120220800600549,이디아,,3120094,"신촌역(신촌역, 신촌로터리)",11410,서대문구,11410585,신촌동,1141011600,창천동,1141011600100300020,30.0,20.0,서울특별시 서대문구 창천동 30-20,114103005057,서울특별시 서대문구 신촌로,87.0,20.0,서울특별시 서대문구 신촌로 87-20,3789,1,,126.936463576904,37.5565106454592,2호선 신촌,157,연세로.스타광장,28,145,4,,,,17_21,,,,,,,894651.0,929560.5,1.0390202436480818,3.18,0.0,0.0,33.111030695026315,False,199.0,3.0,6.0,,,24.0,,,,,,1.0,,,5.0,1.0,26.0
MA0101202409A0021931,에나꼬레,,3130173,백련시장,11410,서대문구,11410700,남가좌2동,1141012000,남가좌동,1141012000103450004,345.0,4.0,서울특별시 서대문구 남가좌동 345-4,114104136007,서울특별시 서대문구 가재울로6길,53.0,87.0,서울특별시 서대문구 가재울로6길 53-87,3692,1,,126.923110501294,37.5770093670864,경의중앙선호선 가좌,1161,남가좌동현대아파트후문,474,49,1,,,,,,,,,,,10327.6,11278.0,1.0920252527208645,,,0.0,0.0,True,,,,,,,,,,,,,,,,,
MA010120220810199262,태무든TAEMOODEN,,3110525,홍은종합사회복지관,11410,서대문구,11410660,홍은1동,1141011800,홍은동,1141011800100360006,36.0,6.0,서울특별시 서대문구 홍은동 36-6,114104136176,서울특별시 서대문구 세검정로1길,105.0,,서울특별시 서대문구 세검정로1길 105,3611,1,,126.946078325775,37.5950149200007,3호선 홍제,692,산골고개(중),495,26,0,49795.57142857143,6703.857142857143,6703.857142857143,11_14,9554.142857142857,9830.714285714286,6703.857142857143,7265.142857142857,10351.142857142857,6090.428571428572,48734.4,52447.0,1.076180275123937,3.3,0.0,,,,11.0,1.0,,,,1.0,,,,,,,,,,,2.0
MA0101202311A0083488,두번째디저트,,3110852,이수역 9번,11590,동작구,11590620,사당1동,1159010700,사당동,1159010700110050001,1005.0,1.0,서울특별시 동작구 사당동 1005-1,115904157282,서울특별시 동작구 사당로28길,13.0,,서울특별시 동작구 사당로28길 13,7013,1,,126.979727510488,37.4834276222441,7호선 이수,257,사당동우체국앞(중),192,88,3,82741.625,9279.625,,14_17,23393.0,16781.625,9713.625,9279.625,13195.5,10378.0,95863.0,91309.0,0.9524947059866684,2.516,0.0,0.0,37.648160463046246,False,7.0,2.0,,,,,,,,,,,,,1.0,,2.0
MA0106202406A2465517,스타벅스,신촌,3130175,신촌 상인회(신촌상점가),11410,서대문구,11410585,신촌동,1141011600,창천동,1141011600100180055,18.0,55.0,서울특별시 서대문구 창천동 18-55,114103112008,서울특별시 서대문구 연세로,10.0,1.0,서울특별시 서대문구 연세로 10-1,3779,3,,126.937120014026,37.5564839669554,2호선 신촌,151,연세로.문학의거리,17,144,4,16809.25,3721.0,,17_21,2710.0,3228.75,2466.25,2638.0,3721.0,2045.25,9461.0,9966.0,1.0533770214565057,3.5569999999999995,0.0,,,,5.0,,,,,,,,,,,,,,,,2.0
MA010120220803658119,이디야사가정점,,3120068,사가정역,11260,중랑구,11260575,면목3.8동,1126010100,면목동,1126010100104960018,496.0,18.0,서울특별시 중랑구 면목동 496-18,112603005027,서울특별시 중랑구 면목로,325.0,,서울특별시 중랑구 면목로 325,2228,,,127.088181000117,37.5811370338552,7호선 사가정,37,사가정역,73,40,1,20230.92857142857,4392.0,,17_21,3607.785714285714,3860.642857142857,2723.3571428571427,2874.6428571428573,4392.0,2772.5,40424.0,40557.0,1.003290124678409,4.179499999999999,1.0,8.412558864413793,22.62506980608059,True,37.0,1.0,1.0,,1.0,6.0,,,,,,,,,,1.0,4.0
MA010120220810433268,로스토,,3110037,신설동역 12번,11110,종로구,11110710,숭인2동,1111017500,숭인동,1111017500103650000,365.0,,서울특별시 종로구 숭인동 365,111104100204,서울특별시 종로구 숭인동길,68.0,,서울특별시 종로구 숭인동길 68,3111,1,,127.022007520491,37.577951370222,우이신설선호선 신설동,233,보문동주민센터,179,47,1,119559.25,14187.625,14187.625,11_14,32503.75,25486.875,14187.625,13947.5,18431.125,15002.25,135704.6,138974.5,1.0240957196734672,3.1,0.0,6.831727123229346,43.92241666550936,False,17.0,,,,,,,,,,,,,,,,
MA0101202311A0016316,청림무역,,3110037,신설동역 12번,11110,종로구,11110710,숭인2동,1111017500,숭인동,1111017500103650000,365.0,,서울특별시 종로구 숭인동 365,111104100204,서울특별시 종로구 숭인동길,68.0,,서울특별시 종로구 숭인동길 68,3111,2,,127.022007520491,37.577951370222,우이신설선호선 신설동,233,보문동주민센터,179,47,1,119559.25,14187.625,14187.625,11_14,32503.75,25486.875,14187.625,13947.5,18431.125,15002.25,135704.6,138974.5,1.0240957196734672,2.2,0.0,6.831727123229346,43.92241666550936,False,17.0,,,,,,,,,,,,,,,,
MA010120220812360152,9카페,,3120066,장한평역(장한평),11230,동대문구,11230650,장안1동,1123010600,장안동,1123010600104160005,416.0,5.0,서울특별시 동대문구 장안동 416-5,112303105012,서울특별시 동대문구 장한로,3.0,,서울특별시 동대문구 장한로 3,2633,1,,127.064571166229,37.5621323047926,5호선 장한평,77,장한평역(중),178,45,1,36850.025,5391.125,5391.125,11_14,7441.425,7844.4,5391.125,5336.825,6621.05,4215.175,217387.8,193529.5,0.8902500508308194,4.3565,1.0,4.647096932139453,40.107037863631135,False,96.0,1.0,9.0,,3.0,12.0,1.0,,,,,,1.0,,,1.0,22.0
MA010120220803705421,쥬씨삼호가든,사거리점,3120170,삼호가든사거리,11650,서초구,11650581,반포4동,1165010700,반포동,1165010700100520002,52.0,2.0,서울특별시 서초구 반포동 52-2,116504163042,서울특별시 서초구 고무래로10길,5.0,,서울특별시 서초구 고무래로10길 5,6593,1,,127.010902145789,37.5021067382711,9호선 사평,449,반포미도아파트앞,72,16,0,107294.16666666669,13714.083333333334,13714.083333333334,11_14,22924.5,18706.916666666668,13714.083333333334,17085.25,22631.33333333333,12232.083333333334,188900.6,171514.0,0.907959000659606,,,0.0,31.64379588091669,False,46.0,2.0,4.0,,,8.0,,,,,,,,,,,9.0
MA0101202305A0094771,몹시,,3120002,서촌(경복궁역),11110,종로구,11110530,사직동,1111010600,통의동,1111010600101080000,108.0,,서울특별시 종로구 통의동 108,111103100012,서울특별시 종로구 자하문로,36.0,,서울특별시 종로구 자하문로 36,3044,1,,126.971754251522,37.5792745036982,3호선 경복궁(정부서울청사),420,경복궁역1번출구,351,133,4,23781.58620689655,4585.551724137931,,14_17,3110.362068965517,4314.810344827586,4293.810344827586,4585.551724137931,5034.810344827586,2442.2241379310344,197944.6,194804.5,0.9841364705074046,4.355,1.0,9.736206152936424,38.40992006164402,True,43.0,3.0,2.0,,,5.0,,,,,,,,,,,11.0
MA010120220800795375,마룬여유,,3110517,서대문소방서,11410,서대문구,11410615,연희동,1141011700,연희동,1141011700100750003,75.0,3.0,서울특별시 서대문구 연희동 75-3,114104136270,서울특별시 서대문구 연희로26가길,14.0,,서울특별시 서대문구 연희로26가길 14,3720,,,126.936607509442,37.5736386573439,3호선 무악재,1543,봉원동사거리(경유),1162,11,0,115607.0,17194.666666666668,17194.666666666668,11_14,21364.0,24439.33333333333,17194.666666666668,16617.333333333332,22030.33333333333,13961.0,49513.6,49626.5,1.0022801816066698,3.255,0.0,0.0,21.077549729994697,False,8.0,,,,,,,,,,,,,,,,4.0
MA0101202212A0069021,탐앤탐스홍제역점,,3130176,유진상가,11410,서대문구,11410640,홍제3동,1141011100,홍제동,1141011100102940046,294.0,46.0,서울특별시 서대문구 홍제동 294-46,114103000008,서울특별시 서대문구 통일로,484.0,,서울특별시 서대문구 통일로 484,3628,1,,126.942955695997,37.5915986934433,3호선 홍제,289,홍제역.서대문세무서(중),352,35,1,,,,,,,,,,,2873.6,2953.5,1.0278048440979957,,,17.233494610990256,504.5628556358553,True,3.0,,,,,,,,,,,,,,,,2.0
MA010120220810013229,홍제동냇길,,3130176,유진상가,11410,서대문구,11410640,홍제3동,1141011100,홍제동,1141011100102940046,294.0,46.0,서울특별시 서대문구 홍제동 294-46,114103000008,서울특별시 서대문구 통일로,484.0,,서울특별시 서대문구 통일로 484,3628,1,,126.942955695997,37.5915986934433,3호선 홍제,289,홍제역.서대문세무서(중),352,35,1,,,,,,,,,,,2873.6,2953.5,1.0278048440979957,,,17.233494610990256,504.5628556358553,True,3.0,,,,,,,,,,,,,,,,2.0
MA010120220804670501,아케디뜨,,3130060,신흥시장,11170,용산구,11170520,용산2가동,1117010200,용산동2가,1117010200100010490,1.0,490.0,서울특별시 용산구 용산동2가 1-490,111703102005,서울특별시 용산구 신흥로,95.0,15.0,서울특별시 용산구 신흥로 95-15,4337,2,,126.985017889339,37.5452462908367,4호선 숙대입구(갈월),1140,후암동종점,392,61,2,,,,17_21,,,,,,,56511.6,63889.5,1.1305554965706155,2.843,0.0,,,,,,,,,,,,,,,,,,,,
MA0101202210A0069909,잇푸쿠,,3110553,가좌역 2번,11440,마포구,11440730,성산2동,1144012600,중동,1144012600102540000,254.0,,서울특별시 마포구 중동 254,114404139342,서울특별시 마포구 성암로3길,34.0,,서울특별시 마포구 성암로3길 34,3950,1,,126.910883512791,37.5681349817406,경의중앙선호선 가좌,407,중동초등학교,143,22,0,154893.33333333334,15934.833333333334,15934.833333333334,11_14,46868.333333333336,31911.0,15934.833333333334,15507.666666666666,23307.33333333333,21364.166666666668,131164.6,136769.0,1.0427279921564203,4.44,1.0,0.0,41.82564672911465,False,12.0,3.0,,,,1.0,,,,,,,,,,,2.0
MA0101202411A0148010,메가엠지씨커피북한산,아이파크점,3110408,가인초등학교,11320,도봉구,11320515,창5동,1132010700,창동,1132010700107500002,750.0,2.0,서울특별시 도봉구 창동 750-2,113204127127,서울특별시 도봉구 도봉로136가길,4.0,,서울특별시 도봉구 도봉로136가길 4,1401,1,,127.041501492526,37.6588458345437,4호선 창동,817,도봉보건소(중),69,36,1,35318.57142857143,4822.428571428572,4822.428571428572,11_14,6651.142857142857,6649.142857142857,4822.428571428572,5357.428571428572,7656.142857142857,4182.285714285715,33318.8,40317.0,1.2100375763833031,2.5850000000000004,0.0,6.698679074338962,93.98011339712448,False,15.0,,1.0,,2.0,2.0,,,,,,,,,,,4.0
