"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","총_유동인구_수","남성_유동인구_수","여성_유동인구_수","연령대_10_유동인구_수","연령대_20_유동인구_수","연령대_30_유동인구_수","연령대_40_유동인구_수","연령대_50_유동인구_수","연령대_60_이상_유동인구_수","시간대_00_06_유동인구_수","시간대_06_11_유동인구_수","시간대_11_14_유동인구_수","시간대_14_17_유동인구_수","시간대_17_21_유동인구_수","시간대_21_24_유동인구_수","월요일_유동인구_수","화요일_유동인구_수","수요일_유동인구_수","목요일_유동인구_수","금요일_유동인구_수","토요일_유동인구_수","일요일_유동인구_수"
"20231","R","전통시장","3130188","합정시장","73265","33226","40039","6889","20232","18166","11595","8273","8111","8716","11542","12613","12993","18711","8691","10197","10734","10536","10881","11515","10338","9062"
"20231","R","전통시장","3130187","영진시장","57243","25834","31410","4475","12831","13968","10483","7584","7902","12303","10834","8457","8729","10531","6390","8377","8576","8562","8624","8616","7663","6826"
"20231","R","전통시장","3130186","망원시장","284324","121085","163238","29885","51633","59772","49689","32693","60651","70105","52183","34572","38577","53480","35406","37905","38469","38951","38904","39563","45694","44838"
"20231","R","전통시장","3130185","망원월드컵시장","199877","86863","113013","27298","29323","35049","36753","29279","42175","47982","36866","24535","26399","38153","25941","27762","27667","27984","27978","28386","30181","29917"
"20231","R","전통시장","3130184","마포농수산물시장","10253","5084","5169","1053","863","1536","2180","1788","2835","399","2184","2119","2449","2470","632","1257","1554","1339","1286","1309","1834","1676"
"20231","R","전통시장","3130183","상암동상점가","1315619","643764","671855","114367","278880","321171","258118","165724","177359","225219","252937","206049","194216","277425","159773","195441","202548","202431","211324","202467","159611","141796"
"20231","R","전통시장","3130182","영천시장","511336","239714","271621","75213","59722","76882","94662","88308","116549","100232","99404","74302","74417","101986","60997","73029","74856","74630","74638","74665","71879","67638"
"20231","R","전통시장","3130181","아현가구거리상점가","2204513","1088593","1115920","209121","329307","478330","475484","343791","368479","390156","491438","366331","389707","361726","205154","346435","350709","351805","360169","344539","229555","221303"
"20231","R","전통시장","3130180","포방터시장","276935","126429","150506","36410","30923","34107","39407","50176","85911","69684","55405","33443","32757","49841","35804","37713","37301","37574","37781","37925","42819","45822"
"20231","R","전통시장","3130179","이화여대 3,5,7길 상점가","946845","299422","647424","89409","440239","148686","95329","80288","92896","211343","189898","132519","134413","170229","108443","136441","138570","138507","138534","138042","132656","124098"
"20231","R","전통시장","3130178","이대 앞 스타트업 상점가","48988","13408","35580","9464","19444","6636","5096","4504","3844","8632","10584","8700","8452","7856","4764","7652","7908","7592","7904","7408","5412","5112"
"20231","R","전통시장","3130177","인왕시장(홍제골목형상점가)","25055","10888","14167","3116","3133","3227","3539","4218","7823","3368","4522","3771","4423","5935","3036","3571","3555","3543","3603","3627","3689","3467"
"20231","R","전통시장","3130176","유진상가","20803","9230","11573","3244","2348","2767","3080","3540","5824","2980","3647","3123","3595","5033","2425","2849","2851","2901","2904","2948","3216","3137"
"20231","R","전통시장","3130175","신촌 상인회(신촌상점가)","90661","41639","49022","13066","39173","14942","8540","6748","8192","11748","16005","14513","15864","22074","10457","12592","12842","13033","12910","13209","14142","11933"
"20231","R","전통시장","3130174","연희사러가","23906","10965","12942","2238","7339","4549","3386","2807","3589","4193","4558","3621","3729","5003","2804","3275","3399","3374","3377","3448","3631","3404"
"20231","R","전통시장","3130173","백련시장","32858","15248","17611","3927","5731","4867","5483","4840","8010","9906","6653","3359","3407","5023","4511","4617","4657","4643","4624","4628","4827","4862"
"20231","R","전통시장","3130172","모래내시장(서중시장)","112230","53037","59193","23387","12763","18045","19403","15124","23507","17461","20998","17436","20082","24752","11501","15724","15610","15450","15829","16344","17502","15770"
"20231","R","전통시장","3130171","불광먹자골목 골목형상점가","328109","142025","186084","30751","45499","49055","49808","57079","95918","81139","62882","37987","41234","61735","43133","45650","46314","46137","46286","46629","49154","47939"
"20231","R","전통시장","3130170","제일시장","85092","37869","47223","6343","13746","14134","12255","14394","24221","11427","15921","13069","14878","20207","9591","11840","12087","12306","12132","12395","12716","11615"
"20231","R","전통시장","3130169","대조시장","659257","292698","366558","52213","113972","115500","89853","104946","182772","179222","131225","70057","73547","109157","96050","91780","93194","93726","92531","94386","98280","95360"
"20231","R","전통시장","3130168","연서시장","149753","69227","80527","15083","23896","22798","20586","22829","44563","29533","27950","20334","20938","30885","20114","20772","20715","21014","21025","21673","23051","21504"
"20231","R","전통시장","3130167","연신내상점가(연빛거리)","1515984","707182","808801","169817","312747","249261","223539","221947","338672","273308","281819","201469","219550","332389","207449","212154","212633","214302","215932","224672","230021","206270"
"20231","R","전통시장","3130166","응암시장(신응암시장)","48099","21739","26359","7360","4524","8811","9522","6865","11017","13127","9555","5320","5609","8073","6416","6703","6709","6727","6620","6759","7272","7309"
"20231","R","전통시장","3130165","대림골목시장(대림시장, 양지시장)","218717","99235","119482","24152","26648","31323","33904","34282","68406","51092","43498","27019","28747","40389","27972","30124","30250","30431","29973","30937","33064","33939"
"20231","R","전통시장","3130164","역촌중앙시장","49022","22060","26962","6729","6999","6975","7515","8058","12745","13102","8884","5215","5799","9099","6924","6903","6860","6907","6876","6931","7303","7243"
"20231","R","전통시장","3130163","응암오거리상점가","422378","197859","224520","32848","63301","66572","72480","68507","118671","103797","80124","50157","53118","76794","58388","58313","59048","59662","58848","60361","64055","62093"
"20231","R","전통시장","3130162","증산골목시장","109569","50015","59556","14583","15007","16218","16894","16158","30709","31780","22290","11839","11614","17278","14768","15402","15185","15251","15196","15315","16429","16792"
"20231","R","전통시장","3130161","증산종합시장","17726","8199","9527","3477","2116","2827","2637","2855","3816","4884","3515","2077","2071","2857","2321","2536","2560","2527","2516","2573","2516","2498"
"20231","R","전통시장","3130160","수일시장","20666","10685","9981","2106","2599","3169","4020","3725","5046","3696","4713","3006","3018","3849","2383","2965","3026","3090","3084","3093","2789","2619"
"20231","R","전통시장","3130159","공릉동 도깨비시장","693359","325130","368229","81093","166744","92861","86972","92398","173290","208636","145164","74558","73812","103193","87998","96815","96053","96131","97135","97249","104260","105715"
"20231","R","전통시장","3130158","상계역전종합상가","198277","89930","108347","28365","26427","23894","27899","33087","58605","49129","39324","22281","23434","37307","26800","27719","27777","27715","27995","28008","29755","29307"
"20231","R","전통시장","3130157","상계중앙시장","1081834","494376","587457","152399","121119","120088","145851","195341","347036","279898","216799","129253","134028","186133","135724","150944","149790","150187","149436","149309","163411","168757"
"20231","R","전통시장","3130156","시영2단지 무지개종합상가(중계 무지개2단지아파트상가)","56160","24040","32120","8875","6209","8933","9862","8702","13579","14611","10931","6662","7308","9693","6954","7668","7750","7781","7670","7695","8776","8821"
"20231","R","전통시장","3130155","시영B상가(중계 그린아파트 B 상가)","48302","20787","27516","8081","5318","7412","8426","7247","11819","10240","8895","6723","7772","9553","5120","6530","6595","6616","6557","6595","7849","7561"
"20231","R","전통시장","3130154","상계주공1단지(가)상가","18665","8554","10112","2679","2081","2716","3127","3235","4828","7264","4082","1331","1028","1975","2987","2744","2713","2722","2727","2712","2496","2552"
"20231","R","전통시장","3130153","창동역상점가","163560","80513","83047","17835","23619","20568","23456","30436","47647","10113","32094","31474","37277","39554","13048","21568","21915","22556","22864","24267","26409","23984"
"20231","R","전통시장","3130152","오!도봉거리 상점가","121558","59588","61970","14571","14432","15797","18925","20471","37362","22370","23765","17420","16660","25776","15567","17163","17006","17133","17109","17084","17579","18484"
"20231","R","전통시장","3130151","신도봉시장","45274","22262","23013","5590","4722","4982","5827","7717","16437","9594","8694","5681","6092","9297","5919","6233","6170","6256","6138","6194","6903","7380"
"20231","R","전통시장","3130150","창동골목시장","513491","246852","266640","77083","59558","60684","78091","91794","146280","131273","98172","57939","59721","93540","72845","72305","71397","72554","71944","72516","76159","76618"
"20231","R","전통시장","3130149","창동신창시장","882129","409661","472469","149137","108683","103382","135488","154367","231073","251712","174199","96830","98469","142577","118342","124288","123880","123907","123893","123335","130811","132016"
"20231","R","전통시장","3130148","방학동도깨비시장","220217","105297","114921","28974","21287","24382","32273","40045","73257","52224","41689","26547","28226","41206","30324","30995","30996","30739","30984","30760","33052","32690"
"20231","R","전통시장","3130147","쌍문역동측상점가","335167","159438","175730","39457","46875","47705","51323","56943","92864","60635","67247","47599","49776","68868","41042","47452","47533","47564","47913","48306","49594","46806"
"20231","R","전통시장","3130146","쌍문시장(쌍문역골목시장)","1614350","734135","880217","203802","267132","246179","224764","251909","420566","403305","343628","193087","185608","274875","213847","230772","231371","231947","231097","234211","230015","224936"
"20231","R","전통시장","3130145","쌍문역둘리상점가","162093","75718","86375","16840","24759","25471","24246","26288","44492","33769","32457","20679","21966","32289","20934","22723","22710","22764","22741","22886","24261","24007"
"20231","R","전통시장","3130144","백운시장","79163","34729","44435","10836","10759","10428","10358","12182","24599","25902","17379","7573","7011","10645","10651","11183","11052","10963","11009","10889","11668","12398"
"20231","R","전통시장","3130143","방천골목시장","327538","147901","179637","48388","47085","44890","45788","50017","91370","83374","64386","37886","39114","59090","43688","45937","46201","46348","46075","47480","48192","47305"
"20231","R","전통시장","3130142","강북북부시장","30597","14699","15898","3953","4207","3813","5013","4977","8632","7640","6045","3729","3875","5495","3814","4269","4251","4284","4233","4293","4558","4707"
"20231","R","전통시장","3130141","강북북부골목시장","244237","116258","127979","27720","36777","31909","39938","40110","67785","63185","49577","28924","29343","41431","31777","34618","34446","34807","34353","34712","35360","35941"
"20231","R","전통시장","3130140","숭인시장","66366","28619","37747","8207","11247","9349","10404","10825","16337","8611","14219","10905","11653","14330","6650","9296","9507","9612","9583","9920","9812","8636"
"20231","R","전통시장","3130139","강북종합전통시장(강북종합골목시장)","519702","245588","274114","38333","98294","74614","82899","91074","134489","165438","94127","49438","54884","79739","76074","73920","74440","74682","74489","75158","75167","71844"
"20231","R","전통시장","3130138","수유프라자","27583","12822","14761","2908","5365","3757","3682","4628","7244","5114","5521","4124","4349","5379","3095","3914","3916","3934","3923","3968","4013","3914"
"20231","R","전통시장","3130137","수유전통시장(수유시장, 수유골목시장)","233233","108123","125109","25880","36929","32011","30896","40410","67105","51734","46811","32439","33942","42121","26187","32647","32514","32456","32450","32745","35486","34935"
"20231","R","전통시장","3130136","수유재래시장","155660","70552","85108","20452","25197","21915","20446","24955","42694","48632","33316","17030","15985","21073","19624","22175","21982","22122","21853","22023","22672","22833"
"20231","R","전통시장","3130135","수유중앙골목시장(수유중앙시장)","318216","152516","165700","33549","62145","47103","49135","52160","74124","92122","63166","33517","33203","52274","43934","43836","44025","44583","44606","44508","48198","48461"
"20231","R","전통시장","3130134","솔샘시장(미아6,7동골목시장)","85477","39943","45534","13180","8116","8115","13553","15132","27381","9029","15413","14450","17682","20684","8220","11836","11717","11955","11966","12145","13129","12729"
"20231","R","전통시장","3130133","우이골목시장(우이시장)","416407","181919","234489","59844","50860","49946","61468","64327","129962","106308","83988","50215","50762","73853","51282","58065","57014","57236","56184","56873","64448","66589"
"20231","R","전통시장","3130132","삼양골목시장(삼양시장)","182008","88914","93094","22402","22553","22703","28303","35529","50518","53190","36660","19101","19764","28247","25047","26200","26263","26150","25842","25677","26054","25821"
"20231","R","전통시장","3130131","동북프라자","66739","30670","36069","9817","7136","7456","10254","10902","21175","17545","13427","7799","7659","11517","8792","9401","9460","9518","9582","9590","9709","9479"
"20231","R","전통시장","3130130","수유북부골목시장","12596","5357","7238","1691","1152","1346","2303","2686","3418","3960","2629","1198","1125","1829","1856","1830","1726","1696","1742","1745","1819","2040"
"20231","R","전통시장","3130129","장미원골목시장","395800","171416","224385","57196","47213","49184","58745","63718","119745","101186","82205","47064","48574","68099","48672","55001","54331","54487","53747","53737","60350","64148"
"20231","R","전통시장","3130128","돌곶이시장(석관황금시장)","384018","170564","213452","51583","51055","51341","53724","66871","109442","124513","79329","37514","35923","54031","52705","54095","53951","54396","54063","54319","55257","57936"
"20231","R","전통시장","3130127","석관시장","78515","35587","42928","12656","10081","9353","10534","11670","24220","23962","16629","8751","8481","11149","9543","11130","11119","11253","11172","11121","11284","11436"
"20231","R","전통시장","3130126","새석관시장","35613","16010","19603","4425","5291","5496","5320","5633","9447","8531","7353","4494","4312","6227","4696","5019","4979","4950","5158","4937","5107","5462"
"20231","R","전통시장","3130125","장위전통시장","354641","154985","199657","53017","37708","44246","47691","57400","114579","87452","73277","45501","43385","60668","44358","50700","49114","49199","49565","49680","50699","55683"
"20231","R","전통시장","3130124","번동시장","13565","6296","7271","2678","1260","1949","2342","2015","3322","3574","2667","1571","1571","2359","1822","1913","1900","1883","1882","1889","2021","2078"
"20231","R","전통시장","3130123","꿈의숲 장곡 골목형상점가","187513","87813","99699","35391","19653","26182","32959","25581","47745","48669","35355","21222","21995","34260","26011","26572","26433","26678","26183","26352","27343","27949"
"20231","R","전통시장","3130122","밤나무골시장","58092","26012","32080","10911","5966","7521","8765","9765","15164","10156","10663","8984","9969","12095","6225","8348","8160","8451","8390","8541","8287","7916"
"20231","R","전통시장","3130121","길음시장","47056","21623","25431","9974","4845","6064","7797","6889","11487","10339","8868","5969","7253","9002","5623","6631","6584","6754","6630","6791","7100","6566"
"20231","R","전통시장","3130120","돈암시장(돈암제일시장)","686206","304216","381990","96643","178071","100171","88840","92623","129857","106621","115486","98482","108459","168653","88503","93950","95170","96982","97192","100575","105870","96466"
"20231","R","전통시장","3130119","정릉아리랑시장","270083","122605","147477","45126","33446","38599","41234","44518","67159","64358","52333","31569","35213","51883","34727","37157","36846","37029","36706","36934","42389","43020"
"20231","R","전통시장","3130118","정릉골 골목형상점가","183086","86188","96898","24762","33520","24709","25540","26920","47636","46595","38326","21218","21498","30922","24526","26060","25985","25689","26072","25623","26557","27100"
"20231","R","전통시장","3130117","정릉시장","484525","231584","252940","67858","113409","53653","63996","69036","116572","98304","87996","62370","70739","102616","62500","65829","66181","66297","65555","66611","77065","76988"
"20231","R","전통시장","3130116","동성타워프라자","26533","12092","14441","5387","3071","3488","3773","4414","6400","7916","5069","2606","2801","4304","3836","3812","3746","3721","3715","3766","3880","3891"
"20231","R","전통시장","3130115","우림골목시장","900919","420898","480021","93199","116429","138998","138276","161266","252750","232561","172051","103548","108740","160649","123370","124929","125032","126322","125452","126781","136318","136085"
"20231","R","전통시장","3130114","유영시장","36409","17014","19393","4671","4626","5090","4984","7184","9853","9772","7906","3986","4137","5713","4894","5394","5343","5353","5302","5256","4811","4953"
"20231","R","전통시장","3130113","신아타운","61987","28165","33822","12223","7167","8378","8577","9731","15910","15253","12034","7277","7780","11445","8196","8893","8839","8904","8896","8969","8774","8710"
"20231","R","전통시장","3130112","사가정시장","957234","448931","508304","107449","148309","146370","144428","162472","248207","194406","186957","117385","127633","199112","131743","135767","134225","134530","134149","136720","143192","138650"
"20231","R","전통시장","3130111","동원전통종합시장(동원시장, 동원전통시장 상점가)","1011109","464067","547042","99390","140711","164567","134755","185845","285840","235110","195997","122865","132434","192656","132049","141783","141968","140299","142324","143487","151503","149747"
"20231","R","전통시장","3130110","면목골목시장(면목시장)","558139","261337","296802","69471","66878","75614","84827","99492","161858","139836","112868","66372","69116","98949","70996","79345","77945","78849","77837","78722","82045","83395"
"20231","R","전통시장","3130109","묵1동도깨비시장","125130","59826","65304","16299","20473","19664","20250","20482","27964","23470","24460","16894","18055","26944","15307","16706","16602","16794","16569","16796","20324","21340"
"20231","R","전통시장","3130108","태능엔터피아(태릉시장)","51019","25599","25419","9109","4994","7147","6663","7710","15395","14253","10330","5847","5863","8145","6579","7331","7335","7233","7357","7271","7270","7223"
"20231","R","전통시장","3130107","중랑동부시장(중랑교종합상가)","41149","19836","21314","3784","7451","7138","6327","7118","9332","9702","7536","4636","5259","8041","5975","5835","5826","5847","5806","5843","6087","5903"
"20231","R","전통시장","3130106","중랑동부시장","1026665","493559","533106","134556","153775","156154","151433","176112","254637","245706","193597","118569","130016","195196","143580","145656","145346","146495","144992","145471","149342","149362"
"20231","R","전통시장","3130105","장미제일시장(중화동제일시장)","294263","135068","159195","39006","31724","49220","41562","54500","78250","71668","54239","33785","35689","56645","42237","41197","40798","40578","41021","41092","44315","45263"
"20231","R","전통시장","3130104","전곡시장","75558","38231","37328","11868","7666","10821","13077","13328","18796","21895","15677","8233","7982","11819","9951","10646","10597","10506","10535","10594","11156","11524"
"20231","R","전통시장","3130103","이경시장","127121","56355","70766","18354","20202","16410","19485","21140","31531","35365","25526","13393","13638","21613","17587","17655","17647","17439","17413","17674","19303","19989"
"20231","R","전통시장","3130102","이문제일시장","71891","32179","39713","13144","10943","7897","11590","9609","18711","21659","14142","7107","7232","11157","10594","10064","10060","10138","10032","10019","10685","10891"
"20231","R","전통시장","3130101","답십리현대시장","591589","273617","317970","83842","75754","96757","99879","87442","147914","131855","116333","74318","79639","114859","74583","81632","82005","82761","82957","83448","88800","89985"
"20231","R","전통시장","3130100","답십리시장","291784","133117","158667","50267","29551","42342","47067","45615","76942","61014","57892","39767","41986","56643","34482","41181","41440","41627","41762","41712","42722","41340"
"20231","R","전통시장","3130099","전농로터리시장","331698","150821","180877","42381","67455","61614","53059","45525","61667","56675","61442","51572","54966","69635","37410","47020","47423","48072","47165","47381","48727","45911"
"20231","R","전통시장","3130098","회기시장","410814","179090","231723","52194","195685","46572","35084","33812","47467","65718","80102","63283","65557","87504","48649","58519","59530","59544","60025","60094","57025","56079"
"20231","R","전통시장","3130097","답십리 건축자재시장","777657","352824","424834","101706","103854","135535","134825","112810","188928","211513","161893","87892","85050","126020","105291","110445","108915","110766","110907","110029","112733","113860"
"20231","R","전통시장","3130096","동부시장","45014","21648","23365","3893","7258","7855","7210","7275","11524","6563","9648","7305","7348","9310","4839","6497","6574","6599","6680","6833","6128","5703"
"20231","R","전통시장","3130095","청량리전통시장","398940","211038","187902","17609","44831","44757","55847","73466","162429","54546","82486","75923","79219","72646","34121","57179","58187","57910","58714","59881","58649","48419"
"20231","R","전통시장","3130094","청량리청과물시장","137112","72212","64901","5278","14725","15291","18473","25631","57715","18455","29136","26379","27277","24242","11623","19878","20253","20117","20432","20734","19803","15897"
"20231","R","전통시장","3130093","동서시장","56783","29190","27593","2203","5054","5852","7735","10677","25262","8169","12274","11073","11312","9285","4669","8247","8369","8341","8510","8554","8125","6638"
"20231","R","전통시장","3130092","청량리농수산물시장","414832","213989","200842","17568","39439","43437","56839","77418","180128","60951","88647","79721","81629","68541","35341","59589","60564","60867","61977","62246","60220","49369"
"20231","R","전통시장","3130091","청량종합도매시장","486371","252038","234334","20574","45919","50654","67332","90784","211108","71994","103944","93185","95426","80577","41244","70020","71032","71154","72497","72983","70485","58203"
"20231","R","전통시장","3130090","청량리종합시장","367823","188421","179403","15197","34230","38478","49703","68868","161345","53483","79027","71192","72782","60230","31110","52954","53874","54162","55149","55250","53185","43250"
"20231","R","전통시장","3130089","청량리수산시장","68916","34494","34422","5048","6540","7693","9525","12602","27506","13768","14841","11397","11273","10827","6810","9903","9734","9988","10082","9986","10169","9054"
"20231","R","전통시장","3130088","경동시장","78388","39467","38921","4367","8700","8956","10613","14039","31715","11665","16694","14784","15196","13090","6957","11227","11452","11588","11759","11665","11364","9335"
"20231","R","전통시장","3130087","경동광성상가(경동시장)","170721","87221","83501","8174","18039","18390","22857","31483","71777","25288","36494","32686","33321","27930","15004","24383","24893","25249","25644","25545","24853","20154"
"20231","R","전통시장","3130086","서울약령시장","1459942","710756","749185","145304","245682","195442","204097","225103","444315","287895","321699","233084","231056","235198","151009","213640","216555","215118","216120","212673","201572","184263"
"20231","R","전통시장","3130085","용두시장","50892","24031","26861","4327","11042","9907","7542","7783","10291","9617","10742","7723","7526","9393","5891","7421","7477","7604","7580","7598","6784","6429"
"20231","R","전통시장","3130084","신성시장(신성골목시장)","200682","92138","108544","22303","26062","27965","27152","36914","60286","56411","38536","21835","22264","33205","28430","28872","28677","28671","28394","28272","28802","28996"
"20231","R","전통시장","3130083","중곡제일시장(중곡제일골목시장, 광성시장)","251939","115768","136171","38536","31269","44643","33685","41972","61831","57627","48793","31626","33237","48368","32288","35159","35164","34985","35248","35468","37756","38159"
"20231","R","전통시장","3130082","면곡골목시장","68227","34147","34080","7871","8170","10098","10331","14083","17675","17199","11374","7393","8263","13350","10649","9728","9413","9518","9383","9592","10121","10471"
"20231","R","전통시장","3130081","자양골목전통시장(자양골목시장)","819434","371668","447766","83138","136673","148349","125485","130704","195086","211915","160066","92009","96633","143055","115757","115302","113886","114500","114051","115455","122532","123708"
"20231","R","전통시장","3130080","자양종합시장(기능상실)","55248","26032","29216","10740","7054","9786","9205","7644","10820","13033","10721","6662","6867","10653","7312","7664","7631","7628","7634","7717","8418","8557"
"20231","R","전통시장","3130079","한아름시장","152631","71366","81264","14573","71227","25160","14632","11682","15357","38574","31046","16105","16304","29527","21078","20469","20950","20779","20516","21201","24783","23934"
"20231","R","전통시장","3130078","화양제일골목시장","292601","139040","153562","29664","133620","48725","27902","22952","29741","78777","57798","29085","29740","55264","41938","39360","40204","40134","39552","41253","47103","44996"
"20231","R","전통시장","3130077","조양시장","55860","24050","31810","4737","17917","9636","7542","7286","8741","11849","9961","7035","7642","11795","7577","7774","7887","7931","7794","8090","8507","7876"
"20231","R","전통시장","3130076","능동로골목시장","201092","92327","108765","21805","31061","31455","31694","33576","51501","44394","39607","24117","26839","41408","24727","28464","28336","28465","28459","28541","29943","28882"
"20231","R","전통시장","3130075","노룬산시장(노룬산골목시장)","74204","35921","38283","6611","9440","10382","11693","14653","21426","16439","14401","9079","9942","14825","9518","10494","10143","10244","10158","10240","11343","11581"
"20231","R","전통시장","3130074","영동교골목시장","379896","181341","198554","34425","72635","59763","50612","69949","92511","115664","80263","36756","36519","58030","52666","52967","52328","52160","51737","52037","57816","60850"
"20231","R","전통시장","3130073","뚝도시장","629120","316262","312858","75120","88348","119302","93954","113273","139123","143379","115694","85714","90276","114445","79613","90444","91444","92760","93491","93891","86934","80157"
"20231","R","전통시장","3130072","성동용답상가시장","964732","461482","503251","90299","186075","150776","140817","159989","236775","271528","199661","107107","104840","153223","128373","136288","135854","136026","135633","135566","139985","145383"
"20231","R","전통시장","3130071","성수역 골목형상점가","42977","21453","21524","2868","10786","9887","7694","5600","6142","4740","8799","7939","8343","9243","3913","6518","6779","6774","7000","6887","4833","4186"
"20231","R","전통시장","3130070","뚝섬역상점가","469116","230137","238980","58801","71936","102437","92109","68271","75560","97461","94112","71762","74270","83109","48403","71205","71541","71993","73212","70498","56653","54014"
"20231","R","전통시장","3130069","한양대앞상점가(한양시장, 왕십리맛골목)","627457","299150","328307","85976","279013","78208","59230","53581","71448","137849","114102","75832","77725","128218","93730","89244","91172","90731","92292","96720","88782","78517"
"20231","R","전통시장","3130068","마장축산물시장","1126001","572294","553707","129501","145840","187103","204618","197873","261067","213300","263002","170578","167194","193846","118081","163083","165685","167846","170707","170436","151555","136688"
"20231","R","전통시장","3130067","왕십리도선동상점가","1340221","628307","711914","141938","317117","246770","182932","202417","249046","339823","272040","164399","164649","229588","169722","188904","190929","194437","195185","197521","191968","181277"
"20231","R","전통시장","3130066","행당시장상점가","801310","374262","427048","85453","191526","143904","112021","123395","145012","188862","153052","98057","101372","155823","104143","111242","112722","114303","113777","115951","119421","113893"
"20231","R","전통시장","3130065","무학봉상점가","1246208","555320","690888","155090","266598","213207","170675","188779","251858","365098","253426","131368","131388","198405","166523","173664","173134","175622","173577","175439","187264","187509"
"20231","R","전통시장","3130064","금남시장","454425","201841","252584","82399","46457","68732","71636","68987","116215","109221","85681","54181","57863","85949","61530","63943","62767","62873","62589","62740","69502","70010"
"20231","R","전통시장","3130063","신금호역 골목형상점가","130906","58384","72523","21188","12409","21971","24438","19579","31321","28057","26150","16934","18822","25573","15371","18080","18031","18238","18121","18243","20077","20116"
"20231","R","전통시장","3130062","보광시장","26375","13084","13291","1988","4429","5117","4456","4362","6025","7964","5360","2558","2619","4074","3801","3787","3667","3716","3599","3578","3907","4122"
"20231","R","전통시장","3130061","이태원시장","98333","48271","50061","6431","21303","23878","19652","13998","13072","15950","17534","15665","16832","21312","11038","13530","13665","14110","14242","14848","14873","13066"
"20231","R","전통시장","3130060","신흥시장","421091","189767","231325","49211","66132","84429","67688","52848","100784","112035","86517","48082","47776","71139","55545","58085","58339","58929","58756","59087","63655","64240"
"20231","R","전통시장","3130059","후암시장","121549","58453","63096","13174","14549","21533","20774","20641","30875","20577","21972","16848","18522","27778","15850","16969","16793","17049","17222","17134","18284","18098"
"20231","R","전통시장","3130058","이촌종합시장","119052","51246","67805","26160","11886","17158","22622","16009","25218","21637","26282","17594","16816","22595","14126","17298","17859","17948","17883","18254","15206","14605"
"20231","R","전통시장","3130057","만리시장","19123","9100","10020","2479","2505","3365","3225","3565","3981","4407","3808","2331","2428","3478","2672","2753","2757","2762","2734","2774","2682","2658"
"20231","R","전통시장","3130056","용산용문시장","600708","299961","300747","67590","81779","115339","91007","97944","147049","122410","117885","85256","88102","115403","71651","83981","85956","87543","88428","88567","85679","80557"
"20231","R","전통시장","3130055","황학시장(서울중앙시장, 신중앙시장)","667448","317586","349862","63571","106069","126290","99936","114326","157257","143295","134785","90616","93956","122198","82597","96377","98012","99009","98420","98865","92284","84482"
"20231","R","전통시장","3130054","황학동주방가구거리상점가","983082","461297","521785","102191","158394","231273","166480","126078","198667","262033","207576","123138","122027","149592","118720","138198","138844","139284","139342","138211","145578","143625"
"20231","R","전통시장","3130053","백학시장","835920","403206","432714","76670","128140","131701","127786","159212","212414","159264","158862","117888","122936","173130","103840","116756","119774","120441","120573","122994","122200","113181"
"20231","R","전통시장","3130052","서울중앙시장(신중앙시장)","2191040","1042965","1148076","170773","342774","429729","342240","357349","548174","489933","447106","293519","299394","396865","264224","312373","316279","318315","319646","319919","313408","291099"
"20231","R","전통시장","3130051","동화동 골목형상점가","1463562","705052","758510","159220","210168","225267","227807","275275","365826","299894","284124","206082","216057","286149","171259","208075","213658","215940","213136","212656","203350","196746"
"20231","R","전통시장","3130050","청평화시장","60084","28691","31393","2605","8798","15036","13079","9527","11040","13747","12647","8752","7954","9161","7823","9544","9893","9787","10084","8822","5749","6204"
"20231","R","전통시장","3130049","신당 미래유산 먹거리 골목형상점가","169431","83892","85539","10058","32036","29614","27859","31419","38447","33314","32908","25333","25246","32463","20168","23801","24555","24700","25026","25574","24345","21430"
"20231","R","전통시장","3130048","동평화시장","65571","30961","34610","1991","9743","16580","14316","10799","12141","15851","13193","9448","8510","9614","8957","10596","11062","10924","11282","9680","5709","6317"
"20231","R","전통시장","3130047","테크노상가(엘리시움)","134226","63252","70974","4072","20090","34196","29396","21948","24524","32246","26972","19378","17478","19768","18384","21706","22668","22388","23124","19812","11640","12888"
"20231","R","전통시장","3130046","team204(팀204)","67113","31626","35487","2036","10045","17098","14698","10974","12262","16123","13486","9689","8739","9884","9192","10853","11334","11194","11562","9906","5820","6444"
"20231","R","전통시장","3130042","약수시장","432580","203699","228881","52474","64014","77862","65023","63114","110094","78795","83301","62113","66959","89466","51945","60961","61375","62133","61748","63014","62344","61003"
"20231","R","전통시장","3130038","평화시장(통일상가, 동화상가)","115067","59551","55517","6085","17274","25321","22882","19521","23984","16663","24012","22566","22844","19589","9392","17648","18240","18331","18816","18396","12987","10649"
"20231","R","전통시장","3130036","중부시장(신중부시장)","1159237","674579","484658","49660","206960","219433","217639","214258","251285","164957","267619","225332","220231","188613","92485","183899","187324","187866","194551","188150","121290","96156"
"20231","R","전통시장","3130035","방산종합시장(방산시장)","1083916","664048","419868","31509","128875","195499","211498","219695","296839","107817","248567","247938","245082","172563","61948","175777","180556","182173","189205","182980","104708","68516"
"20231","R","전통시장","3130034","필동 골목형상점가","48818","25821","22997","2983","9945","8563","9072","8914","9341","6227","9517","9834","9638","9475","4127","7658","8008","7926","8357","7909","4867","4092"
